stopwords_removed,unigrams_mlbb
"['reng', 'kecil', 'kasi', 'lwan', 'reng', 'tinggi', 'pasti', 'kalah']","[('reng',), ('kecil',), ('kasi',), ('lwan',), ('reng',), ('tinggi',), ('pasti',), ('kalah',)]"
"['ngapasi', 'lag', 'make', 'kouta', 'lag', 'kontes', 'lord', 'lag']","[('ngapasi',), ('lag',), ('make',), ('kouta',), ('lag',), ('kontes',), ('lord',), ('lag',)]"
"['babi', 'gemar', 'banyak', 'pernah', 'baik', 'diam', 'mending', 'lebih', 'asik']","[('babi',), ('gemar',), ('banyak',), ('pernah',), ('baik',), ('diam',), ('mending',), ('lebih',), ('asik',)]"
"['overall', 'bagus', 'masa', 'besar', 'iya', 'jelas', 'gajelas', 'inti', 'minggu', 'kemaren', 'menang', 'please', 'mohon', 'banget', 'baik', 'ulang', 'gi', 'grandmaster', 'kompak', 'masa', 'atas', 'susah', 'banget']","[('overall',), ('bagus',), ('masa',), ('besar',), ('iya',), ('jelas',), ('gajelas',), ('inti',), ('minggu',), ('kemaren',), ('menang',), ('please',), ('mohon',), ('banget',), ('baik',), ('ulang',), ('gi',), ('grandmaster',), ('kompak',), ('masa',), ('atas',), ('susah',), ('banget',)]"
"['woy', 'cok', 'dancok', 'gamr', 'mu', 'koyok', 'gatell', 'asu', 'kirekk', 'dancok']","[('woy',), ('cok',), ('dancok',), ('gamr',), ('mu',), ('koyok',), ('gatell',), ('asu',), ('kirekk',), ('dancok',)]"
"['busuk', 'server', 'aneh', 'kalah', 'mach', 'aneh', 'busuk', 'sedang', 'musuh', 'bagus', 'sudah', 'ganti', 'akun', 'baru', 'tetap', 'grafik', 'bagusin', 'event', 'banyakin', 'play', 'benahin', 'tetap', 'busuk', 'sen', 'tolol', 'mach', 'imbang']","[('busuk',), ('server',), ('aneh',), ('kalah',), ('mach',), ('aneh',), ('busuk',), ('sedang',), ('musuh',), ('bagus',), ('sudah',), ('ganti',), ('akun',), ('baru',), ('tetap',), ('grafik',), ('bagusin',), ('event',), ('banyakin',), ('play',), ('benahin',), ('tetap',), ('busuk',), ('sen',), ('tolol',), ('mach',), ('imbang',)]"
['kalah'],"[('kalah',)]"
"['kenapa', 'sudah', 'update', 'sekarang', 'lebih', 'terputuskoneksi', 'lambatdelayy', 'ganggu', 'kenceng', 'wifidataa']","[('kenapa',), ('sudah',), ('update',), ('sekarang',), ('lebih',), ('terputuskoneksi',), ('lambatdelayy',), ('ganggu',), ('kenceng',), ('wifidataa',)]"
"['woy', 'developer', 'makin', 'update', 'makin', 'busuk', 'bug', 'benar', 'rusak', 'server', 'busuk', 'ngaco', 'bug', 'update', 'makin', 'parah']","[('woy',), ('developer',), ('makin',), ('update',), ('makin',), ('busuk',), ('bug',), ('benar',), ('rusak',), ('server',), ('busuk',), ('ngaco',), ('bug',), ('update',), ('makin',), ('parah',)]"
"['tolong', 'beri', 'benar']","[('tolong',), ('beri',), ('benar',)]"
"['please', 'fix', 'you', 'server', 'because', 'lag', 'play', 'if', 'used', 'wify', 'and', 'plaese', 'fix', 'chaeter', 'this', 'oke', 'if', 'you', 'already', 'fix', 'lag', 'and', 'cheater', 'wa', 'nt', 'gift', 'you', 'stars', 'oke']","[('please',), ('fix',), ('you',), ('server',), ('because',), ('lag',), ('play',), ('if',), ('used',), ('wify',), ('and',), ('plaese',), ('fix',), ('chaeter',), ('this',), ('oke',), ('if',), ('you',), ('already',), ('fix',), ('lag',), ('and',), ('cheater',), ('wa',), ('nt',), ('gift',), ('you',), ('stars',), ('oke',)]"
"['taik', 'lostrek']","[('taik',), ('lostrek',)]"
"['sumpah', 'matckingnya', 'lama', 'banget', 'cuma', 'rool', 'sumpag', 'ngotak', 'lama']","[('sumpah',), ('matckingnya',), ('lama',), ('banget',), ('cuma',), ('rool',), ('sumpag',), ('ngotak',), ('lama',)]"
"['pantes', 'ktemu', 'becus', 'sinyal', 'lag', 'sendiri', 'hapus', 'play', 'store']","[('pantes',), ('ktemu',), ('becus',), ('sinyal',), ('lag',), ('sendiri',), ('hapus',), ('play',), ('store',)]"
"['jelas', 'lama', 'digabungin', 'semua', 'bocil', 'resah', 'gendong', 'lama', 'males', 'sumpah', 'digabungin', 'tot']","[('jelas',), ('lama',), ('digabungin',), ('semua',), ('bocil',), ('resah',), ('gendong',), ('lama',), ('males',), ('sumpah',), ('digabungin',), ('tot',)]"
"['knapa', 'ketemu', 'top', 'global', 'sentuh', 'top', 'provinsi', 'belum', 'blas']","[('knapa',), ('ketemu',), ('top',), ('global',), ('sentuh',), ('top',), ('provinsi',), ('belum',), ('blas',)]"
"['tolong', 'misal', 'chat', 'masuk', 'sensitif', 'ilangin', 'minimal', 'kocak', 'biar', 'plonga', 'plongo', 'nungguin', 'balesin', 'chat', 'nyata', 'emg', 'kirim']","[('tolong',), ('misal',), ('chat',), ('masuk',), ('sensitif',), ('ilangin',), ('minimal',), ('kocak',), ('biar',), ('plonga',), ('plongo',), ('nungguin',), ('balesin',), ('chat',), ('nyata',), ('emg',), ('kirim',)]"
['tres'],"[('tres',)]"
"['anjing', 'pay', 'win', 'bangsat']","[('anjing',), ('pay',), ('win',), ('bangsat',)]"
"['hilang', 'stres', 'selalu', 'stres', 'garagara', 'banyak', 'ngerti']","[('hilang',), ('stres',), ('selalu',), ('stres',), ('garagara',), ('banyak',), ('ngerti',)]"
"['bedain', 'skill', 'playernya', 'masa', 'jago', 'dongo', 'mana', 'musuh', 'jago', 'mytic', 'masa', 'nasih', 'epick', 'aneh', 'oon']","[('bedain',), ('skill',), ('playernya',), ('masa',), ('jago',), ('dongo',), ('mana',), ('musuh',), ('jago',), ('mytic',), ('masa',), ('nasih',), ('epick',), ('aneh',), ('oon',)]"
['seru'],"[('seru',)]"
"['jelek', 'banget', 'drafpick', 'oot', 'semua', 'benar']","[('jelek',), ('banget',), ('drafpick',), ('oot',), ('semua',), ('benar',)]"
"['kon', 'tol', 'lawan', 'keras', 'iya', 'kelas', 'ajg', 'naikin', 'bintang', 'susah', 'minta', 'ampun', 'kocak', 'beri', 'cacat', 'gelap', 'taeklah', 'makin', 'lama', 'seru', 'imbang', 'beri', 'dasar', 'ajg', 'moontoon', 'asu']","[('kon',), ('tol',), ('lawan',), ('keras',), ('iya',), ('kelas',), ('ajg',), ('naikin',), ('bintang',), ('susah',), ('minta',), ('ampun',), ('kocak',), ('beri',), ('cacat',), ('gelap',), ('taeklah',), ('makin',), ('lama',), ('seru',), ('imbang',), ('beri',), ('dasar',), ('ajg',), ('moontoon',), ('asu',)]"
"['matcmaking', 'buruk', 'ktmu', 'musuh', 'jago', 'buruk', 'afk', 'dll', 'gajelas', 'banyak', 'joki', 'jd', 'sakarepmu']","[('matcmaking',), ('buruk',), ('ktmu',), ('musuh',), ('jago',), ('buruk',), ('afk',), ('dll',), ('gajelas',), ('banyak',), ('joki',), ('jd',), ('sakarepmu',)]"
"['bagai', 'user', 'layla', 'kecewauntuk', 'skin', 'layla', 'tema', 'nexus', 'sea', 'jangan', 'ubah', 'skin', 'benar', 'suka', 'desain', 'skinnya', 'tolong', 'jangan', 'ubah', 'skin', 'sudah', 'nunggu', 'skin', 'layla', 'baru', 'nyata', 'serius', 'rilissaya', 'sudah', 'nunggu', 'berapa', 'bulan', 'skin', 'layla', 'desain']","[('bagai',), ('user',), ('layla',), ('kecewauntuk',), ('skin',), ('layla',), ('tema',), ('nexus',), ('sea',), ('jangan',), ('ubah',), ('skin',), ('benar',), ('suka',), ('desain',), ('skinnya',), ('tolong',), ('jangan',), ('ubah',), ('skin',), ('sudah',), ('nunggu',), ('skin',), ('layla',), ('baru',), ('nyata',), ('serius',), ('rilissaya',), ('sudah',), ('nunggu',), ('berapa',), ('bulan',), ('skin',), ('layla',), ('desain',)]"
"['mooton', 'makin', 'makin', 'jelas', 'ngapain', 'turun', 'season', 'segala', 'tolol', 'amat']","[('mooton',), ('makin',), ('makin',), ('jelas',), ('ngapain',), ('turun',), ('season',), ('segala',), ('tolol',), ('amat',)]"
"['tahu', 'kenapa', 'bisu', 'percakapanmute', 'mulai', 'kena', 'teman', 'bagus', 'mulai', 'asik']","[('tahu',), ('kenapa',), ('bisu',), ('percakapanmute',), ('mulai',), ('kena',), ('teman',), ('bagus',), ('mulai',), ('asik',)]"
"['darak', 'terlalu', 'banyak']","[('darak',), ('terlalu',), ('banyak',)]"
['vinagriil'],"[('vinagriil',)]"
"['tambah', 'streas', 'asu', 'senggel', 'mene']","[('tambah',), ('streas',), ('asu',), ('senggel',), ('mene',)]"
"['susah', 'naik', 'makin', 'lama', 'makin', 'bosen']","[('susah',), ('naik',), ('makin',), ('lama',), ('makin',), ('bosen',)]"
['bagus'],"[('bagus',)]"
"['teman', 'ngotak', 'sedikit', 'babi']","[('teman',), ('ngotak',), ('sedikit',), ('babi',)]"
"['babi', 'ngasi', 'gelap', 'baik', 'masa', 'pernah', 'bagus']","[('babi',), ('ngasi',), ('gelap',), ('baik',), ('masa',), ('pernah',), ('bagus',)]"
"['lostrek', 'kasi', 'punya', 'betumbok']","[('lostrek',), ('kasi',), ('punya',), ('betumbok',)]"
"['rusak', 'ksih', 'pdhl', 'full', 'mitic', 'hdh']","[('rusak',), ('ksih',), ('pdhl',), ('full',), ('mitic',), ('hdh',)]"
"['luar', 'biasa', 'seru']","[('luar',), ('biasa',), ('seru',)]"
"['babi', 'kasi', 'bintang', 'semua', 'hyper', 'bodoh', 'ban', 'akun', 'beberapa', 'biar', 'nyusahin']","[('babi',), ('kasi',), ('bintang',), ('semua',), ('hyper',), ('bodoh',), ('ban',), ('akun',), ('beberapa',), ('biar',), ('nyusahin',)]"
"['gokill', 'bagi', 'skin', 'epic', 'gratis', 'makin', 'betah', 'legends']","[('gokill',), ('bagi',), ('skin',), ('epic',), ('gratis',), ('makin',), ('betah',), ('legends',)]"
"['darksystem', 'banyak', 'imbang', 'masuk', 'akal', 'buruk', 'musuh', 'joki', 'lo', 'laku', 'bos']","[('darksystem',), ('banyak',), ('imbang',), ('masuk',), ('akal',), ('buruk',), ('musuh',), ('joki',), ('lo',), ('laku',), ('bos',)]"
"['cocok', 'santai', 'santai', 'banyak', 'gelap', 'pantas', 'dimainin', 'online', 'lawan', 'gelap']","[('cocok',), ('santai',), ('santai',), ('banyak',), ('gelap',), ('pantas',), ('dimainin',), ('online',), ('lawan',), ('gelap',)]"
"['matching', 'banyak', 'tolol']","[('matching',), ('banyak',), ('tolol',)]"
"['adil', 'musuh', 'pro', 'buruk', 'tolong', 'beri', 'adil', 'ton']","[('adil',), ('musuh',), ('pro',), ('buruk',), ('tolong',), ('beri',), ('adil',), ('ton',)]"
"['cheat', 'vip', 'rusak', 'report', 'percuma', 'pengaruh', 'masalah', 'sinyal', 'play', 'bot', 'imbang', 'cuma', 'mikirin', 'cuan', 'kualitas', 'sinyal', 'buruk', 'banyak', 'dalam', 'sebut', 'handle', 'nyaman', 'cuma', 'mikirin', 'grafik', 'menuhi', 'demi', 'cuan', 'banyak', 'korupsi', 'sinyal', 'handle']","[('cheat',), ('vip',), ('rusak',), ('report',), ('percuma',), ('pengaruh',), ('masalah',), ('sinyal',), ('play',), ('bot',), ('imbang',), ('cuma',), ('mikirin',), ('cuan',), ('kualitas',), ('sinyal',), ('buruk',), ('banyak',), ('dalam',), ('sebut',), ('handle',), ('nyaman',), ('cuma',), ('mikirin',), ('grafik',), ('menuhi',), ('demi',), ('cuan',), ('banyak',), ('korupsi',), ('sinyal',), ('handle',)]"
"['ui', 'rusak']","[('ui',), ('rusak',)]"
"['walau', 'kecewa', 'gema', 'aksi', 'b', 'terlalu', 'banyak', 'joki', 'mula', 'kembang', 'mohon', 'donk', 'd', 'tindak', 'masa', 'mahal', 'atur', 'konsisten', 'serasa', 'murah']","[('walau',), ('kecewa',), ('gema',), ('aksi',), ('b',), ('terlalu',), ('banyak',), ('joki',), ('mula',), ('kembang',), ('mohon',), ('donk',), ('d',), ('tindak',), ('masa',), ('mahal',), ('atur',), ('konsisten',), ('serasa',), ('murah',)]"
"['makin', 'abdet', 'makin', 'lag', 'sinyal', 'cl', 'selalu', 'sinyal', 'merah', 'sudah', 'wifi', 'internet', 'tetap', 'lag', 'mohon', 'rusak', 'sinyal', 'para', 'enak', 'sinyal', 'lag', 'lain', 'enak']","[('makin',), ('abdet',), ('makin',), ('lag',), ('sinyal',), ('cl',), ('selalu',), ('sinyal',), ('merah',), ('sudah',), ('wifi',), ('internet',), ('tetap',), ('lag',), ('mohon',), ('rusak',), ('sinyal',), ('para',), ('enak',), ('sinyal',), ('lag',), ('lain',), ('enak',)]"
"['dongo', 'busuk', 'sedikit', 'mitik', 'emng', 'paling', 'benar', 'pindah', 'rada', 'dongo', 'semua']","[('dongo',), ('busuk',), ('sedikit',), ('mitik',), ('emng',), ('paling',), ('benar',), ('pindah',), ('rada',), ('dongo',), ('semua',)]"
"['em', 'buruk', 'su', 'asu']","[('em',), ('buruk',), ('su',), ('asu',)]"
"['kontol', 'asuu']","[('kontol',), ('asuu',)]"
"['parah', 'skrang', 'lawan', 'ngak', 'imbang']","[('parah',), ('skrang',), ('lawan',), ('ngak',), ('imbang',)]"
"['ketemu', 'satu', 'bocil', 'tolong', 'baik', 'sda', 'niat']","[('ketemu',), ('satu',), ('bocil',), ('tolong',), ('baik',), ('sda',), ('niat',)]"
['kontol'],"[('kontol',)]"
['tarik'],"[('tarik',)]"
"['anjg', 'ls', 'bae']","[('anjg',), ('ls',), ('bae',)]"
"['buruk', 'jelas', 'kalah']","[('buruk',), ('jelas',), ('kalah',)]"
"['lag', 'najiss']","[('lag',), ('najiss',)]"
['suka'],"[('suka',)]"
"['banyak', 'cheater', 'dalam']","[('banyak',), ('cheater',), ('dalam',)]"
"['gila', 'ngotak', 'beri', 'masuk', 'mytikglory', 'setan', 'kau', 'guna']","[('gila',), ('ngotak',), ('beri',), ('masuk',), ('mytikglory',), ('setan',), ('kau',), ('guna',)]"
"['bagus', 'matching', 'beri', 'imbang', 'egois', 'bagus', 'sedikit', 'saran', 'bagus', 'beri', 'hukum', 'baned', 'kepada', 'sengaja', 'sadar', 'laku', 'trollfeeder', 'dalam', 'suatu', 'terimakasih', 'moga', 'salam', 'waras', 'sadar']","[('bagus',), ('matching',), ('beri',), ('imbang',), ('egois',), ('bagus',), ('sedikit',), ('saran',), ('bagus',), ('beri',), ('hukum',), ('baned',), ('kepada',), ('sengaja',), ('sadar',), ('laku',), ('trollfeeder',), ('dalam',), ('suatu',), ('terimakasih',), ('moga',), ('salam',), ('waras',), ('sadar',)]"
"['lambat', 'masuk', 'lag', 'pusing']","[('lambat',), ('masuk',), ('lag',), ('pusing',)]"
"['banyak', 'nemu', 'musuh', 'guna', 'rw', 'rugi', 'ketemu', 'brengsek']","[('banyak',), ('nemu',), ('musuh',), ('guna',), ('rw',), ('rugi',), ('ketemu',), ('brengsek',)]"
"['jelek', 'sekarang', 'lag', 'parah', 'banyak', 'bug', 'patah', 'bahkan', 'chiter', 'jarang', 'ketemu']","[('jelek',), ('sekarang',), ('lag',), ('parah',), ('banyak',), ('bug',), ('patah',), ('bahkan',), ('chiter',), ('jarang',), ('ketemu',)]"
"['sampah', 'adil', 'isi', 'anomali']","[('sampah',), ('adil',), ('isi',), ('anomali',)]"
['tres'],"[('tres',)]"
"['makin', 'berat', 'semenjak', 'update', 'size', 'makin', 'besar', 'berat', 'bagi', 'device', 'ram', 'demi', 'nyaman', 'kecil', 'size', 'admin']","[('makin',), ('berat',), ('semenjak',), ('update',), ('size',), ('makin',), ('besar',), ('berat',), ('bagi',), ('device',), ('ram',), ('demi',), ('nyaman',), ('kecil',), ('size',), ('admin',)]"
['kikir'],"[('kikir',)]"
"['entah', 'bingung', 'mungkin']","[('entah',), ('bingung',), ('mungkin',)]"
"['we', 'ban', 'para', 'gelap', 'sistemtim', 'tolol', 'santt', 'ajg']","[('we',), ('ban',), ('para',), ('gelap',), ('sistemtim',), ('tolol',), ('santt',), ('ajg',)]"
"['apalh', 'masa', 'iya', 'ketemu', 'epic', 'mytic', 'kocak', 'puki', 'mending', 'kalah', 'mvp', 'bintang', 'tetap', 'naik', 'uninstall', 'ajalh', 'guna', 'mutu', 'mending', 'gaess']","[('apalh',), ('masa',), ('iya',), ('ketemu',), ('epic',), ('mytic',), ('kocak',), ('puki',), ('mending',), ('kalah',), ('mvp',), ('bintang',), ('tetap',), ('naik',), ('uninstall',), ('ajalh',), ('guna',), ('mutu',), ('mending',), ('gaess',)]"
"['bug', 'pepek']","[('bug',), ('pepek',)]"
"['bagi', 'banding', 'jelek', 'oleng', 'sakit', 'kepala']","[('bagi',), ('banding',), ('jelek',), ('oleng',), ('sakit',), ('kepala',)]"
"['bagus', 'slalu', 'dpat', 'bapuk']","[('bagus',), ('slalu',), ('dpat',), ('bapuk',)]"
"['gamee', 'idiot']","[('gamee',), ('idiot',)]"
"['rusak', 'ketemu', 'stres', 'percuma', 'pilih', 'ujung', 'guna', 'tetap', 'egois']","[('rusak',), ('ketemu',), ('stres',), ('percuma',), ('pilih',), ('ujung',), ('guna',), ('tetap',), ('egois',)]"
"['kagak', 'imbang', 'beri', 'lawan', 'stabil', 'jangan', 'beri', 'susah', 'banget', 'sengaja', 'biar', 'aing', 'ngambil', 'hak', 'lain', 'sayang', 'ginian', 'ngejar', 'bintang', 'untung', 'sat', 'aing', 'hibur', 'bukan', 'nambah', 'stres', 'sat', 'mo', 'bales', 'enggak', 'bodo', 'amat']","[('kagak',), ('imbang',), ('beri',), ('lawan',), ('stabil',), ('jangan',), ('beri',), ('susah',), ('banget',), ('sengaja',), ('biar',), ('aing',), ('ngambil',), ('hak',), ('lain',), ('sayang',), ('ginian',), ('ngejar',), ('bintang',), ('untung',), ('sat',), ('aing',), ('hibur',), ('bukan',), ('nambah',), ('stres',), ('sat',), ('mo',), ('bales',), ('enggak',), ('bodo',), ('amat',)]"
"['masuk', 'akal', 'buruk', 'lawan', 'nyaa', 'banding', 'ranket', 'ketemu', 'banding']","[('masuk',), ('akal',), ('buruk',), ('lawan',), ('nyaa',), ('banding',), ('ranket',), ('ketemu',), ('banding',)]"
"['minimal', 'beri', 'jelas', 'yaa', 'sudah', 'muak', 'banget', 'demi', 'sudah']","[('minimal',), ('beri',), ('jelas',), ('yaa',), ('sudah',), ('muak',), ('banget',), ('demi',), ('sudah',)]"
"['terlalu', 'lebih', 'beri', 'lawan', 'keras', 'susah', 'tolong', 'imbang', 'susah', 'menang', 'kalah', 'lebih']","[('terlalu',), ('lebih',), ('beri',), ('lawan',), ('keras',), ('susah',), ('tolong',), ('imbang',), ('susah',), ('menang',), ('kalah',), ('lebih',)]"
"['makin', 'banyak', 'update', 'ingame', 'makin', 'sampah']","[('makin',), ('banyak',), ('update',), ('ingame',), ('makin',), ('sampah',)]"
"['benar', 'buka', 'hepi', 'pusing', 'sampai', 'sekarang', 'bintang', 'naik', 'naik', 'turun', 'rela', 'ngerusak', 'tidur', 'demi', 'buah', 'bintang', 'lose', 'treak', 'pikir', 'ton', 'tres', 'sekarang', 'bales', 'pesan', 'gau']","[('benar',), ('buka',), ('hepi',), ('pusing',), ('sampai',), ('sekarang',), ('bintang',), ('naik',), ('naik',), ('turun',), ('rela',), ('ngerusak',), ('tidur',), ('demi',), ('buah',), ('bintang',), ('lose',), ('treak',), ('pikir',), ('ton',), ('tres',), ('sekarang',), ('bales',), ('pesan',), ('gau',)]"
['kontot'],"[('kontot',)]"
['butut'],"[('butut',)]"
"['naik', 'mytic', 'susah', 'gimana', 'dpet', 'feeder']","[('naik',), ('mytic',), ('susah',), ('gimana',), ('dpet',), ('feeder',)]"
"['prik', 'amat', 'bukan', 'happy', 'makin', 'stres', 'patah', 'patah', 'ping', 'bagus', 'bujank', 'darah', 'tinggi', 'cocok', 'kntl']","[('prik',), ('amat',), ('bukan',), ('happy',), ('makin',), ('stres',), ('patah',), ('patah',), ('ping',), ('bagus',), ('bujank',), ('darah',), ('tinggi',), ('cocok',), ('kntl',)]"
['taeh'],"[('taeh',)]"
"['makin', 'rusak']","[('makin',), ('rusak',)]"
"['sampah', 'babi', 'darah', 'tinggi', 'cuih']","[('sampah',), ('babi',), ('darah',), ('tinggi',), ('cuih',)]"
"['jangan', 'dowload', 'jelas', 'cok', 'sesat', 'pindah', 'pubg']","[('jangan',), ('dowload',), ('jelas',), ('cok',), ('sesat',), ('pindah',), ('pubg',)]"
"['kunyuk', 'gelap', 'mlu']","[('kunyuk',), ('gelap',), ('mlu',)]"
"['makin', 'lama', 'makin', 'rusak', 'server', 'busuk']","[('makin',), ('lama',), ('makin',), ('rusak',), ('server',), ('busuk',)]"
"['knp', 'celasik', 'sinyal', 'jelek', 'pin', 'ijo', 'bukan', 'merah', 'mohon', 'rusak', 'minimal', 'rugi']","[('knp',), ('celasik',), ('sinyal',), ('jelek',), ('pin',), ('ijo',), ('bukan',), ('merah',), ('mohon',), ('rusak',), ('minimal',), ('rugi',)]"
"['sinyal', 'busuk', 'cape', 'cape', 'naikin', 'level', 'sinyal', 'buruk', 'buruk', 'sampah', 'asu', 'dasar', 'miskin']","[('sinyal',), ('busuk',), ('cape',), ('cape',), ('naikin',), ('level',), ('sinyal',), ('buruk',), ('buruk',), ('sampah',), ('asu',), ('dasar',), ('miskin',)]"
"['anjingg', 'bangsdd', 'gajelas', 'ngent']","[('anjingg',), ('bangsdd',), ('gajelas',), ('ngent',)]"
"['lama', 'afk', 'bentar', 'selesai', 'hitung', 'afk', 'ah', 'benrin', 'benar', 'banget']","[('lama',), ('afk',), ('bentar',), ('selesai',), ('hitung',), ('afk',), ('ah',), ('benrin',), ('benar',), ('banget',)]"
"['like', 'bintang', 'kasi', 'mqin', 'musuh', 'mudah']","[('like',), ('bintang',), ('kasi',), ('mqin',), ('musuh',), ('mudah',)]"
"['tolong', 'legends', 'malas', 'sekarang', 'pasti', 'lag', 'pakek', 'wifi', 'tetap', 'lag', 'bug']","[('tolong',), ('legends',), ('malas',), ('sekarang',), ('pasti',), ('lag',), ('pakek',), ('wifi',), ('tetap',), ('lag',), ('bug',)]"
"['sinyal', 'jelek', 'mati', 'masuk', 'bass']","[('sinyal',), ('jelek',), ('mati',), ('masuk',), ('bass',)]"
"['ping', 'merah', 'frame', 'drop', 'lag', 'pernah', 'tingkat', 'dengar', 'keluh']","[('ping',), ('merah',), ('frame',), ('drop',), ('lag',), ('pernah',), ('tingkat',), ('dengar',), ('keluh',)]"
['just'],"[('just',)]"
"['kurang', 'bagus', 'banyak', 'gelap']","[('kurang',), ('bagus',), ('banyak',), ('gelap',)]"
"['wahai', 'tolong', 'klok', 'niat', 'beri', 'naek', 'lejen', 'mending', 'ben', 'ajy', 'tres', 'cok', 'anjy']","[('wahai',), ('tolong',), ('klok',), ('niat',), ('beri',), ('naek',), ('lejen',), ('mending',), ('ben',), ('ajy',), ('tres',), ('cok',), ('anjy',)]"
['mantapp'],"[('mantapp',)]"
['sampah'],"[('sampah',)]"
"['satu', 'menang', 'tiga', 'kalah', 'enggk', 'gitu', 'minimal', 'darksystembocil', 'mati', 'mulai', 'season', 'kemarin', 'mytic', 'gabisa']","[('satu',), ('menang',), ('tiga',), ('kalah',), ('enggk',), ('gitu',), ('minimal',), ('darksystembocil',), ('mati',), ('mulai',), ('season',), ('kemarin',), ('mytic',), ('gabisa',)]"
"['thing', 'best']","[('thing',), ('best',)]"
"['salah', 'bg', 'lose', 'ampe', 'gelap', 'epic']","[('salah',), ('bg',), ('lose',), ('ampe',), ('gelap',), ('epic',)]"
"['beuh', 'seru', 'bro']","[('beuh',), ('seru',), ('bro',)]"
"['aplikasi', 'gelap', 'makin', 'kembang', 'bukan', 'makin', 'keren', 'makin', 'buruk', 'bubar', 'mnding', 'hps', 'plikasi', 'emosi']","[('aplikasi',), ('gelap',), ('makin',), ('kembang',), ('bukan',), ('makin',), ('keren',), ('makin',), ('buruk',), ('bubar',), ('mnding',), ('hps',), ('plikasi',), ('emosi',)]"
"['sampah', 'random', 'noob', 'guna', 'kill', 'banyak', 'selalu', 'kalah', 'uang', 'habis', 'skin', 'obrol', 'mute', 'melulu', 'sampah']","[('sampah',), ('random',), ('noob',), ('guna',), ('kill',), ('banyak',), ('selalu',), ('kalah',), ('uang',), ('habis',), ('skin',), ('obrol',), ('mute',), ('melulu',), ('sampah',)]"
"['ls', 'anj']","[('ls',), ('anj',)]"
"['tolong', 'rusak', 'baru', 'kalah', 'begini', 'banyak', 'pindah']","[('tolong',), ('rusak',), ('baru',), ('kalah',), ('begini',), ('banyak',), ('pindah',)]"
"['ksih', 'lh', 'turun', 'kpn', 'mnang']","[('ksih',), ('lh',), ('turun',), ('kpn',), ('mnang',)]"
"['tolong', 'fix', 'bug', 'draft', 'lag', 'banget']","[('tolong',), ('fix',), ('bug',), ('draft',), ('lag',), ('banget',)]"
"['bagi', 'mula', 'belum', 'candu', 'jangan', 'slot', 'menang', 'kalah', 'sampai', 'rungkat', 'ketemu', 'dll']","[('bagi',), ('mula',), ('belum',), ('candu',), ('jangan',), ('slot',), ('menang',), ('kalah',), ('sampai',), ('rungkat',), ('ketemu',), ('dll',)]"
"['detik', 'hancur', 'aamiin', 'sdh', 'mulai', 'kurang', 'playersnya', 'salah', 'satu', 'kawan', 'sdh', 'mls', 'bodoh', 'sampah', 'adil', 'bagi', 'teamnya']","[('detik',), ('hancur',), ('aamiin',), ('sdh',), ('mulai',), ('kurang',), ('playersnya',), ('salah',), ('satu',), ('kawan',), ('sdh',), ('mls',), ('bodoh',), ('sampah',), ('adil',), ('bagi',), ('teamnya',)]"
"['paling', 'jelek']","[('paling',), ('jelek',)]"
"['buruk', 'lawan', 'tu', 'padan', 'buruk', 'masa', 'kontribusi', 'apaa']","[('buruk',), ('lawan',), ('tu',), ('padan',), ('buruk',), ('masa',), ('kontribusi',), ('apaa',)]"
"['tolol', 'sudah', 'brpa', 'kalah', 'menang', 'kalah', 'sampek', 'gilak', 'gx', 'ad', 'otak', 'besok', 'baik', 'lg', 'jangan', 'gitu', 'nyengsarain']","[('tolol',), ('sudah',), ('brpa',), ('kalah',), ('menang',), ('kalah',), ('sampek',), ('gilak',), ('gx',), ('ad',), ('otak',), ('besok',), ('baik',), ('lg',), ('jangan',), ('gitu',), ('nyengsarain',)]"
"['bintang', 'pilih', 'kurang', 'tegas', 'hadap', 'niat', 'ngefeed', 'dalam']","[('bintang',), ('pilih',), ('kurang',), ('tegas',), ('hadap',), ('niat',), ('ngefeed',), ('dalam',)]"
['kontol'],"[('kontol',)]"
"['stres', 'menang', 'kalah', 'sampai', 'imbang', 'adil', 'beda', 'bagus', 'sekarang', 'anj']","[('stres',), ('menang',), ('kalah',), ('sampai',), ('imbang',), ('adil',), ('beda',), ('bagus',), ('sekarang',), ('anj',)]"
"['makin', 'makin', 'ruksak', 'masalah', 'lobby', 'hijau', 'drapick', 'hijau', 'masuk', 'freeze', 'putus', 'ampun', 'parah', 'benar', 'makin', 'ponsel', 'luas', 'alhasil', 'apk', 'nyaman', 'muak', 'gitu']","[('makin',), ('makin',), ('ruksak',), ('masalah',), ('lobby',), ('hijau',), ('drapick',), ('hijau',), ('masuk',), ('freeze',), ('putus',), ('ampun',), ('parah',), ('benar',), ('makin',), ('ponsel',), ('luas',), ('alhasil',), ('apk',), ('nyaman',), ('muak',), ('gitu',)]"
"['jelas', 'banyak', 'bot']","[('jelas',), ('banyak',), ('bot',)]"
['kontol'],"[('kontol',)]"
"['knpa', 'skrng', 'jringn', 'bgus', 'lag', 'jringan', 'ijo', 'klau', 'merah', 'slh', 'mh', 'hijo', 'jringn', 'merah']","[('knpa',), ('skrng',), ('jringn',), ('bgus',), ('lag',), ('jringan',), ('ijo',), ('klau',), ('merah',), ('slh',), ('mh',), ('hijo',), ('jringn',), ('merah',)]"
