stopwords_removed,unigrams_mlbb
"['baik', 'kadang', 'gemplay', 'lag', 'jaringanya', 'bagus', 'aduh', 'rugi', 'ginj']","[('baik',), ('kadang',), ('gemplay',), ('lag',), ('jaringanya',), ('bagus',), ('aduh',), ('rugi',), ('ginj',)]"
"['he', 'monnton', 'kasihh', 'benar', 'ngapa', 'tadi', 'benar', 'serius', 'ngetroll', 'gimana', 'nyusahin', 'gwe', 'imbang', 'laahh', 'udhh', 'susah', 'susah', 'mlh', 'kena', 'trol', 'publik', 'kentang', 'kapan', 'lite', 'gwe', 'sudah', 'kuat', 'nihh']","[('he',), ('monnton',), ('kasihh',), ('benar',), ('ngapa',), ('tadi',), ('benar',), ('serius',), ('ngetroll',), ('gimana',), ('nyusahin',), ('gwe',), ('imbang',), ('laahh',), ('udhh',), ('susah',), ('susah',), ('mlh',), ('kena',), ('trol',), ('publik',), ('kentang',), ('kapan',), ('lite',), ('gwe',), ('sudah',), ('kuat',), ('nihh',)]"
"['musuh', 'susah', 'banget']","[('musuh',), ('susah',), ('banget',)]"
"['makin', 'makin', 'jelas', 'ijoo', 'nglag', 'taii']","[('makin',), ('makin',), ('jelas',), ('ijoo',), ('nglag',), ('taii',)]"
"['makin', 'lama', 'makin', 'cacat', 'servernya', 'masa', 'kecepetan', 'wifi', 'mbs', 'lag', 'sampai', 'laen', 'lancar', 'lancar', 'ajaa', 'banyak', 'makan', 'skin', 'guna']","[('makin',), ('lama',), ('makin',), ('cacat',), ('servernya',), ('masa',), ('kecepetan',), ('wifi',), ('mbs',), ('lag',), ('sampai',), ('laen',), ('lancar',), ('lancar',), ('ajaa',), ('banyak',), ('makan',), ('skin',), ('guna',)]"
"['tres', 'banyak', 'gelap']","[('tres',), ('banyak',), ('gelap',)]"
"['tolol', 'anj']","[('tolol',), ('anj',)]"
"['sinyal', 'ijo', 'pencet', 'merahapaan', 'sudah', 'ping', 'bagus']","[('sinyal',), ('ijo',), ('pencet',), ('merahapaan',), ('sudah',), ('ping',), ('bagus',)]"
"['nambah', 'stres', 'jelas', 'semua', 'sedikit', 'sedikit', 'menang', 'sedikit', 'sedikit', 'kalah', 'gitu', 'sampai', 'semua', 'pindah', 'roblox']","[('nambah',), ('stres',), ('jelas',), ('semua',), ('sedikit',), ('sedikit',), ('menang',), ('sedikit',), ('sedikit',), ('kalah',), ('gitu',), ('sampai',), ('semua',), ('pindah',), ('roblox',)]"
"['lain', 'winstreak', 'gausah', 'busuk', 'musuh', 'jago', 'napa', 'minimal', 'gitu', 'napa', 'lose', 'streak', 'jing', 'sudah', 'capek', 'hadepin', 'tel']","[('lain',), ('winstreak',), ('gausah',), ('busuk',), ('musuh',), ('jago',), ('napa',), ('minimal',), ('gitu',), ('napa',), ('lose',), ('streak',), ('jing',), ('sudah',), ('capek',), ('hadepin',), ('tel',)]"
"['do', 'nt', 'this', 'because', 'it', 'not', 'good', 'for', 'your', 'health']","[('do',), ('nt',), ('this',), ('because',), ('it',), ('not',), ('good',), ('for',), ('your',), ('health',)]"
"['baik', 'bug', 'kocak', 'aneh', 'banget', 'sosmed', 'yt', 'semua', 'lancar', 'jarngan', 'naik', 'turun', 'aneh', 'banget', 'kocak']","[('baik',), ('bug',), ('kocak',), ('aneh',), ('banget',), ('sosmed',), ('yt',), ('semua',), ('lancar',), ('jarngan',), ('naik',), ('turun',), ('aneh',), ('banget',), ('kocak',)]"
"['seru', 'tambah', 'kenang']","[('seru',), ('tambah',), ('kenang',)]"
"['tolong', 'hapus', 'bag', 'gelek', 'sinyal', 'lancar', 'aplikasi', 'lain', 'lancar', 'buwat', 'lag', 'brawel', 'lag', 'reng', 'lag', 'banget']","[('tolong',), ('hapus',), ('bag',), ('gelek',), ('sinyal',), ('lancar',), ('aplikasi',), ('lain',), ('lancar',), ('buwat',), ('lag',), ('brawel',), ('lag',), ('reng',), ('lag',), ('banget',)]"
"['lag', 'bangett', 'kl', 'bapuk']","[('lag',), ('bangett',), ('kl',), ('bapuk',)]"
"['bagus', 'tolong', 'sudah', 'beri', 'musuh', 'susah', 'sampah', 'jangan', 'lag', 'bagus', 'ijo', 'paket', 'banyak', 'lag', 'jln', 'tempat', 'tolong', 'keluh', 'tolong', 'banget', 'usah', 'lag', 'lag', 'segala', 'sudah', 'beri', 'mach', 'susah', 'yaudah', 'jangan', 'tambah', 'lag', 'nambah', 'cape', 'lawan', 'musuh', 'gendong', 'lag', 'coba', 'tolong', 'baik']","[('bagus',), ('tolong',), ('sudah',), ('beri',), ('musuh',), ('susah',), ('sampah',), ('jangan',), ('lag',), ('bagus',), ('ijo',), ('paket',), ('banyak',), ('lag',), ('jln',), ('tempat',), ('tolong',), ('keluh',), ('tolong',), ('banget',), ('usah',), ('lag',), ('lag',), ('segala',), ('sudah',), ('beri',), ('mach',), ('susah',), ('yaudah',), ('jangan',), ('tambah',), ('lag',), ('nambah',), ('cape',), ('lawan',), ('musuh',), ('gendong',), ('lag',), ('coba',), ('tolong',), ('baik',)]"
"['mungkin', 'iri', 'baru', 'win', 'musuh', 'jago', 'bego', 'ulangin', 'sampai', 'bintang', 'habis', 'smph']","[('mungkin',), ('iri',), ('baru',), ('win',), ('musuh',), ('jago',), ('bego',), ('ulangin',), ('sampai',), ('bintang',), ('habis',), ('smph',)]"
['monyet'],"[('monyet',)]"
"['sudah', 'susah', 'susah', 'kode', 'redem', 'emot', 'sudah', 'lihat', 'kena', 'izin', 'sudah', 'capet']","[('sudah',), ('susah',), ('susah',), ('kode',), ('redem',), ('emot',), ('sudah',), ('lihat',), ('kena',), ('izin',), ('sudah',), ('capet',)]"
"['lawak', 'sekarang', 'becus', 'dalam', 'tangan', 'akun', 'komputer']","[('lawak',), ('sekarang',), ('becus',), ('dalam',), ('tangan',), ('akun',), ('komputer',)]"
"['banyak', 'gelap', 'komtol']","[('banyak',), ('gelap',), ('komtol',)]"
"['hallo', 'support', 'sedikit', 'keluh', 'habis', 'update', 'patch', 'baru', 'device', 'redmi', 'note', 'pro', 'lag', 'parah', 'last', 'semua', 'sudah', 'heromenyiapkan', 'tanding', 'sangking', 'lag', 'parah', 'costum', 'emblem', 'belum', 'belum', 'update', 'peta', 'patch', 'baru', 'aman', 'rugi', 'dalam', 'tempur', 'terkadang', 'detik', 'sudah', 'jalan', 'baru', 'masuk', 'tanding', 'sudah', 'coba', 'device', 'nyata', 'terimakasih']","[('hallo',), ('support',), ('sedikit',), ('keluh',), ('habis',), ('update',), ('patch',), ('baru',), ('device',), ('redmi',), ('note',), ('pro',), ('lag',), ('parah',), ('last',), ('semua',), ('sudah',), ('heromenyiapkan',), ('tanding',), ('sangking',), ('lag',), ('parah',), ('costum',), ('emblem',), ('belum',), ('belum',), ('update',), ('peta',), ('patch',), ('baru',), ('aman',), ('rugi',), ('dalam',), ('tempur',), ('terkadang',), ('detik',), ('sudah',), ('jalan',), ('baru',), ('masuk',), ('tanding',), ('sudah',), ('coba',), ('device',), ('nyata',), ('terimakasih',)]"
"['banyak', 'draksistem', 'mumet', 'das']","[('banyak',), ('draksistem',), ('mumet',), ('das',)]"
"['sinyal', 'bagus', 'lag']","[('sinyal',), ('bagus',), ('lag',)]"
['bagus'],"[('bagus',)]"
"['parah', 'kasi', 'darksistem', 'makin', 'lama', 'makin', 'males']","[('parah',), ('kasi',), ('darksistem',), ('makin',), ('lama',), ('makin',), ('males',)]"
"['kenapa', 'season', 'makin', 'buruk', 'bagus', 'buka', 'apk', 'lain', 'lancar', 'lag', 'banget', 'diem', 'lobby', 'kadang', 'muter', 'muter', 'draft', 'detik', 'akhir', 'selalu', 'lag', 'ping', 'ijo', 'pdhl', 'lag', 'banget', 'tbtb', 'ping', 'merah', 'season', 'belum', 'lancar', 'entah', 'kentang', 'sudah', 'kuat', 'gmn', 'tolong', 'baik', 'jangan', 'sedikit', 'sedikit', 'pikirin', 'cuma', 'revamp', 'revamp']","[('kenapa',), ('season',), ('makin',), ('buruk',), ('bagus',), ('buka',), ('apk',), ('lain',), ('lancar',), ('lag',), ('banget',), ('diem',), ('lobby',), ('kadang',), ('muter',), ('muter',), ('draft',), ('detik',), ('akhir',), ('selalu',), ('lag',), ('ping',), ('ijo',), ('pdhl',), ('lag',), ('banget',), ('tbtb',), ('ping',), ('merah',), ('season',), ('belum',), ('lancar',), ('entah',), ('kentang',), ('sudah',), ('kuat',), ('gmn',), ('tolong',), ('baik',), ('jangan',), ('sedikit',), ('sedikit',), ('pikirin',), ('cuma',), ('revamp',), ('revamp',)]"
"['suka', 'cocok', 'stabil', 'wifi', 'kemarin', 'jelek', 'kenapa', 'napa', 'lag', 'mls']","[('suka',), ('cocok',), ('stabil',), ('wifi',), ('kemarin',), ('jelek',), ('kenapa',), ('napa',), ('lag',), ('mls',)]"
"['taik', 'lag', 'lag', 'jelas', 'j', 'ng']","[('taik',), ('lag',), ('lag',), ('jelas',), ('j',), ('ng',)]"
"['banyak', 'gelap', 'sistemm', 'beri', 'winstreak']","[('banyak',), ('gelap',), ('sistemm',), ('beri',), ('winstreak',)]"
['gajee'],"[('gajee',)]"
"['ajg', 'kntl', 'bab', 'kmk', 'mmk', 'geje', 'mending', 'tutup', 'have', 'fun', 'bukan', 'stres', 'sok', 'beri', 'ingat', 'baik', 'kau', 'baru', 'beri', 'ingat', 'dongok']","[('ajg',), ('kntl',), ('bab',), ('kmk',), ('mmk',), ('geje',), ('mending',), ('tutup',), ('have',), ('fun',), ('bukan',), ('stres',), ('sok',), ('beri',), ('ingat',), ('baik',), ('kau',), ('baru',), ('beri',), ('ingat',), ('dongok',)]"
"['karana', 'banyak', 'drk']","[('karana',), ('banyak',), ('drk',)]"
"['bagus', 'lansia']","[('bagus',), ('lansia',)]"
"['bagus', 'suka', 'kolo', 'mabar', 'buruk', 'suka']","[('bagus',), ('suka',), ('kolo',), ('mabar',), ('buruk',), ('suka',)]"
"['hama', 'gampang', 'bobol', 'banyak', 'cheater', 'server', 'urus', 'masalah', 'pernah', 'benar', 'guna', 'dev']","[('hama',), ('gampang',), ('bobol',), ('banyak',), ('cheater',), ('server',), ('urus',), ('masalah',), ('pernah',), ('benar',), ('guna',), ('dev',)]"
"['aneh', 'server', 'adil', 'niat', 'pen', 'hilangin', 'cape', 'lose', 'server', 'buruk']","[('aneh',), ('server',), ('adil',), ('niat',), ('pen',), ('hilangin',), ('cape',), ('lose',), ('server',), ('buruk',)]"
"['tolol', 'kalah', 'ton', 'kalah', 'rating']","[('tolol',), ('kalah',), ('ton',), ('kalah',), ('rating',)]"
"['resah', 'masyarakat', 'stres', 'kepala', 'uda', 'jago', 'labih', 'parah', 'musuh', 'luar', 'logika']","[('resah',), ('masyarakat',), ('stres',), ('kepala',), ('uda',), ('jago',), ('labih',), ('parah',), ('musuh',), ('luar',), ('logika',)]"
"['sudah', 'sekarang', 'mangkin', 'lag']","[('sudah',), ('sekarang',), ('mangkin',), ('lag',)]"
"['guna', 'jelass', 'pilih', 'jng', 'donwload', 'nanti', 'nyesel']","[('guna',), ('jelass',), ('pilih',), ('jng',), ('donwload',), ('nanti',), ('nyesel',)]"
"['rusak', 'cacat', 'banyak', 'gelap']","[('rusak',), ('cacat',), ('banyak',), ('gelap',)]"
['bagus'],"[('bagus',)]"
"['perhatiin', 'makin', 'rusak', 'wifi', 'ping', 'lompat', 'gaje', 'bngt', 'sumpah', 'mood']","[('perhatiin',), ('makin',), ('rusak',), ('wifi',), ('ping',), ('lompat',), ('gaje',), ('bngt',), ('sumpah',), ('mood',)]"
"['tolong', 'jelas', 'draksistem', 'semua', 'smpai', 'lostrek']","[('tolong',), ('jelas',), ('draksistem',), ('semua',), ('smpai',), ('lostrek',)]"
"['ubah', 'maka', 'nilai', 'ubah']","[('ubah',), ('maka',), ('nilai',), ('ubah',)]"
"['makin', 'rajalela', 'pakek', 'cheat', 'kena', 'report', 'banyak', 'ngecheat', 'kadang', 'report', 'nick', 'name', 'barusan', 'ngecheat', 'jg', 'hilang', 'hasil', 'pertngdingan', 'jg', 'hilang', 'aneh', 'bintang', 'tetap', 'hilang', 'report', 'percuma', 'gubris', 'tetap', 'lepas']","[('makin',), ('rajalela',), ('pakek',), ('cheat',), ('kena',), ('report',), ('banyak',), ('ngecheat',), ('kadang',), ('report',), ('nick',), ('name',), ('barusan',), ('ngecheat',), ('jg',), ('hilang',), ('hasil',), ('pertngdingan',), ('jg',), ('hilang',), ('aneh',), ('bintang',), ('tetap',), ('hilang',), ('report',), ('percuma',), ('gubris',), ('tetap',), ('lepas',)]"
"['bang', 'resale', 'angela', 'cc', 'pls', 'nnti', 'rate', 'bintang']","[('bang',), ('resale',), ('angela',), ('cc',), ('pls',), ('nnti',), ('rate',), ('bintang',)]"
"['sinyal', 'jelek']","[('sinyal',), ('jelek',)]"
"['kenapa', 'sekarang', 'beda', 'riel', 'adu', 'jago', 'sekarang', 'lebih', 'adu', 'gelap', 'muntun', 'rame', 'jngn', 'gelap', 'kurang', 'senang', 'sulit', 'bagus', 'terlalu', 'banyak', 'ngetrol', 'pesan', 'jika', 'rame', 'hilang', 'gelap']","[('kenapa',), ('sekarang',), ('beda',), ('riel',), ('adu',), ('jago',), ('sekarang',), ('lebih',), ('adu',), ('gelap',), ('muntun',), ('rame',), ('jngn',), ('gelap',), ('kurang',), ('senang',), ('sulit',), ('bagus',), ('terlalu',), ('banyak',), ('ngetrol',), ('pesan',), ('jika',), ('rame',), ('hilang',), ('gelap',)]"
"['bagus', 'baik', 'bug', 'begitu', 'bug', 'langsung', 'rusak', 'mantap']","[('bagus',), ('baik',), ('bug',), ('begitu',), ('bug',), ('langsung',), ('rusak',), ('mantap',)]"
"['dongo', 'kadang', 'susah', 'swap', 'akun']","[('dongo',), ('kadang',), ('susah',), ('swap',), ('akun',)]"
"['pliss', 'selalu', 'update', 'moga', 'rezeki', 'lancar', 'amin']","[('pliss',), ('selalu',), ('update',), ('moga',), ('rezeki',), ('lancar',), ('amin',)]"
"['masa', 'kalah', 'baru', 'update', 'kalah', 'line', 'gimana', 'exp', 'bosen', 'ken', 'leni', 'lain', 'gimana', 'buruk', 'gimana']","[('masa',), ('kalah',), ('baru',), ('update',), ('kalah',), ('line',), ('gimana',), ('exp',), ('bosen',), ('ken',), ('leni',), ('lain',), ('gimana',), ('buruk',), ('gimana',)]"
"['update', 'makin', 'jelek', 'loading', 'lama', 'full', 'draft', 'lag', 'malas', 'ngepush', 'tolong', 'baik']","[('update',), ('makin',), ('jelek',), ('loading',), ('lama',), ('full',), ('draft',), ('lag',), ('malas',), ('ngepush',), ('tolong',), ('baik',)]"
['buruk'],"[('buruk',)]"
"['beri', 'lawan', 'imbang', 'tolol']","[('beri',), ('lawan',), ('imbang',), ('tolol',)]"
"['selalu', 'jelek', 'lag', 'pernah', 'online', 'lain', 'sekarang', 'sudah', 'jelek', 'jelek', 'menit', 'mending', 'lain']","[('selalu',), ('jelek',), ('lag',), ('pernah',), ('online',), ('lain',), ('sekarang',), ('sudah',), ('jelek',), ('jelek',), ('menit',), ('mending',), ('lain',)]"
"['sekarang', 'seru', 'hampir', 'stres', 'gara', 'gara', 'gimana', 'stres', 'menang', 'kalah', 'berkalikali', 'bahkan', 'itung', 'lose']","[('sekarang',), ('seru',), ('hampir',), ('stres',), ('gara',), ('gara',), ('gimana',), ('stres',), ('menang',), ('kalah',), ('berkalikali',), ('bahkan',), ('itung',), ('lose',)]"
"['anjeng', 'isi', 'hewan', 'hewan', 'patek']","[('anjeng',), ('isi',), ('hewan',), ('hewan',), ('patek',)]"
"['makin', 'buruk', 'bagus', 'dalam', 'sinyalerah']","[('makin',), ('buruk',), ('bagus',), ('dalam',), ('sinyalerah',)]"
['mantap'],"[('mantap',)]"
"['sinyal', 'tolong', 'baik']","[('sinyal',), ('tolong',), ('baik',)]"
"['update', 'bug', 'lag', 'kgk', 'rusak', 'lol']","[('update',), ('bug',), ('lag',), ('kgk',), ('rusak',), ('lol',)]"
"['update', 'kemarin', 'makin', 'gajelas', 'lag', 'wifi', 'bagus', 'lag', 'ngekah', 'ping', 'an', 'lag', 'banget', 'ketemu', 'musuh', 'lag', 'ketemu', 'lancar', 'jangan', 'bagus', 'taoi', 'bik']","[('update',), ('kemarin',), ('makin',), ('gajelas',), ('lag',), ('wifi',), ('bagus',), ('lag',), ('ngekah',), ('ping',), ('an',), ('lag',), ('banget',), ('ketemu',), ('musuh',), ('lag',), ('ketemu',), ('lancar',), ('jangan',), ('bagus',), ('taoi',), ('bik',)]"
"['makin', 'makin', 'gajelas', 'ijo', 'ngelegngefreze', 'bug', 'akhir', 'draft']","[('makin',), ('makin',), ('gajelas',), ('ijo',), ('ngelegngefreze',), ('bug',), ('akhir',), ('draft',)]"
['oh'],"[('oh',)]"
"['gjls', 'lag', 'bagus', 'isi', 'draksistem', 'semua']","[('gjls',), ('lag',), ('bagus',), ('isi',), ('draksistem',), ('semua',)]"
"['mkin', 'ksni', 'mkin', 'rusak', 'tu', 'server', 'ajg']","[('mkin',), ('ksni',), ('mkin',), ('rusak',), ('tu',), ('server',), ('ajg',)]"
"['plagiat', 'tolol']","[('plagiat',), ('tolol',)]"
"['bagus', 'banget']","[('bagus',), ('banget',)]"
"['lag', 'ngehe']","[('lag',), ('ngehe',)]"
"['bug', 'seta', 'update', 'baru', 'lag', 'ngelekan']","[('bug',), ('seta',), ('update',), ('baru',), ('lag',), ('ngelekan',)]"
"['tambah', 'berat', 'kentang']","[('tambah',), ('berat',), ('kentang',)]"
"['tambah', 'transfer', 'bp', 'diamond']","[('tambah',), ('transfer',), ('bp',), ('diamond',)]"
"['jangan', 'rusak', 'otak', 'jangan']","[('jangan',), ('rusak',), ('otak',), ('jangan',)]"
"['anjur', 'suka', 'lag', 'jangan', 'instal', 'sedikit']","[('anjur',), ('suka',), ('lag',), ('jangan',), ('instal',), ('sedikit',)]"
['ngotak'],"[('ngotak',)]"
"['ex', 'glory', 'bahkan', 'gapernah', 'musik']","[('ex',), ('glory',), ('bahkan',), ('gapernah',), ('musik',)]"
['stres'],"[('stres',)]"
"['gila', 'muak', 'ditrol', 'publik', 'dongo', 'jung', 'tb', 'neh', 'mending', 'jung', 'assassin']","[('gila',), ('muak',), ('ditrol',), ('publik',), ('dongo',), ('jung',), ('tb',), ('neh',), ('mending',), ('jung',), ('assassin',)]"
"['beri', 'gapernah', 'beres', 'usang']","[('beri',), ('gapernah',), ('beres',), ('usang',)]"
"['apasih', 'sedikit', 'sedikit', 'defeat', 'sedikit', 'sedikit', 'defeat', 'menang', 'lag', 'ping', 'merah', 'kalah', 'developer', 'asu', 'gapernah', 'benar']","[('apasih',), ('sedikit',), ('sedikit',), ('defeat',), ('sedikit',), ('sedikit',), ('defeat',), ('menang',), ('lag',), ('ping',), ('merah',), ('kalah',), ('developer',), ('asu',), ('gapernah',), ('benar',)]"
"['mana', 'sinyal', 'buruk', 'luar', 'ruang', 'ko', 'sudah', 'luar', 'tetap', 'lag', 'bulan']","[('mana',), ('sinyal',), ('buruk',), ('luar',), ('ruang',), ('ko',), ('sudah',), ('luar',), ('tetap',), ('lag',), ('bulan',)]"
"['gelap', 'dh', 'hapus']","[('gelap',), ('dh',), ('hapus',)]"
"['emosimain', 'trio', 'duomawi']","[('emosimain',), ('trio',), ('duomawi',)]"
"['systemnya', 'jelek']","[('systemnya',), ('jelek',)]"
"['sumpah', 'parah', 'benar', 'lag', 'sinyal', 'bagus', 'kuota', 'gede', 'wifi', 'kenceng', 'heran', 'sudah', 'babi', 'kesel']","[('sumpah',), ('parah',), ('benar',), ('lag',), ('sinyal',), ('bagus',), ('kuota',), ('gede',), ('wifi',), ('kenceng',), ('heran',), ('sudah',), ('babi',), ('kesel',)]"
"['paling', 'tolol', 'panjang', 'masa', 'paling', 'banyak']","[('paling',), ('tolol',), ('panjang',), ('masa',), ('paling',), ('banyak',)]"
"['report', 'langgan', 'cuma', 'tenang', 'bukan', 'tindak']","[('report',), ('langgan',), ('cuma',), ('tenang',), ('bukan',), ('tindak',)]"
"['punya', 'buka', 'akun', 'sudah', 'kait']","[('punya',), ('buka',), ('akun',), ('sudah',), ('kait',)]"
"['parah', 'sesaon', 'skrng', 'kalah', 'menang', 'lemah', 'semua', 'musuh', 'jagokompak', 'banding', 'klassic', 'parah', 'bobot', 'adil', 'jangan', 'pernah', 'donwload', 'parah', 'manusiawi', 'duo', 'ketemu', 'mushh', 'trio', 'kadang', 'duo', 'dua', 'musuh', 'sedang', 'cuma', 'satu', 'duo', 'lihat', 'buruk', 'sengaja', 'akun', 'lose', 'biar', 'susah', 'naik']","[('parah',), ('sesaon',), ('skrng',), ('kalah',), ('menang',), ('lemah',), ('semua',), ('musuh',), ('jagokompak',), ('banding',), ('klassic',), ('parah',), ('bobot',), ('adil',), ('jangan',), ('pernah',), ('donwload',), ('parah',), ('manusiawi',), ('duo',), ('ketemu',), ('mushh',), ('trio',), ('kadang',), ('duo',), ('dua',), ('musuh',), ('sedang',), ('cuma',), ('satu',), ('duo',), ('lihat',), ('buruk',), ('sengaja',), ('akun',), ('lose',), ('biar',), ('susah',), ('naik',)]"
"['gemm', 'banyak', 'gelap', 'sistemm', 'asu']","[('gemm',), ('banyak',), ('gelap',), ('sistemm',), ('asu',)]"
"['biasa', 'dalam', 'bila', 'menang', 'kenya', 'merah', 'report', 'ingat', 'afk', 'potong', 'kredit', 'skor', 'dasar', 'punya', 'atitude', 'senang', 'ujungujungnya', 'hukum', 'tuju', 'afk', 'lebih', 'kejar', 'tinggal', 'assu', 'tibatiba', 'potong', 'kredit', 'skor', 'babi']","[('biasa',), ('dalam',), ('bila',), ('menang',), ('kenya',), ('merah',), ('report',), ('ingat',), ('afk',), ('potong',), ('kredit',), ('skor',), ('dasar',), ('punya',), ('atitude',), ('senang',), ('ujungujungnya',), ('hukum',), ('tuju',), ('afk',), ('lebih',), ('kejar',), ('tinggal',), ('assu',), ('tibatiba',), ('potong',), ('kredit',), ('skor',), ('babi',)]"
"['bagus', 'dha']","[('bagus',), ('dha',)]"
"['seru', 'stres', 'stuck', 'epik']","[('seru',), ('stres',), ('stuck',), ('epik',)]"
['adil'],"[('adil',)]"
"['reapot', 'gara', 'gara', 'cheat', 'kagak', 'cheat']","[('reapot',), ('gara',), ('gara',), ('cheat',), ('kagak',), ('cheat',)]"
"['makin', 'lama', 'chet', 'makin', 'banyak', 'utama', 'cheat', 'lag']","[('makin',), ('lama',), ('chet',), ('makin',), ('banyak',), ('utama',), ('cheat',), ('lag',)]"
['bagus'],"[('bagus',)]"
"['buruk', 'mending', 'epep', 'gelap']","[('buruk',), ('mending',), ('epep',), ('gelap',)]"
"['update', 'lag', 'parah', 'lag', 'sinyal', 'bagus', 'wifi', 'tolong', 'baik', 'cepat']","[('update',), ('lag',), ('parah',), ('lag',), ('sinyal',), ('bagus',), ('wifi',), ('tolong',), ('baik',), ('cepat',)]"
"['seru', 'asik']","[('seru',), ('asik',)]"
['rusak'],"[('rusak',)]"
"['baik', 'tambah', 'lag', 'frame', 'drop', 'semenjak', 'update', 'wifidata', 'bagus']","[('baik',), ('tambah',), ('lag',), ('frame',), ('drop',), ('semenjak',), ('update',), ('wifidata',), ('bagus',)]"
"['teammatch', 'imbang', 'lh', 'kala']","[('teammatch',), ('imbang',), ('lh',), ('kala',)]"
"['tantang', 'seru', 'emosi', 'seru', 'rate', 'bintang', 'yng', 'mabar', 'nick', 'name', 'coba', 'tabak', 'siapa', 'sorry', 'namany', 'keliru', 'arigato']","[('tantang',), ('seru',), ('emosi',), ('seru',), ('rate',), ('bintang',), ('yng',), ('mabar',), ('nick',), ('name',), ('coba',), ('tabak',), ('siapa',), ('sorry',), ('namany',), ('keliru',), ('arigato',)]"
"['menang', 'kalah', 'banyak', 'ngetrol']","[('menang',), ('kalah',), ('banyak',), ('ngetrol',)]"
"['jangn', 'emosi', 'sinyal', 'bagus', 'lag', 'lag', 'parah', 'getak', 'sinyal', 'bagus', 'kuning', 'merah', 'lag']","[('jangn',), ('emosi',), ('sinyal',), ('bagus',), ('lag',), ('lag',), ('parah',), ('getak',), ('sinyal',), ('bagus',), ('kuning',), ('merah',), ('lag',)]"
"['sya', 'tdak', 'pus', 'gemes', 'tambah', 'parah', 'jarigan', 'nga', 'stabil', 'loby', 'bagus', 'merah', 'apdep', 'terlalalu', 'nga', 'jelas', 'baget']","[('sya',), ('tdak',), ('pus',), ('gemes',), ('tambah',), ('parah',), ('jarigan',), ('nga',), ('stabil',), ('loby',), ('bagus',), ('merah',), ('apdep',), ('terlalalu',), ('nga',), ('jelas',), ('baget',)]"
['mantap'],"[('mantap',)]"
"['gelap', 'gj']","[('gelap',), ('gj',)]"
"['bintang', 'naik', 'turun']","[('bintang',), ('naik',), ('turun',)]"
"['oke', 'bos']","[('oke',), ('bos',)]"
