stopwords_removed,unigrams_hok
"['engak', 'adil', 'musuh', 'terlalu', 'kuat', 'jangan', 'terlalu', 'kompetitif', 'jangan', 'tiru', 'terlalu', 'sulit']","[('engak',), ('adil',), ('musuh',), ('terlalu',), ('kuat',), ('jangan',), ('terlalu',), ('kompetitif',), ('jangan',), ('tiru',), ('terlalu',), ('sulit',)]"
['bagus'],"[('bagus',)]"
"['terlalu', 'banyak', 'makan', 'memory', 'tolong', 'baik']","[('terlalu',), ('banyak',), ('makan',), ('memory',), ('tolong',), ('baik',)]"
"['enak', 'lagend']","[('enak',), ('lagend',)]"
"['seru', 'banget']","[('seru',), ('banget',)]"
"['sempurna', 'satu', 'males', 'ivent', 'terlalu', 'sulit', 'diam', 'ngerti', 'belum', 'liris', 'playstor', 'ivent', 'mudah', 'lama', 'lama', 'susah']","[('sempurna',), ('satu',), ('males',), ('ivent',), ('terlalu',), ('sulit',), ('diam',), ('ngerti',), ('belum',), ('liris',), ('playstor',), ('ivent',), ('mudah',), ('lama',), ('lama',), ('susah',)]"
"['bug', 'event', 'bug', 'apakah', 'nomer', 'pengaruh']","[('bug',), ('event',), ('bug',), ('apakah',), ('nomer',), ('pengaruh',)]"
['seru'],"[('seru',)]"
"['sapa', 'minimal']","[('sapa',), ('minimal',)]"
"['bgus', 'bangett']","[('bgus',), ('bangett',)]"
"['bagus', 'kalah', 'bagus', 'lain', 'lama', 'banget', 'clasik', 'kadang', 'lama', 'tolong', 'baik']","[('bagus',), ('kalah',), ('bagus',), ('lain',), ('lama',), ('banget',), ('clasik',), ('kadang',), ('lama',), ('tolong',), ('baik',)]"
"['hey', 'timi', 'tolong', 'revamp', 'nezha', 'mirip', 'nezha', 'donghua', 'biar', 'keren']","[('hey',), ('timi',), ('tolong',), ('revamp',), ('nezha',), ('mirip',), ('nezha',), ('donghua',), ('biar',), ('keren',)]"
"['jeleg', 'banget']","[('jeleg',), ('banget',)]"
['yes'],"[('yes',)]"
"['terlalu', 'lama']","[('terlalu',), ('lama',)]"
"['seru', 'banyak']","[('seru',), ('banyak',)]"
"['agak', 'berat', 'mungkin', 'kentang']","[('agak',), ('berat',), ('mungkin',), ('kentang',)]"
"['loading', 'stack']","[('loading',), ('stack',)]"
['niru'],"[('niru',)]"
"['bintang', 'lima']","[('bintang',), ('lima',)]"
['baik'],"[('baik',)]"
"['copy', 'paste']","[('copy',), ('paste',)]"
"['copy', 'legends']","[('copy',), ('legends',)]"
"['bagus', 'bngt', 'weh', 'wajib', 'weh']","[('bagus',), ('bngt',), ('weh',), ('wajib',), ('weh',)]"
"['bagus', 'ubah', 'nyata', 'lama', 'engkau', 'bahagia']","[('bagus',), ('ubah',), ('nyata',), ('lama',), ('engkau',), ('bahagia',)]"
"['lebih', 'enak', 'bintang', 'banyak', 'angela', 'mage', 'susah', 'cuma', 'bintang', 'mobule', 'banyak', 'gelap', 'stuck', 'epic', 'banyak', 'bintang', 'naik', 'hampir', 'mirip']","[('lebih',), ('enak',), ('bintang',), ('banyak',), ('angela',), ('mage',), ('susah',), ('cuma',), ('bintang',), ('mobule',), ('banyak',), ('gelap',), ('stuck',), ('epic',), ('banyak',), ('bintang',), ('naik',), ('hampir',), ('mirip',)]"
['bagus'],"[('bagus',)]"
"['keren', 'bngt']","[('keren',), ('bngt',)]"
['good'],"[('good',)]"
"['naik', 'pitam', 'tolong', 'baik', 'offline', 'bot', 'terlalu', 'buruk']","[('naik',), ('pitam',), ('tolong',), ('baik',), ('offline',), ('bot',), ('terlalu',), ('buruk',)]"
"['minimal', 'coba', 'banyak', 'banyakin', 'tutorial', 'kenal', 'skill', 'youtube', 'btw', 'donwload', 'hoknya', 'youtube', 'tutorial', 'skill', 'ultimate', 'donghuaang', 'penghianat', 'teman']","[('minimal',), ('coba',), ('banyak',), ('banyakin',), ('tutorial',), ('kenal',), ('skill',), ('youtube',), ('btw',), ('donwload',), ('hoknya',), ('youtube',), ('tutorial',), ('skill',), ('ultimate',), ('donghuaang',), ('penghianat',), ('teman',)]"
"['top', 'up', 'token', 'batas', 'hadiah', 'masuk', 'payah']","[('top',), ('up',), ('token',), ('batas',), ('hadiah',), ('masuk',), ('payah',)]"
"['servernya', 'dibaikin']","[('servernya',), ('dibaikin',)]"
"['sungguh', 'kecewa', 'lag', 'parah']","[('sungguh',), ('kecewa',), ('lag',), ('parah',)]"
"['bagus', 'imbang', 'melulu', 'lawan']","[('bagus',), ('imbang',), ('melulu',), ('lawan',)]"
"['kerenn', 'efek']","[('kerenn',), ('efek',)]"
"['juluk', 'kampung']","[('juluk',), ('kampung',)]"
"['buruk', 'anjikk', 'rusak', 'rugi', 'pukimak']","[('buruk',), ('anjikk',), ('rusak',), ('rugi',), ('pukimak',)]"
"['baik', 'nilai', 'hadap', 'jungle', 'selalu', 'adil', 'sia', 'nyiakan', 'usaha', 'jalan', 'wave', 'split', 'push', 'objektif', 'lain']","[('baik',), ('nilai',), ('hadap',), ('jungle',), ('selalu',), ('adil',), ('sia',), ('nyiakan',), ('usaha',), ('jalan',), ('wave',), ('split',), ('push',), ('objektif',), ('lain',)]"
"['macth', 'belum', 'platinum', 'star', 'turun', 'platinum', 'star']","[('macth',), ('belum',), ('platinum',), ('star',), ('turun',), ('platinum',), ('star',)]"
"['bisah', 'masalah', 'bagus']","[('bisah',), ('masalah',), ('bagus',)]"
"['bgus', 'dn', 'seru']","[('bgus',), ('dn',), ('seru',)]"
['tiru'],"[('tiru',)]"
"['makin', 'susah']","[('makin',), ('susah',)]"
['gaje'],"[('gaje',)]"
['bagus'],"[('bagus',)]"
['ngebosenin'],"[('ngebosenin',)]"
"['lebih', 'baik']","[('lebih',), ('baik',)]"
[],[]
"['mentang', 'mainland', 'kebal', 'report', 'jg', 'adil', 'sorry', 'say', 'benah', 'otw', 'uninstall']","[('mentang',), ('mainland',), ('kebal',), ('report',), ('jg',), ('adil',), ('sorry',), ('say',), ('benah',), ('otw',), ('uninstall',)]"
"['sampah', 'rekomend', 'manis', 'sudah', 'biasa', 'pasti', 'stres', 'ketemu', 'ph', 'indo', 'nyamar', 'sepuh', 'china', 'pokok', 'stres', 'lebih', 'dalam', 'inti', 'jangan', 'gamau', 'stres']","[('sampah',), ('rekomend',), ('manis',), ('sudah',), ('biasa',), ('pasti',), ('stres',), ('ketemu',), ('ph',), ('indo',), ('nyamar',), ('sepuh',), ('china',), ('pokok',), ('stres',), ('lebih',), ('dalam',), ('inti',), ('jangan',), ('gamau',), ('stres',)]"
"['kira', 'rating', 'nyata', 'bukan']","[('kira',), ('rating',), ('nyata',), ('bukan',)]"
"['belum', 'sudah', 'lama', 'baru', 'comeback', 'cek', 'skin', 'dunhuang', 'encounter', 'yaria', 'hilang', 'ingat', 'pernah', 'skin', 'tolong', 'kasi', 'skin', 'dunhuang', 'encounter']","[('belum',), ('sudah',), ('lama',), ('baru',), ('comeback',), ('cek',), ('skin',), ('dunhuang',), ('encounter',), ('yaria',), ('hilang',), ('ingat',), ('pernah',), ('skin',), ('tolong',), ('kasi',), ('skin',), ('dunhuang',), ('encounter',)]"
"['ad', 'isekai']","[('ad',), ('isekai',)]"
"['minimal', 'pakek', 'facebook']","[('minimal',), ('pakek',), ('facebook',)]"
"['really', 'really', 'like', 'it', 'graphics', 'are', 'detailed', 'and', 'action', 'varied']","[('really',), ('really',), ('like',), ('it',), ('graphics',), ('are',), ('detailed',), ('and',), ('action',), ('varied',)]"
"['event', 'diulangulang', 'event', 'koin', 'skin', 'gratis', 'terlalu', 'sulit', 'hal', 'gampang', 'sengaja', 'susah', 'gacha', 'buruk', 'worth', 'it', 'keluar', 'duit']","[('event',), ('diulangulang',), ('event',), ('koin',), ('skin',), ('gratis',), ('terlalu',), ('sulit',), ('hal',), ('gampang',), ('sengaja',), ('susah',), ('gacha',), ('buruk',), ('worth',), ('it',), ('keluar',), ('duit',)]"
"['keren', 'grafik', 'bagus', 'dll']","[('keren',), ('grafik',), ('bagus',), ('dll',)]"
['bagus'],"[('bagus',)]"
"['el', 'copy']","[('el',), ('copy',)]"
"['anj', 'imbang']","[('anj',), ('imbang',)]"
"['server', 'tolong', 'baik', 'jangan', 'cuma', 'skin', 'bagusin', 'lepas', 'servernya', 'busuk', 'bagus']","[('server',), ('tolong',), ('baik',), ('jangan',), ('cuma',), ('skin',), ('bagusin',), ('lepas',), ('servernya',), ('busuk',), ('bagus',)]"
"['seru', 'banget', 'enak']","[('seru',), ('banget',), ('enak',)]"
"['lumayan', 'tower', 'merah', 'musuh', 'sakit', 'banget', 'tolong', 'baik']","[('lumayan',), ('tower',), ('merah',), ('musuh',), ('sakit',), ('banget',), ('tolong',), ('baik',)]"
"['mantap', 'gan']","[('mantap',), ('gan',)]"
"['banget', 'banget', 'sukaa', 'maupun', 'kalah', 'menang', 'bintang', 'selalu', 'naik', 'jujur', 'seruu', 'banget', 'bugnya', 'sinyal', 'sinyal', 'bagus', 'digame', 'sinyal', 'merahkuning', 'aneh', 'moga', 'delevovernya', 'btw', 'mula', 'cocukk', 'banget', 'digame', 'oke', 'sekian', 'gaji']","[('banget',), ('banget',), ('sukaa',), ('maupun',), ('kalah',), ('menang',), ('bintang',), ('selalu',), ('naik',), ('jujur',), ('seruu',), ('banget',), ('bugnya',), ('sinyal',), ('sinyal',), ('bagus',), ('digame',), ('sinyal',), ('merahkuning',), ('aneh',), ('moga',), ('delevovernya',), ('btw',), ('mula',), ('cocukk',), ('banget',), ('digame',), ('oke',), ('sekian',), ('gaji',)]"
"['animasi', 'kelas', 'ribu', 'top', 'up']","[('animasi',), ('kelas',), ('ribu',), ('top',), ('up',)]"
['suka'],"[('suka',)]"
"['bagus', 'kalah', 'skin', 'mahal', 'hibur', 'kalah', 'niru']","[('bagus',), ('kalah',), ('skin',), ('mahal',), ('hibur',), ('kalah',), ('niru',)]"
"['sudah', 'bagus', 'tolong', 'cepat', 'dalam', 'cari', 'playernya', 'lebih', 'imbang', 'satu', 'masa', 'tolong', 'rangin', 'pemakain', 'gb', 'kesi', 'yng', 'lain']","[('sudah',), ('bagus',), ('tolong',), ('cepat',), ('dalam',), ('cari',), ('playernya',), ('lebih',), ('imbang',), ('satu',), ('masa',), ('tolong',), ('rangin',), ('pemakain',), ('gb',), ('kesi',), ('yng',), ('lain',)]"
"['kapan', 'skin', 'zhuanzi', 'domba', 'rilis', 'global']","[('kapan',), ('skin',), ('zhuanzi',), ('domba',), ('rilis',), ('global',)]"
"['level', 'infinite', 'developer', 'harga', 'report', 'baru', 'pribadi', 'tier', 'granmaster', 'lebih', 'ketat', 'langgar', 'hitung', 'detik', 'kalah', 'langgar', 'bayar', 'salah']","[('level',), ('infinite',), ('developer',), ('harga',), ('report',), ('baru',), ('pribadi',), ('tier',), ('granmaster',), ('lebih',), ('ketat',), ('langgar',), ('hitung',), ('detik',), ('kalah',), ('langgar',), ('bayar',), ('salah',)]"
"['jangan', 'salah', 'kooperatif', 'teammate', 'sesuai', 'skill', 'selaku', 'seringkali', 'teammate', 'sesuai', 'kecewa', 'ikut', 'atur', 'rating', 'bintang', 'sampai', 'develop', 'perhati', 'keluh', 'bagai', 'selain', 'minim', 'kembang', 'pesat', 'monoton', 'adept']","[('jangan',), ('salah',), ('kooperatif',), ('teammate',), ('sesuai',), ('skill',), ('selaku',), ('seringkali',), ('teammate',), ('sesuai',), ('kecewa',), ('ikut',), ('atur',), ('rating',), ('bintang',), ('sampai',), ('develop',), ('perhati',), ('keluh',), ('bagai',), ('selain',), ('minim',), ('kembang',), ('pesat',), ('monoton',), ('adept',)]"
"['baik', 'baru', 'mantap', 'tolong', 'masa', 'komplain', 'pass', 'saran', 'level', 'sampai', 'dapetin', 'full', 'hadiah', 'banyak', 'bahkan', 'cerah', 'banyak', 'sedia', 'lain', 'contoh', 'sekarang', 'banyak', 'ngikutin', 'pilih', 'gelar', 'bahkan', 'custom', 'tombol', 'skin']","[('baik',), ('baru',), ('mantap',), ('tolong',), ('masa',), ('komplain',), ('pass',), ('saran',), ('level',), ('sampai',), ('dapetin',), ('full',), ('hadiah',), ('banyak',), ('bahkan',), ('cerah',), ('banyak',), ('sedia',), ('lain',), ('contoh',), ('sekarang',), ('banyak',), ('ngikutin',), ('pilih',), ('gelar',), ('bahkan',), ('custom',), ('tombol',), ('skin',)]"
"['kurang', 'optimalisasi']","[('kurang',), ('optimalisasi',)]"
"['loving', 'this', 'sm']","[('loving',), ('this',), ('sm',)]"
"['bagus', 'banget', 'sy', 'suka']","[('bagus',), ('banget',), ('sy',), ('suka',)]"
"['buruk', 'baik', 'sinyal', 'dongo', 'sinyal', 'jelek', 'sudah', 'heran', 'sinyal', 'wifi', 'bagus']","[('buruk',), ('baik',), ('sinyal',), ('dongo',), ('sinyal',), ('jelek',), ('sudah',), ('heran',), ('sinyal',), ('wifi',), ('bagus',)]"
"['cocok', 'mula', 'mabar', 'saudara', 'teman']","[('cocok',), ('mula',), ('mabar',), ('saudara',), ('teman',)]"
"['bagus', 'keren', 'cuma', 'item', 'erti', 'tolong', 'jelas', 'jelek', 'malas', 'kenapa', 'selalu', 'turun', 'baru', 'paling', 'malas', 'begini']","[('bagus',), ('keren',), ('cuma',), ('item',), ('erti',), ('tolong',), ('jelas',), ('jelek',), ('malas',), ('kenapa',), ('selalu',), ('turun',), ('baru',), ('paling',), ('malas',), ('begini',)]"
"['mantap', 'pol', 'zuka']","[('mantap',), ('pol',), ('zuka',)]"
"['suka', 'bgtt', 'seru', 'mainin', 'bosen']","[('suka',), ('bgtt',), ('seru',), ('mainin',), ('bosen',)]"
"['terlalu', 'sepi', 'jarang', 'ketemu', 'serius', 'banyakab', 'ketemu', 'bot', 'harap', 'lebih', 'ramai', 'gabung', 'chinainggris', 'mohon', 'erti', 'terimakasih']","[('terlalu',), ('sepi',), ('jarang',), ('ketemu',), ('serius',), ('banyakab',), ('ketemu',), ('bot',), ('harap',), ('lebih',), ('ramai',), ('gabung',), ('chinainggris',), ('mohon',), ('erti',), ('terimakasih',)]"
"['pls', 'sekarang', 'ramah', 'storage']","[('pls',), ('sekarang',), ('ramah',), ('storage',)]"
"['loding', 'lama']","[('loding',), ('lama',)]"
['elok'],"[('elok',)]"
"['makin', 'susah', 'anjir', 'batas', 'ful', 'susah', 'tencen', 'kikir', 'benar', 'bayak', 'gelap', 'saran', 'baik', 'lag', 'gelap', 'tin', 'even', 'keluarin', 'kikir', 'amat', 'doak']","[('makin',), ('susah',), ('anjir',), ('batas',), ('ful',), ('susah',), ('tencen',), ('kikir',), ('benar',), ('bayak',), ('gelap',), ('saran',), ('baik',), ('lag',), ('gelap',), ('tin',), ('even',), ('keluarin',), ('kikir',), ('amat',), ('doak',)]"
"['gamee', 'amat', 'bagus', 'banding', 'cipta', 'moontod']","[('gamee',), ('amat',), ('bagus',), ('banding',), ('cipta',), ('moontod',)]"
"['kont', 'event', 'benar', 'ngent', 'sudah', 'undang', 'baru', 'jatoh', 'kartuu', 'jembutt']","[('kont',), ('event',), ('benar',), ('ngent',), ('sudah',), ('undang',), ('baru',), ('jatoh',), ('kartuu',), ('jembutt',)]"
"['bagus', 'mes', 'mw', 'nyambung', 'server', 'lama']","[('bagus',), ('mes',), ('mw',), ('nyambung',), ('server',), ('lama',)]"
"['lebih', 'baik', 'ai', 'hapus', 'guna', 'komplain', 'anomali', 'feeder', 'lolosin', 'afk', 'lolosin', 'anomali', 'lolosin', 'ai', 'guna', 'tolol']","[('lebih',), ('baik',), ('ai',), ('hapus',), ('guna',), ('komplain',), ('anomali',), ('feeder',), ('lolosin',), ('afk',), ('lolosin',), ('anomali',), ('lolosin',), ('ai',), ('guna',), ('tolol',)]"
"['bagus', 'klik', 'random', 'biar', 'asah', 'skill', 'semua']","[('bagus',), ('klik',), ('random',), ('biar',), ('asah',), ('skill',), ('semua',)]"
"['developer', 'plinplan', 'baru', 'indonesia', 'buatin', 'skill', 'baru', 'tungguin', 'undur', 'sekarang', 'kabar', 'wadah', 'china', 'gitu', 'usah', 'gembar', 'gembor', 'asal', 'indonesia', 'kocak']","[('developer',), ('plinplan',), ('baru',), ('indonesia',), ('buatin',), ('skill',), ('baru',), ('tungguin',), ('undur',), ('sekarang',), ('kabar',), ('wadah',), ('china',), ('gitu',), ('usah',), ('gembar',), ('gembor',), ('asal',), ('indonesia',), ('kocak',)]"
['seru'],"[('seru',)]"
"['tolong', 'balikin', 'kredit', 'score', 'masalah', 'jangan', 'lag', 'tolong', 'balikin', 'kredit', 'score']","[('tolong',), ('balikin',), ('kredit',), ('score',), ('masalah',), ('jangan',), ('lag',), ('tolong',), ('balikin',), ('kredit',), ('score',)]"
"['laku', 'selalu', 'afk', 'tolol']","[('laku',), ('selalu',), ('afk',), ('tolol',)]"
"['banyak', 'gift']","[('banyak',), ('gift',)]"
"['udahlah', 'jelek', 'ikutin', 'mending']","[('udahlah',), ('jelek',), ('ikutin',), ('mending',)]"
"['lov', 'you', 'pdhal', 'gratis', 'devnya', 'baik', 'hati', 'skin', 'gratistrus', 'gacha', 'wangy', 'pokok', 'baik', 'moga', 'rame']","[('lov',), ('you',), ('pdhal',), ('gratis',), ('devnya',), ('baik',), ('hati',), ('skin',), ('gratistrus',), ('gacha',), ('wangy',), ('pokok',), ('baik',), ('moga',), ('rame',)]"
"['bagus', 'mula', 'jagok', 'skin', 'gratis', 'banyak', 'update', 'seru', 'bagus', 'buah', 'semangka', 'buah', 'kedondong', 'belum', 'downloaddongpantun', 'gitu']","[('bagus',), ('mula',), ('jagok',), ('skin',), ('gratis',), ('banyak',), ('update',), ('seru',), ('bagus',), ('buah',), ('semangka',), ('buah',), ('kedondong',), ('belum',), ('downloaddongpantun',), ('gitu',)]"
['mantap'],"[('mantap',)]"
"['bagus', 'banget']","[('bagus',), ('banget',)]"
"['hukum', 'guna', 'guna', 'jungle', 'mid', 'kurang', 'kredit', 'skor', 'minimal']","[('hukum',), ('guna',), ('guna',), ('jungle',), ('mid',), ('kurang',), ('kredit',), ('skor',), ('minimal',)]"
"['aplikasi', 'bagus']","[('aplikasi',), ('bagus',)]"
['mantab'],"[('mantab',)]"
"['lag', 'bagus', 'dengerin', 'musik', 'online', 'lancaraja', 'merah', 'ubah', 'parah', 'banget', 'sihh', 'mohon', 'baik']","[('lag',), ('bagus',), ('dengerin',), ('musik',), ('online',), ('lancaraja',), ('merah',), ('ubah',), ('parah',), ('banget',), ('sihh',), ('mohon',), ('baik',)]"
"['bagus', 'mantap']","[('bagus',), ('mantap',)]"
"['machmaking', 'buruk', 'pernah', 'even', 'skin', 'gratis', 'adil', 'baru', 'lama', 'sampah']","[('machmaking',), ('buruk',), ('pernah',), ('even',), ('skin',), ('gratis',), ('adil',), ('baru',), ('lama',), ('sampah',)]"
['joz'],"[('joz',)]"
['darksistem'],"[('darksistem',)]"
"['bagus', 'banget']","[('bagus',), ('banget',)]"
"['lot', 'skali']","[('lot',), ('skali',)]"
"['bug', 'event', 'suruh', 'ulang']","[('bug',), ('event',), ('suruh',), ('ulang',)]"
['gacor'],"[('gacor',)]"
"['semua', 'masa', 'skin', 'sungguh', 'kecewa', 'beberapa']","[('semua',), ('masa',), ('skin',), ('sungguh',), ('kecewa',), ('beberapa',)]"
['oke'],"[('oke',)]"
"['lama', 'dowlod', 'apdet', 'ples', 'grafik']","[('lama',), ('dowlod',), ('apdet',), ('ples',), ('grafik',)]"
"['belum', 'beri', 'ulas', 'mana', 'rekan', 'se', 'bot', 'musuh', 'asli', 'mohon', 'baik', 'relevan', 'top', 'tier', 'sedang', 'master', 'ii', 'harap', 'baik', 'sebut', 'terimakasih']","[('belum',), ('beri',), ('ulas',), ('mana',), ('rekan',), ('se',), ('bot',), ('musuh',), ('asli',), ('mohon',), ('baik',), ('relevan',), ('top',), ('tier',), ('sedang',), ('master',), ('ii',), ('harap',), ('baik',), ('sebut',), ('terimakasih',)]"
"['gaada', 'ide', 'lain', 'niru']","[('gaada',), ('ide',), ('lain',), ('niru',)]"
"['iki', 'rek', 'mirip', 'bjirr']","[('iki',), ('rek',), ('mirip',), ('bjirr',)]"
"['cocok', 'keren', 'tanggal', 'jangan', 'arti', 'buah', 'alas', 'paling', 'enak', 'banget', 'dia', 'paling', 'enak', 'ikut', 'ikut', 'keren', 'ikut', 'sukses', 'pasang', 'siapa', 'kesel']","[('cocok',), ('keren',), ('tanggal',), ('jangan',), ('arti',), ('buah',), ('alas',), ('paling',), ('enak',), ('banget',), ('dia',), ('paling',), ('enak',), ('ikut',), ('ikut',), ('keren',), ('ikut',), ('sukses',), ('pasang',), ('siapa',), ('kesel',)]"
"['efek', 'visual', 'skin', 'bagus', 'banding', 'kelas', 'skin', 'epic', 'efek', 'tebal', 'jelas', 'banget', 'baik', 'tambah', 'banyak', 'skin', 'free', 'suka', 'skin', 'bruce', 'lee']","[('efek',), ('visual',), ('skin',), ('bagus',), ('banding',), ('kelas',), ('skin',), ('epic',), ('efek',), ('tebal',), ('jelas',), ('banget',), ('baik',), ('tambah',), ('banyak',), ('skin',), ('free',), ('suka',), ('skin',), ('bruce',), ('lee',)]"
"['competitive', 'themed', 'but', 'lots', 'bot', 'and', 'unfair', 'anomalies', 'it', 'just', 'make', 'this', 'not', 'competitive', 'and', 'remove', 'all', 'tournaments']","[('competitive',), ('themed',), ('but',), ('lots',), ('bot',), ('and',), ('unfair',), ('anomalies',), ('it',), ('just',), ('make',), ('this',), ('not',), ('competitive',), ('and',), ('remove',), ('all',), ('tournaments',)]"
"['servernya', 'tolong', 'masa', 'situ', 'beri', 'sinyal', 'merah', 'suruh', 'baik', 'paket', 'full', 'banyak', 'sinyal', 'full', 'coba', 'please', 'try', 'so', 'hard']","[('servernya',), ('tolong',), ('masa',), ('situ',), ('beri',), ('sinyal',), ('merah',), ('suruh',), ('baik',), ('paket',), ('full',), ('banyak',), ('sinyal',), ('full',), ('coba',), ('please',), ('try',), ('so',), ('hard',)]"
['top'],"[('top',)]"
"['matchup', 'sampah', 'layak', 'dimainin']","[('matchup',), ('sampah',), ('layak',), ('dimainin',)]"
"['luar', 'biasa', 'buruk', 'balance', 'balance', 'selalu', 'feeder', 'report', 'benar', 'benar', 'gada', 'guna', 'teman', 'satu', 'feeder', 'ngga', 'report', 'aneh', 'banget', 'nilai', 'akhir', 'teman', 'satu', 'feeder', 'notabene', 'nilai', 'otamatis', 'report', 'hadeuh', 'jangan', 'nilai', 'feeder', 'b', 'sekalipun', 'belum', 'tentu', 'report', 'benar', 'benar', 'aneh']","[('luar',), ('biasa',), ('buruk',), ('balance',), ('balance',), ('selalu',), ('feeder',), ('report',), ('benar',), ('benar',), ('gada',), ('guna',), ('teman',), ('satu',), ('feeder',), ('ngga',), ('report',), ('aneh',), ('banget',), ('nilai',), ('akhir',), ('teman',), ('satu',), ('feeder',), ('notabene',), ('nilai',), ('otamatis',), ('report',), ('hadeuh',), ('jangan',), ('nilai',), ('feeder',), ('b',), ('sekalipun',), ('belum',), ('tentu',), ('report',), ('benar',), ('benar',), ('aneh',)]"
"['update', 'baru', 'stuck', 'baru', 'detik', 'belum', 'pasuk', 'selesai', 'kenapa', 'begitu', 'stabil', 'lain', 'tolong', 'segera', 'baik']","[('update',), ('baru',), ('stuck',), ('baru',), ('detik',), ('belum',), ('pasuk',), ('selesai',), ('kenapa',), ('begitu',), ('stabil',), ('lain',), ('tolong',), ('segera',), ('baik',)]"
"['guardian', 'minimal', 'jago', 'lawan', 'jago']","[('guardian',), ('minimal',), ('jago',), ('lawan',), ('jago',)]"
['oke'],"[('oke',)]"
['kren'],"[('kren',)]"
['like'],"[('like',)]"
"['bagus', 'suka', 'lucu', 'lucu', 'banget', 'dowllod', 'sia', 'sia', 'dehh', 'jangan', 'bawa', 'emosi', 'kalah', 'hehehe']","[('bagus',), ('suka',), ('lucu',), ('lucu',), ('banget',), ('dowllod',), ('sia',), ('sia',), ('dehh',), ('jangan',), ('bawa',), ('emosi',), ('kalah',), ('hehehe',)]"
"['moga', 'baik', 'pernah', 'erti', 'senang', 'para', 'unik', 'cute', 'sexy', 'poko', 'jangan', 'sampai', 'bosan']","[('moga',), ('baik',), ('pernah',), ('erti',), ('senang',), ('para',), ('unik',), ('cute',), ('sexy',), ('poko',), ('jangan',), ('sampai',), ('bosan',)]"
"['cuh', 'haram', 'makin', 'lama', 'makin', 'aneh', 'satuin', 'bayi', 'baru', 'lahir', 'ajg']","[('cuh',), ('haram',), ('makin',), ('lama',), ('makin',), ('aneh',), ('satuin',), ('bayi',), ('baru',), ('lahir',), ('ajg',)]"
"['bguss', 'nyaa']","[('bguss',), ('nyaa',)]"
"['wahai', 'developer', 'hormat', 'cinta', 'mohon', 'bug', 'crastuck', 'tekan', 'menu', 'profil', 'mulai', 'tanding', 'selesai', 'tanding', 'mohon', 'segera', 'baik', 'mohon', 'kepada', 'developer', 'bug', 'ganggu', 'tempat', 'bagus', 'lo', 'dukung', 'sudah', 'report', 'masalah', 'menu', 'hubung', 'lo', 'belum', 'selesai']","[('wahai',), ('developer',), ('hormat',), ('cinta',), ('mohon',), ('bug',), ('crastuck',), ('tekan',), ('menu',), ('profil',), ('mulai',), ('tanding',), ('selesai',), ('tanding',), ('mohon',), ('segera',), ('baik',), ('mohon',), ('kepada',), ('developer',), ('bug',), ('ganggu',), ('tempat',), ('bagus',), ('lo',), ('dukung',), ('sudah',), ('report',), ('masalah',), ('menu',), ('hubung',), ('lo',), ('belum',), ('selesai',)]"
"['minimal', 'kenapa', 'capai', 'digoogle', 'play']","[('minimal',), ('kenapa',), ('capai',), ('digoogle',), ('play',)]"
"['ancur', 'ngetrol', 'kena', 'sanksi']","[('ancur',), ('ngetrol',), ('kena',), ('sanksi',)]"
"['parah', 'grandmaster', 'gelap', 'sampai', 'star', 'naik', 'turun', 'muluk', 'lawan', 'bagus', 'sendiri', 'bagus', 'imbang']","[('parah',), ('grandmaster',), ('gelap',), ('sampai',), ('star',), ('naik',), ('turun',), ('muluk',), ('lawan',), ('bagus',), ('sendiri',), ('bagus',), ('imbang',)]"
"['tarik', 'filter', 'sedikit', 'banyak', 'gelap', 'negara', 'laen', 'susah', 'maennya']","[('tarik',), ('filter',), ('sedikit',), ('banyak',), ('gelap',), ('negara',), ('laen',), ('susah',), ('maennya',)]"
"['bintang', 'bagus', 'skin', 'gratis', 'epic', 'beberapa', 'bug', 'alami', 'ranked', 'mvp', 'poin', 'kill', 'mati', 'asist', 'dapetnya', 'tolong', 'baik', 'terimakasih']","[('bintang',), ('bagus',), ('skin',), ('gratis',), ('epic',), ('beberapa',), ('bug',), ('alami',), ('ranked',), ('mvp',), ('poin',), ('kill',), ('mati',), ('asist',), ('dapetnya',), ('tolong',), ('baik',), ('terimakasih',)]"
"['grafik', 'oke', 'bangett', 'lawan', 'kdg', 'imbang', 'smaa', 'sendiri', 'kdg', 'agak', 'lag', 'sedikit', 'lumayan', 'besar', 'overall']","[('grafik',), ('oke',), ('bangett',), ('lawan',), ('kdg',), ('imbang',), ('smaa',), ('sendiri',), ('kdg',), ('agak',), ('lag',), ('sedikit',), ('lumayan',), ('besar',), ('overall',)]"
"['kurang', 'lawan', 'padan', 'sinyal', 'bagus', 'jelek', 'mohon', 'baik', 'sudah', 'habis', 'paket', 'demi', 'kecewa']","[('kurang',), ('lawan',), ('padan',), ('sinyal',), ('bagus',), ('jelek',), ('mohon',), ('baik',), ('sudah',), ('habis',), ('paket',), ('demi',), ('kecewa',)]"
[],[]
"['suka', 'lama', 'banget', 'tolong', 'rusak', 'bukan', 'sinyal', 'eror', 'benar', 'suka', 'gitu']","[('suka',), ('lama',), ('banget',), ('tolong',), ('rusak',), ('bukan',), ('sinyal',), ('eror',), ('benar',), ('suka',), ('gitu',)]"
"['sempurna', 'senang']","[('sempurna',), ('senang',)]"
