stopwords_removed,bigrams_hok
[],[]
"['tolong', 'jangan', 'macet']","[('tolong', 'jangan'), ('jangan', 'macet')]"
['mantap'],[]
"['minimal', 'khusus', 'servernya', 'indonesia', 'bareng', 'server', 'luar', 'lag', 'walaupun', 'sudah', 'sinyal', 'wifi', 'live', 'tiktok', 'ganggu', 'banget']","[('minimal', 'khusus'), ('khusus', 'servernya'), ('servernya', 'indonesia'), ('indonesia', 'bareng'), ('bareng', 'server'), ('server', 'luar'), ('luar', 'lag'), ('lag', 'walaupun'), ('walaupun', 'sudah'), ('sudah', 'sinyal'), ('sinyal', 'wifi'), ('wifi', 'live'), ('live', 'tiktok'), ('tiktok', 'ganggu'), ('ganggu', 'banget')]"
"['gwa', 'uninstall', 'kendala', 'kagak', 'punya', 'skin', 'bagus', 'favorit', 'gwa', 'kong', 'ming', 'sek', 'mahal', 'semua', 'parah']","[('gwa', 'uninstall'), ('uninstall', 'kendala'), ('kendala', 'kagak'), ('kagak', 'punya'), ('punya', 'skin'), ('skin', 'bagus'), ('bagus', 'favorit'), ('favorit', 'gwa'), ('gwa', 'kong'), ('kong', 'ming'), ('ming', 'sek'), ('sek', 'mahal'), ('mahal', 'semua'), ('semua', 'parah')]"
"['makin', 'sedikit', 'kak', 'gitu', 'gajelas', 'lag', 'benci', 'copy', 'maaf']","[('makin', 'sedikit'), ('sedikit', 'kak'), ('kak', 'gitu'), ('gitu', 'gajelas'), ('gajelas', 'lag'), ('lag', 'benci'), ('benci', 'copy'), ('copy', 'maaf')]"
['god'],[]
"['gameplaynya', 'jelek', 'beri', 'bot', 'kompak', 'gold', 'susah', 'teman', 'justru', 'beri', 'bot', 'semua', 'laku', 'feeding', 'pihak', 'kembang', 'busuk', 'sudah', 'disetting', 'demikian', 'rupa', 'pihak', 'kembang', 'utk', 'sulit', 'bagi', 'baru', 'maka', 'saran', 'gratis', 'ujung', 'wr', 'hancur', 'baru', 'naik', 'diamon']","[('gameplaynya', 'jelek'), ('jelek', 'beri'), ('beri', 'bot'), ('bot', 'kompak'), ('kompak', 'gold'), ('gold', 'susah'), ('susah', 'teman'), ('teman', 'justru'), ('justru', 'beri'), ('beri', 'bot'), ('bot', 'semua'), ('semua', 'laku'), ('laku', 'feeding'), ('feeding', 'pihak'), ('pihak', 'kembang'), ('kembang', 'busuk'), ('busuk', 'sudah'), ('sudah', 'disetting'), ('disetting', 'demikian'), ('demikian', 'rupa'), ('rupa', 'pihak'), ('pihak', 'kembang'), ('kembang', 'utk'), ('utk', 'sulit'), ('sulit', 'bagi'), ('bagi', 'baru'), ('baru', 'maka'), ('maka', 'saran'), ('saran', 'gratis'), ('gratis', 'ujung'), ('ujung', 'wr'), ('wr', 'hancur'), ('hancur', 'baru'), ('baru', 'naik'), ('naik', 'diamon')]"
"['matching', 'busuk', 'baru', 'naik', 'gm', 'musuh', 'epic', 'duo', 'bucin', 'beban', 'lower', 'kadang', 'platinum', 'masuk', 'musuh', 'isi', 'upper', 'party', 'musuh', 'upper', 'protes', 'dukung', 'sesuai', 'matching', 'gimana', 'nambah', 'bintang', 'matchingnya', 'gitu', 'cuma', 'naik', 'turun', 'master', 'gm', 'makin', 'lama', 'makin', 'gajelas', 'matching']","[('matching', 'busuk'), ('busuk', 'baru'), ('baru', 'naik'), ('naik', 'gm'), ('gm', 'musuh'), ('musuh', 'epic'), ('epic', 'duo'), ('duo', 'bucin'), ('bucin', 'beban'), ('beban', 'lower'), ('lower', 'kadang'), ('kadang', 'platinum'), ('platinum', 'masuk'), ('masuk', 'musuh'), ('musuh', 'isi'), ('isi', 'upper'), ('upper', 'party'), ('party', 'musuh'), ('musuh', 'upper'), ('upper', 'protes'), ('protes', 'dukung'), ('dukung', 'sesuai'), ('sesuai', 'matching'), ('matching', 'gimana'), ('gimana', 'nambah'), ('nambah', 'bintang'), ('bintang', 'matchingnya'), ('matchingnya', 'gitu'), ('gitu', 'cuma'), ('cuma', 'naik'), ('naik', 'turun'), ('turun', 'master'), ('master', 'gm'), ('gm', 'makin'), ('makin', 'lama'), ('lama', 'makin'), ('makin', 'gajelas'), ('gajelas', 'matching')]"
"['xxnnm', 'ko']","[('xxnnm', 'ko')]"
"['matching', 'jelek', 'prilaku', 'langgar', 'tindak', 'sus', 'kurang', 'laku', 'troling']","[('matching', 'jelek'), ('jelek', 'prilaku'), ('prilaku', 'langgar'), ('langgar', 'tindak'), ('tindak', 'sus'), ('sus', 'kurang'), ('kurang', 'laku'), ('laku', 'troling')]"
"['masuk', 'akal', 'kenapa', 'sesuai', 'tier', 'grandmaster', 'kena', 'lose', 'streak', 'sampai', 'master', 'ii', 'gara', 'gara', 'teman', 'se', 'tolol', 'minta', 'ampun', 'tier', 'grandmaster', 'teman', 'tier', 'platinum', 'maaf', 'uninstal']","[('masuk', 'akal'), ('akal', 'kenapa'), ('kenapa', 'sesuai'), ('sesuai', 'tier'), ('tier', 'grandmaster'), ('grandmaster', 'kena'), ('kena', 'lose'), ('lose', 'streak'), ('streak', 'sampai'), ('sampai', 'master'), ('master', 'ii'), ('ii', 'gara'), ('gara', 'gara'), ('gara', 'teman'), ('teman', 'se'), ('se', 'tolol'), ('tolol', 'minta'), ('minta', 'ampun'), ('ampun', 'tier'), ('tier', 'grandmaster'), ('grandmaster', 'teman'), ('teman', 'tier'), ('tier', 'platinum'), ('platinum', 'maaf'), ('maaf', 'uninstal')]"
['bagus'],[]
"['banyak', 'gelap', 'mending']","[('banyak', 'gelap'), ('gelap', 'mending')]"
"['semua', 'indah']","[('semua', 'indah')]"
"['best', 'papih']","[('best', 'papih')]"
['nicee'],[]
['mantap'],[]
"['bagus', 'blum', 'ngerti', 'item']","[('bagus', 'blum'), ('blum', 'ngerti'), ('ngerti', 'item')]"
['bagus'],[]
"['there', 'no', 'winning', 'ranked', 'games', 'it', 'went', 'from', 'because', 'was', 'given', 'trash', 'with', 'good', 'skin', 'capital', 'while', 'bad', 'skill', 'but', 'enemy', 'was', 'given', 'solid', 'compact', 'that', 'understands', 'please', 'improve', 'first', 'so', 'it', 'will', 'be', 'more', 'exciting']","[('there', 'no'), ('no', 'winning'), ('winning', 'ranked'), ('ranked', 'games'), ('games', 'it'), ('it', 'went'), ('went', 'from'), ('from', 'because'), ('because', 'was'), ('was', 'given'), ('given', 'trash'), ('trash', 'with'), ('with', 'good'), ('good', 'skin'), ('skin', 'capital'), ('capital', 'while'), ('while', 'bad'), ('bad', 'skill'), ('skill', 'but'), ('but', 'enemy'), ('enemy', 'was'), ('was', 'given'), ('given', 'solid'), ('solid', 'compact'), ('compact', 'that'), ('that', 'understands'), ('understands', 'please'), ('please', 'improve'), ('improve', 'first'), ('first', 'so'), ('so', 'it'), ('it', 'will'), ('will', 'be'), ('be', 'more'), ('more', 'exciting')]"
['bintang'],[]
"['report', 'tolol', 'afk', 'tindak', 'tegas', 'curi', 'cur', 'kena', 'report', 'gegara', 'farming', 'direcokin', 'curi', 'feeding', 'report', 'feed', 'abis', 'tolol', 'suruh', 'report', 'digame', 'tolol', 'feed', 'kirim', 'mana', 'email', 'biar', 'kirim', 'screenshot', 'babik']","[('report', 'tolol'), ('tolol', 'afk'), ('afk', 'tindak'), ('tindak', 'tegas'), ('tegas', 'curi'), ('curi', 'cur'), ('cur', 'kena'), ('kena', 'report'), ('report', 'gegara'), ('gegara', 'farming'), ('farming', 'direcokin'), ('direcokin', 'curi'), ('curi', 'feeding'), ('feeding', 'report'), ('report', 'feed'), ('feed', 'abis'), ('abis', 'tolol'), ('tolol', 'suruh'), ('suruh', 'report'), ('report', 'digame'), ('digame', 'tolol'), ('tolol', 'feed'), ('feed', 'kirim'), ('kirim', 'mana'), ('mana', 'email'), ('email', 'biar'), ('biar', 'kirim'), ('kirim', 'screenshot'), ('screenshot', 'babik')]"
"['ntap', 'btw', 'ram', 'mas', 'kaga', 'minimal']","[('ntap', 'btw'), ('btw', 'ram'), ('ram', 'mas'), ('mas', 'kaga'), ('kaga', 'minimal')]"
"['nyah', 'seru', 'banget', 'sayang', 'banget', 'nyah', 'anomali', 'semua', 'tba', 'tba', 'ms', 'sendiri', 'bodoh', 'nyah', 'ketulungan', 'musuh', 'mantan', 'paham', 'season', 'skrang', 'bbrpa', 'mentok', 'diamond', 'padhal', 'slalu', 'dpet', 'maap', 'uninstall', 'mnding', 'anomali', 'nyah', 'parah', 'dsini']","[('nyah', 'seru'), ('seru', 'banget'), ('banget', 'sayang'), ('sayang', 'banget'), ('banget', 'nyah'), ('nyah', 'anomali'), ('anomali', 'semua'), ('semua', 'tba'), ('tba', 'tba'), ('tba', 'ms'), ('ms', 'sendiri'), ('sendiri', 'bodoh'), ('bodoh', 'nyah'), ('nyah', 'ketulungan'), ('ketulungan', 'musuh'), ('musuh', 'mantan'), ('mantan', 'paham'), ('paham', 'season'), ('season', 'skrang'), ('skrang', 'bbrpa'), ('bbrpa', 'mentok'), ('mentok', 'diamond'), ('diamond', 'padhal'), ('padhal', 'slalu'), ('slalu', 'dpet'), ('dpet', 'maap'), ('maap', 'uninstall'), ('uninstall', 'mnding'), ('mnding', 'anomali'), ('anomali', 'nyah'), ('nyah', 'parah'), ('parah', 'dsini')]"
['seru'],[]
"['lebih', 'bagus', 'legends', 'legends', 'kalah', 'aneh', 'stres']","[('lebih', 'bagus'), ('bagus', 'legends'), ('legends', 'legends'), ('legends', 'kalah'), ('kalah', 'aneh'), ('aneh', 'stres')]"
"['seru', 'banget']","[('seru', 'banget')]"
"['tolong', 'masukin', 'voice', 'jepang', 'ying', 'icon', 'anak', 'tiri']","[('tolong', 'masukin'), ('masukin', 'voice'), ('voice', 'jepang'), ('jepang', 'ying'), ('ying', 'icon'), ('icon', 'anak'), ('anak', 'tiri')]"
"['qiana', 'almahyra']","[('qiana', 'almahyra')]"
['baik'],[]
"['macthh', 'jelek', 'mulai', 'atur', 'hokk', 'dngan', 'yidak', 'adill']","[('macthh', 'jelek'), ('jelek', 'mulai'), ('mulai', 'atur'), ('atur', 'hokk'), ('hokk', 'dngan'), ('dngan', 'yidak'), ('yidak', 'adill')]"
"['baru', 'coba', 'bagus', 'jika', 'bagus', 'beri', 'ulas', 'lain', 'bintang', 'rangin']","[('baru', 'coba'), ('coba', 'bagus'), ('bagus', 'jika'), ('jika', 'bagus'), ('bagus', 'beri'), ('beri', 'ulas'), ('ulas', 'lain'), ('lain', 'bintang'), ('bintang', 'rangin')]"
"['skin', 'lny', 'kapan', 'resell']","[('skin', 'lny'), ('lny', 'kapan'), ('kapan', 'resell')]"
"['kenapa', 'semua', 'offline', 'mayene', 'offline', 'harap', 'update', 'dalam', 'offline']","[('kenapa', 'semua'), ('semua', 'offline'), ('offline', 'mayene'), ('mayene', 'offline'), ('offline', 'harap'), ('harap', 'update'), ('update', 'dalam'), ('dalam', 'offline')]"
"['lebih', 'seru']","[('lebih', 'seru')]"
"['bintang', 'agak', 'sedikit', 'percaya', 'kalah', 'kurang', 'naik', 'nanti', 'benar', 'bintang']","[('bintang', 'agak'), ('agak', 'sedikit'), ('sedikit', 'percaya'), ('percaya', 'kalah'), ('kalah', 'kurang'), ('kurang', 'naik'), ('naik', 'nanti'), ('nanti', 'benar'), ('benar', 'bintang')]"
"['mantap', 'tarung', 'alam']","[('mantap', 'tarung'), ('tarung', 'alam')]"
"['imbang', 'sepi', 'sampai', 'balenc', 'gtu']","[('imbang', 'sepi'), ('sepi', 'sampai'), ('sampai', 'balenc'), ('balenc', 'gtu')]"
['tiru'],[]
"['bagus', 'top', 'up', 'mahal', 'darksysytem', 'lebih', 'bagus', 'bagus']","[('bagus', 'top'), ('top', 'up'), ('up', 'mahal'), ('mahal', 'darksysytem'), ('darksysytem', 'lebih'), ('lebih', 'bagus'), ('bagus', 'bagus')]"
"['dasar', 'apalikasi', 'sampah', 'lag', 'emosi', 'enggak', 'patas', 'play', 'stor', 'dasar', 'apalikasi', 'sampah', 'hpus', 'play', 'stor', 'oiya', 'jangan', 'dj', 'dowlod', 'gais']","[('dasar', 'apalikasi'), ('apalikasi', 'sampah'), ('sampah', 'lag'), ('lag', 'emosi'), ('emosi', 'enggak'), ('enggak', 'patas'), ('patas', 'play'), ('play', 'stor'), ('stor', 'dasar'), ('dasar', 'apalikasi'), ('apalikasi', 'sampah'), ('sampah', 'hpus'), ('hpus', 'play'), ('play', 'stor'), ('stor', 'oiya'), ('oiya', 'jangan'), ('jangan', 'dj'), ('dj', 'dowlod'), ('dowlod', 'gais')]"
"['gamesnya', 'seru', 'bangetdan', 'lebih', 'keren']","[('gamesnya', 'seru'), ('seru', 'bangetdan'), ('bangetdan', 'lebih'), ('lebih', 'keren')]"
"['maksa', 'suka', 'niru']","[('maksa', 'suka'), ('suka', 'niru')]"
"['puas', 'banyak', 'feed']","[('puas', 'banyak'), ('banyak', 'feed')]"
"['agak', 'kecewa', 'hadiah', 'vs', 'merchant', 'reward', 'sepenuh', 'gratiskarena', 'hadiah', 'sebut', 'kirim', 'negara', 'asal', 'nyata', 'bayar', 'pajak', 'bea', 'cukai', 'biaya', 'admin', 'besar', 'k', 'total']","[('agak', 'kecewa'), ('kecewa', 'hadiah'), ('hadiah', 'vs'), ('vs', 'merchant'), ('merchant', 'reward'), ('reward', 'sepenuh'), ('sepenuh', 'gratiskarena'), ('gratiskarena', 'hadiah'), ('hadiah', 'sebut'), ('sebut', 'kirim'), ('kirim', 'negara'), ('negara', 'asal'), ('asal', 'nyata'), ('nyata', 'bayar'), ('bayar', 'pajak'), ('pajak', 'bea'), ('bea', 'cukai'), ('cukai', 'biaya'), ('biaya', 'admin'), ('admin', 'besar'), ('besar', 'k'), ('k', 'total')]"
"['adil', 'musuh', 'bagus', 'sedang', 'buruk', 'cari', 'lawan', 'tak', 'adil', 'musuh', 'semua', 'sudah', 'pernah', 'lewat', 'grand', 'master', 'sedang', 'diamond', 'tak', 'adil', 'tak', 'urus', 'baik', 'mati']","[('adil', 'musuh'), ('musuh', 'bagus'), ('bagus', 'sedang'), ('sedang', 'buruk'), ('buruk', 'cari'), ('cari', 'lawan'), ('lawan', 'tak'), ('tak', 'adil'), ('adil', 'musuh'), ('musuh', 'semua'), ('semua', 'sudah'), ('sudah', 'pernah'), ('pernah', 'lewat'), ('lewat', 'grand'), ('grand', 'master'), ('master', 'sedang'), ('sedang', 'diamond'), ('diamond', 'tak'), ('tak', 'adil'), ('adil', 'tak'), ('tak', 'urus'), ('urus', 'baik'), ('baik', 'mati')]"
"['bubar', 'gaje', 'isi', 'poke']","[('bubar', 'gaje'), ('gaje', 'isi'), ('isi', 'poke')]"
['oke'],[]
"['banget', 'update', 'habis', 'update', 'bosen']","[('banget', 'update'), ('update', 'habis'), ('habis', 'update'), ('update', 'bosen')]"
"['nyq', 'mangkin', 'jelek', 'mangkin', 'banyak', 'gelap', 'sitem']","[('nyq', 'mangkin'), ('mangkin', 'jelek'), ('jelek', 'mangkin'), ('mangkin', 'banyak'), ('banyak', 'gelap'), ('gelap', 'sitem')]"
['bagus'],[]
['bagus'],[]
"['seruu', 'lama', 'luang', 'lebih', 'seru', 'poko', 'sudah', 'nyesell']","[('seruu', 'lama'), ('lama', 'luang'), ('luang', 'lebih'), ('lebih', 'seru'), ('seru', 'poko'), ('poko', 'sudah'), ('sudah', 'nyesell')]"
"['bagus', 'bangett']","[('bagus', 'bangett')]"
"['sudah', 'bagus', 'developer', 'sedikit', 'ringan']","[('sudah', 'bagus'), ('bagus', 'developer'), ('developer', 'sedikit'), ('sedikit', 'ringan')]"
"['bagus', 'kualitas', 'kuat', 'ram', 'gb']","[('bagus', 'kualitas'), ('kualitas', 'kuat'), ('kuat', 'ram'), ('ram', 'gb')]"
"['cash', 'rewar', 'pernah', 'masuk', 'tarik', 'sampai', 'nunggu', 'blnpun', 'sekarang', 'bisaa', 'makanya', 'tambah', 'sepi', 'cht', 'admin', 'sana', 'bahan', 'sosial', 'media', 'cht', 'semua', 'responya', 'suruh', 'ngulang', 'teruss', 'padahalpostingnku', 'selalu', 'rame']","[('cash', 'rewar'), ('rewar', 'pernah'), ('pernah', 'masuk'), ('masuk', 'tarik'), ('tarik', 'sampai'), ('sampai', 'nunggu'), ('nunggu', 'blnpun'), ('blnpun', 'sekarang'), ('sekarang', 'bisaa'), ('bisaa', 'makanya'), ('makanya', 'tambah'), ('tambah', 'sepi'), ('sepi', 'cht'), ('cht', 'admin'), ('admin', 'sana'), ('sana', 'bahan'), ('bahan', 'sosial'), ('sosial', 'media'), ('media', 'cht'), ('cht', 'semua'), ('semua', 'responya'), ('responya', 'suruh'), ('suruh', 'ngulang'), ('ngulang', 'teruss'), ('teruss', 'padahalpostingnku'), ('padahalpostingnku', 'selalu'), ('selalu', 'rame')]"
"['lebih', 'bagus', 'ketimbang', 'hokmok']","[('lebih', 'bagus'), ('bagus', 'ketimbang'), ('ketimbang', 'hokmok')]"
['suka'],[]
['bgs'],[]
"['tambahin', 'spasi', 'nickname', 'susah', 'banget', 'mikirin', 'nickname', 'bagus', 'gabisa', 'spasi']","[('tambahin', 'spasi'), ('spasi', 'nickname'), ('nickname', 'susah'), ('susah', 'banget'), ('banget', 'mikirin'), ('mikirin', 'nickname'), ('nickname', 'bagus'), ('bagus', 'gabisa'), ('gabisa', 'spasi')]"
"['capek', 'ma', 'darksistem']","[('capek', 'ma'), ('ma', 'darksistem')]"
"['bagus', 'banget']","[('bagus', 'banget')]"
"['anjingg', 'season', 'baru', 'kalah', 'sengaja', 'beri', 'kalah', 'matching', 'selalu', 'filipina', 'notabene', 'noob', 'mid', 'sengaja', 'beri', 'kalah', 'akun', 'upa', 'darah', 'boros', 'skill', 'tekan', 'beberapa', 'baru', 'aktif', 'sinyal', 'bagus', 'rekomendasi', 'sampah']","[('anjingg', 'season'), ('season', 'baru'), ('baru', 'kalah'), ('kalah', 'sengaja'), ('sengaja', 'beri'), ('beri', 'kalah'), ('kalah', 'matching'), ('matching', 'selalu'), ('selalu', 'filipina'), ('filipina', 'notabene'), ('notabene', 'noob'), ('noob', 'mid'), ('mid', 'sengaja'), ('sengaja', 'beri'), ('beri', 'kalah'), ('kalah', 'akun'), ('akun', 'upa'), ('upa', 'darah'), ('darah', 'boros'), ('boros', 'skill'), ('skill', 'tekan'), ('tekan', 'beberapa'), ('beberapa', 'baru'), ('baru', 'aktif'), ('aktif', 'sinyal'), ('sinyal', 'bagus'), ('bagus', 'rekomendasi'), ('rekomendasi', 'sampah')]"
"['suka', 'kolaborasi', 'tung', 'tung', 'sahur', 'and', 'gank', 'harap', 'langsung', 'batal', 'kolaborasi', 'netral']","[('suka', 'kolaborasi'), ('kolaborasi', 'tung'), ('tung', 'tung'), ('tung', 'sahur'), ('sahur', 'and'), ('and', 'gank'), ('gank', 'harap'), ('harap', 'langsung'), ('langsung', 'batal'), ('batal', 'kolaborasi'), ('kolaborasi', 'netral')]"
"['ayo', 'bagus', 'minta', 'skin', 'milik', 'guna', 'dalam', 'offline']","[('ayo', 'bagus'), ('bagus', 'minta'), ('minta', 'skin'), ('skin', 'milik'), ('milik', 'guna'), ('guna', 'dalam'), ('dalam', 'offline')]"
"['musuh', 'poke', 'semua']","[('musuh', 'poke'), ('poke', 'semua')]"
['bagus'],[]
"['kenapa', 'hapus', 'foto', 'kena']","[('kenapa', 'hapus'), ('hapus', 'foto'), ('foto', 'kena')]"
"['bagus', 'developer', 'tolong', 'buatin', 'lite', 'biar', 'lancar', 'penuh', 'plss']","[('bagus', 'developer'), ('developer', 'tolong'), ('tolong', 'buatin'), ('buatin', 'lite'), ('lite', 'biar'), ('biar', 'lancar'), ('lancar', 'penuh'), ('penuh', 'plss')]"
"['buruk', 'sesal', 'spend', 'uang', 'balench', 'bot', 'mending', 'tutup', 'sudah', 'urusin', 'tu', 'aov', 'epic', 'bot', 'ma', 'buruk', 'nobles', 'refun', 'vochernya', 'tambah', 'habis', 'update', 'bug', 'mana', 'mulai', 'sampek', 'tampil']","[('buruk', 'sesal'), ('sesal', 'spend'), ('spend', 'uang'), ('uang', 'balench'), ('balench', 'bot'), ('bot', 'mending'), ('mending', 'tutup'), ('tutup', 'sudah'), ('sudah', 'urusin'), ('urusin', 'tu'), ('tu', 'aov'), ('aov', 'epic'), ('epic', 'bot'), ('bot', 'ma'), ('ma', 'buruk'), ('buruk', 'nobles'), ('nobles', 'refun'), ('refun', 'vochernya'), ('vochernya', 'tambah'), ('tambah', 'habis'), ('habis', 'update'), ('update', 'bug'), ('bug', 'mana'), ('mana', 'mulai'), ('mulai', 'sampek'), ('sampek', 'tampil')]"
"['nomor', 'king', 'soon']","[('nomor', 'king'), ('king', 'soon')]"
"['ma', 'bagus', 'mantap', 'mainin', 'gravik', 'bagus', 'bintang']","[('ma', 'bagus'), ('bagus', 'mantap'), ('mantap', 'mainin'), ('mainin', 'gravik'), ('gravik', 'bagus'), ('bagus', 'bintang')]"
"['bagus', 'suka']","[('bagus', 'suka')]"
['seru'],[]
"['lebih', 'bagus']","[('lebih', 'bagus')]"
['niru'],[]
['bagus'],[]
"['gema', 'buruk', 'hampir', 'pecahin', 'sendiri', 'gara', 'gara', 'gema', 'an']","[('gema', 'buruk'), ('buruk', 'hampir'), ('hampir', 'pecahin'), ('pecahin', 'sendiri'), ('sendiri', 'gara'), ('gara', 'gara'), ('gara', 'gema'), ('gema', 'an')]"
"['this', 'good', 'gitu', 'suka', 'adu', 'domba']","[('this', 'good'), ('good', 'gitu'), ('gitu', 'suka'), ('suka', 'adu'), ('adu', 'domba')]"
"['wareg', 'bansos', 'minus', 'server', 'terlalu', 'berat', 'sehingga', 'bagi', 'beban', 'tanggung', 'lag', 'crash', 'pisah', 'server', 'china', 'global']","[('wareg', 'bansos'), ('bansos', 'minus'), ('minus', 'server'), ('server', 'terlalu'), ('terlalu', 'berat'), ('berat', 'sehingga'), ('sehingga', 'bagi'), ('bagi', 'beban'), ('beban', 'tanggung'), ('tanggung', 'lag'), ('lag', 'crash'), ('crash', 'pisah'), ('pisah', 'server'), ('server', 'china'), ('china', 'global')]"
['suka'],[]
"['hampir', 'mirip', 'lebih', 'banyak', 'mana', 'diomand', 'koin']","[('hampir', 'mirip'), ('mirip', 'lebih'), ('lebih', 'banyak'), ('banyak', 'mana'), ('mana', 'diomand'), ('diomand', 'koin')]"
"['mantap', 'jiwa', 'bos']","[('mantap', 'jiwa'), ('jiwa', 'bos')]"
"['bagus', 'asik', 'bosenin', 'teman', 'luar', 'negri']","[('bagus', 'asik'), ('asik', 'bosenin'), ('bosenin', 'teman'), ('teman', 'luar'), ('luar', 'negri')]"
"['mobil', 'lenjes']","[('mobil', 'lenjes')]"
['bagus'],[]
[],[]
"['it', 'sbb', 'nak', 'hukum', 'krn', 'kluar', 'app', 'sndiri']","[('it', 'sbb'), ('sbb', 'nak'), ('nak', 'hukum'), ('hukum', 'krn'), ('krn', 'kluar'), ('kluar', 'app'), ('app', 'sndiri')]"
"['semua', 'bagus', 'kecuali', 'suka', 'tibatiba', 'ngefreez', 'lama', 'detik', 'momen', 'crusial', 'mati', 'tolong', 'baik', 'masalah', 'fps', 'drop', 'masuk', 'akal']","[('semua', 'bagus'), ('bagus', 'kecuali'), ('kecuali', 'suka'), ('suka', 'tibatiba'), ('tibatiba', 'ngefreez'), ('ngefreez', 'lama'), ('lama', 'detik'), ('detik', 'momen'), ('momen', 'crusial'), ('crusial', 'mati'), ('mati', 'tolong'), ('tolong', 'baik'), ('baik', 'masalah'), ('masalah', 'fps'), ('fps', 'drop'), ('drop', 'masuk'), ('masuk', 'akal')]"
"['sru', 'banget']","[('sru', 'banget')]"
['ciplak'],[]
"['bagus', 'seru']","[('bagus', 'seru')]"
"['masalah', 'wifi', 'tambah', 'seluler', 'ajar', 'sana', 'kau', 'hina', 'hina', 'masalah']","[('masalah', 'wifi'), ('wifi', 'tambah'), ('tambah', 'seluler'), ('seluler', 'ajar'), ('ajar', 'sana'), ('sana', 'kau'), ('kau', 'hina'), ('hina', 'hina'), ('hina', 'masalah')]"
"['mohon', 'kecil', 'versi', 'lite', 'ponsel', 'lebih', 'rendah', 'lebih', 'lancar']","[('mohon', 'kecil'), ('kecil', 'versi'), ('versi', 'lite'), ('lite', 'ponsel'), ('ponsel', 'lebih'), ('lebih', 'rendah'), ('rendah', 'lebih'), ('lebih', 'lancar')]"
"['adil', 'terlalu', 'frustasi', 'jamin', 'menang', 'skin', 'gratis', 'bundle', 'murah', 'banget']","[('adil', 'terlalu'), ('terlalu', 'frustasi'), ('frustasi', 'jamin'), ('jamin', 'menang'), ('menang', 'skin'), ('skin', 'gratis'), ('gratis', 'bundle'), ('bundle', 'murah'), ('murah', 'banget')]"
"['games', 'bagus', 'tampil', 'bagus', 'banyak', 'toxic', 'gelap']","[('games', 'bagus'), ('bagus', 'tampil'), ('tampil', 'bagus'), ('bagus', 'banyak'), ('banyak', 'toxic'), ('toxic', 'gelap')]"
['senang'],[]
"['bagus', 'suka', 'banget', 'model', 'skinnya', 'tutorial', 'bantu']","[('bagus', 'suka'), ('suka', 'banget'), ('banget', 'model'), ('model', 'skinnya'), ('skinnya', 'tutorial'), ('tutorial', 'bantu')]"
"['kemarin', 'master', 'l', 'diupdate', 'turun', 'diamond', 'v', 'parah', 'eror', 'banget']","[('kemarin', 'master'), ('master', 'l'), ('l', 'diupdate'), ('diupdate', 'turun'), ('turun', 'diamond'), ('diamond', 'v'), ('v', 'parah'), ('parah', 'eror'), ('eror', 'banget')]"
"['so', 'fun']","[('so', 'fun')]"
"['bagus', 'banget', 'tingkat', 'moga', 'moda', 'ofline']","[('bagus', 'banget'), ('banget', 'tingkat'), ('tingkat', 'moga'), ('moga', 'moda'), ('moda', 'ofline')]"
"['adil', 'gausa', 'bales']","[('adil', 'gausa'), ('gausa', 'bales')]"
['seru'],[]
"['kebut', 'siupdatenya', 'biar', 'server', 'china']","[('kebut', 'siupdatenya'), ('siupdatenya', 'biar'), ('biar', 'server'), ('server', 'china')]"
['good'],[]
"['tolong', 'tambah', 'makin', 'seru']","[('tolong', 'tambah'), ('tambah', 'makin'), ('makin', 'seru')]"
"['bagus', 'grafik', 'gta', 'salah', 'mungkin']","[('bagus', 'grafik'), ('grafik', 'gta'), ('gta', 'salah'), ('salah', 'mungkin')]"
"['bagus', 'minimal', 'milik', 'alam', 'buruk', 'yaitu', 'musuh', 'padan', 'lagcrash', 'pasuk', 'tanding', 'akhir', 'tanding', 'dar', 'saran', 'minimal', 'tolong', 'versi', 'kentang', 'minimal', 'pasuk', 'ui', 'sinyal', 'asa', 'lag', 'buka', 'apk', 'lain', 'youtube', 'lancar', 'moga', 'saran', 'dengar', 'good', 'job', 'selalu']","[('bagus', 'minimal'), ('minimal', 'milik'), ('milik', 'alam'), ('alam', 'buruk'), ('buruk', 'yaitu'), ('yaitu', 'musuh'), ('musuh', 'padan'), ('padan', 'lagcrash'), ('lagcrash', 'pasuk'), ('pasuk', 'tanding'), ('tanding', 'akhir'), ('akhir', 'tanding'), ('tanding', 'dar'), ('dar', 'saran'), ('saran', 'minimal'), ('minimal', 'tolong'), ('tolong', 'versi'), ('versi', 'kentang'), ('kentang', 'minimal'), ('minimal', 'pasuk'), ('pasuk', 'ui'), ('ui', 'sinyal'), ('sinyal', 'asa'), ('asa', 'lag'), ('lag', 'buka'), ('buka', 'apk'), ('apk', 'lain'), ('lain', 'youtube'), ('youtube', 'lancar'), ('lancar', 'moga'), ('moga', 'saran'), ('saran', 'dengar'), ('dengar', 'good'), ('good', 'job'), ('job', 'selalu')]"
