stopwords_removed,bigrams_hok
"['sekarang', 'mayan', 'bagus', 'matchnya', 'masalah', 'contoh', 'ketidakseimbangan', 'noob', 'musuh', 'pro', 'semua', 'walau', 'rusak', 'sejak', 'masuk', 'indonesia', 'server', 'lain', 'imbang']","[('sekarang', 'mayan'), ('mayan', 'bagus'), ('bagus', 'matchnya'), ('matchnya', 'masalah'), ('masalah', 'contoh'), ('contoh', 'ketidakseimbangan'), ('ketidakseimbangan', 'noob'), ('noob', 'musuh'), ('musuh', 'pro'), ('pro', 'semua'), ('semua', 'walau'), ('walau', 'rusak'), ('rusak', 'sejak'), ('sejak', 'masuk'), ('masuk', 'indonesia'), ('indonesia', 'server'), ('server', 'lain'), ('lain', 'imbang')]"
"['susah', 'selalu', 'ditroll', 'hukum', 'sesuai', 'sampah']","[('susah', 'selalu'), ('selalu', 'ditroll'), ('ditroll', 'hukum'), ('hukum', 'sesuai'), ('sesuai', 'sampah')]"
"['suka', 'menyerurakan', 'suka', 'jelas', 'bagus', 'yaitu', 'kalah', 'bitang', 'turun', 'naek', 'aneh', 'mending', 'hapus']","[('suka', 'menyerurakan'), ('menyerurakan', 'suka'), ('suka', 'jelas'), ('jelas', 'bagus'), ('bagus', 'yaitu'), ('yaitu', 'kalah'), ('kalah', 'bitang'), ('bitang', 'turun'), ('turun', 'naek'), ('naek', 'aneh'), ('aneh', 'mending'), ('mending', 'hapus')]"
"['tambah', 'keren', 'gamesugoi']","[('tambah', 'keren'), ('keren', 'gamesugoi')]"
"['play', 'seru', 'banyak', 'bot', 'event', 'scam', 'push', 'lose', 'streak', 'gm', 'master', 'll', 'push', 'pagi', 'sampai', 'nyesel', 'report', 'aneh', 'dia', 'support', 'mm', 'alhasil', 'kalah', 'report', 'kena', 'hukum', 'kocak', 'benar', 'jangan', 'buang']","[('play', 'seru'), ('seru', 'banyak'), ('banyak', 'bot'), ('bot', 'event'), ('event', 'scam'), ('scam', 'push'), ('push', 'lose'), ('lose', 'streak'), ('streak', 'gm'), ('gm', 'master'), ('master', 'll'), ('ll', 'push'), ('push', 'pagi'), ('pagi', 'sampai'), ('sampai', 'nyesel'), ('nyesel', 'report'), ('report', 'aneh'), ('aneh', 'dia'), ('dia', 'support'), ('support', 'mm'), ('mm', 'alhasil'), ('alhasil', 'kalah'), ('kalah', 'report'), ('report', 'kena'), ('kena', 'hukum'), ('hukum', 'kocak'), ('kocak', 'benar'), ('benar', 'jangan'), ('jangan', 'buang')]"
"['lucu', 'seru']","[('lucu', 'seru')]"
"['sampah', 'gera', 'kaku', 'mustahil', 'menang', 'silver', 'mvp', 'kalah', 'mending', 'uninstall', 'sudah']","[('sampah', 'gera'), ('gera', 'kaku'), ('kaku', 'mustahil'), ('mustahil', 'menang'), ('menang', 'silver'), ('silver', 'mvp'), ('mvp', 'kalah'), ('kalah', 'mending'), ('mending', 'uninstall'), ('uninstall', 'sudah')]"
"['baik', 'mention', 'moment', 'gapernah', 'bangke']","[('baik', 'mention'), ('mention', 'moment'), ('moment', 'gapernah'), ('gapernah', 'bangke')]"
"['idioott', 'cem', 'taekk', 'idiot', 'banget', 'lawan', 'jago', 'jago', 'sampah']","[('idioott', 'cem'), ('cem', 'taekk'), ('taekk', 'idiot'), ('idiot', 'banget'), ('banget', 'lawan'), ('lawan', 'jago'), ('jago', 'jago'), ('jago', 'sampah')]"
"['no', 'komen', 'bintang', 'poko']","[('no', 'komen'), ('komen', 'bintang'), ('bintang', 'poko')]"
"['tolong', 'baik', 'masa', 'ketemu', 'jelas', 'mungkin', 'death', 'jika', 'begini', 'bahkan', 'lebih', 'parah']","[('tolong', 'baik'), ('baik', 'masa'), ('masa', 'ketemu'), ('ketemu', 'jelas'), ('jelas', 'mungkin'), ('mungkin', 'death'), ('death', 'jika'), ('jika', 'begini'), ('begini', 'bahkan'), ('bahkan', 'lebih'), ('lebih', 'parah')]"
"['tolong', 'henti', 'rubah', 'sperti', 'prince', 'lanling', 'gao', 'changgong', 'princess', 'forst', 'wang', 'zaojung', 'chines', 'sulit', 'hafal']","[('tolong', 'henti'), ('henti', 'rubah'), ('rubah', 'sperti'), ('sperti', 'prince'), ('prince', 'lanling'), ('lanling', 'gao'), ('gao', 'changgong'), ('changgong', 'princess'), ('princess', 'forst'), ('forst', 'wang'), ('wang', 'zaojung'), ('zaojung', 'chines'), ('chines', 'sulit'), ('sulit', 'hafal')]"
"['asli', 'tagih', 'cuma', 'lama', 'lama', 'size', 'bengkak', 'segi', 'grafik', 'skin', 'paling', 'favorit', 'mantap', 'nyesel', 'skin', 'suka', 'banget', 'story', 'heroheronya', 'selain', 'cakep', 'mudah', 'ajar', 'minus', 'cuma', 'ketemu', 'server', 'luar', 'lag', 'parah', 'banget', 'baik', 'kembang']","[('asli', 'tagih'), ('tagih', 'cuma'), ('cuma', 'lama'), ('lama', 'lama'), ('lama', 'size'), ('size', 'bengkak'), ('bengkak', 'segi'), ('segi', 'grafik'), ('grafik', 'skin'), ('skin', 'paling'), ('paling', 'favorit'), ('favorit', 'mantap'), ('mantap', 'nyesel'), ('nyesel', 'skin'), ('skin', 'suka'), ('suka', 'banget'), ('banget', 'story'), ('story', 'heroheronya'), ('heroheronya', 'selain'), ('selain', 'cakep'), ('cakep', 'mudah'), ('mudah', 'ajar'), ('ajar', 'minus'), ('minus', 'cuma'), ('cuma', 'ketemu'), ('ketemu', 'server'), ('server', 'luar'), ('luar', 'lag'), ('lag', 'parah'), ('parah', 'banget'), ('banget', 'baik'), ('baik', 'kembang')]"
"['tolong', 'bug', 'keluar', 'sendiri', 'baik', 'fps', 'kadang', 'buruk', 'fps', 'fps', 'keluar', 'sendiri', 'update', 'sekarang', 'terlalu', 'berat', 'midrange', 'suka', 'forclose', 'satu', 'aplikasi', 'lain', 'tutup']","[('tolong', 'bug'), ('bug', 'keluar'), ('keluar', 'sendiri'), ('sendiri', 'baik'), ('baik', 'fps'), ('fps', 'kadang'), ('kadang', 'buruk'), ('buruk', 'fps'), ('fps', 'fps'), ('fps', 'keluar'), ('keluar', 'sendiri'), ('sendiri', 'update'), ('update', 'sekarang'), ('sekarang', 'terlalu'), ('terlalu', 'berat'), ('berat', 'midrange'), ('midrange', 'suka'), ('suka', 'forclose'), ('forclose', 'satu'), ('satu', 'aplikasi'), ('aplikasi', 'lain'), ('lain', 'tutup')]"
['taek'],[]
"['bagus', 'bett', 'nyaa']","[('bagus', 'bett'), ('bett', 'nyaa')]"
"['kecewa', 'bug', 'profile', 'sampai', 'sekarang', 'nga', 'rusak', 'upload', 'foto', 'profil', 'galeri', 'susah', 'nga', 'rusak', 'bug', 'gitu']","[('kecewa', 'bug'), ('bug', 'profile'), ('profile', 'sampai'), ('sampai', 'sekarang'), ('sekarang', 'nga'), ('nga', 'rusak'), ('rusak', 'upload'), ('upload', 'foto'), ('foto', 'profil'), ('profil', 'galeri'), ('galeri', 'susah'), ('susah', 'nga'), ('nga', 'rusak'), ('rusak', 'bug'), ('bug', 'gitu')]"
"['bagus', 'bantu', 'kenal', 'lain']","[('bagus', 'bantu'), ('bantu', 'kenal'), ('kenal', 'lain')]"
"['asik', 'hibur']","[('asik', 'hibur')]"
"['bagus', 'bagus', 'letak', 'karakter', 'mirip', 'mohon', 'king', 'agak', 'rubah', 'beda', 'bukan', 'singgung', 'beri', 'saran', 'mohon', 'maaf', 'besar', 'besanya', 'komentar', 'singgung', 'sindir', 'pem', 'king', 'mohon', 'maaf', 'maaf', 'maaf', 'maaf', 'besar', 'besar', 'maaf', 'maaf', 'maaf', 'maaf', 'maaf', 'maaf', 'maaf', 'maaf']","[('bagus', 'bagus'), ('bagus', 'letak'), ('letak', 'karakter'), ('karakter', 'mirip'), ('mirip', 'mohon'), ('mohon', 'king'), ('king', 'agak'), ('agak', 'rubah'), ('rubah', 'beda'), ('beda', 'bukan'), ('bukan', 'singgung'), ('singgung', 'beri'), ('beri', 'saran'), ('saran', 'mohon'), ('mohon', 'maaf'), ('maaf', 'besar'), ('besar', 'besanya'), ('besanya', 'komentar'), ('komentar', 'singgung'), ('singgung', 'sindir'), ('sindir', 'pem'), ('pem', 'king'), ('king', 'mohon'), ('mohon', 'maaf'), ('maaf', 'maaf'), ('maaf', 'maaf'), ('maaf', 'maaf'), ('maaf', 'besar'), ('besar', 'besar'), ('besar', 'maaf'), ('maaf', 'maaf'), ('maaf', 'maaf'), ('maaf', 'maaf'), ('maaf', 'maaf'), ('maaf', 'maaf'), ('maaf', 'maaf'), ('maaf', 'maaf')]"
"['suka', 'bagus', 'bagus']","[('suka', 'bagus'), ('bagus', 'bagus')]"
['good'],[]
"['mantap', 'jiwa', 'mempeson', 'suka', 'seru', 'banget']","[('mantap', 'jiwa'), ('jiwa', 'mempeson'), ('mempeson', 'suka'), ('suka', 'seru'), ('seru', 'banget')]"
"['skarang', 'ngelaig', 'karuan', 'lodibg', 'lelet']","[('skarang', 'ngelaig'), ('ngelaig', 'karuan'), ('karuan', 'lodibg'), ('lodibg', 'lelet')]"
"['sy', 'bagus', 'mana', 'offline', 'behh', 'menyalaa']","[('sy', 'bagus'), ('bagus', 'mana'), ('mana', 'offline'), ('offline', 'behh'), ('behh', 'menyalaa')]"
"['good', 'banyak', 'gratis', 'skin']","[('good', 'banyak'), ('banyak', 'gratis'), ('gratis', 'skin')]"
"['seru', 'banget', 'mainin']","[('seru', 'banget'), ('banget', 'mainin')]"
"['betul', 'cukup', 'suka', 'tetapi', 'matching', 'jelek', 'terlalu', 'barufeeding', 'sedang', 'musuh', 'sudah', 'ratus', 'makin', 'buruk', 'hukum', 'kurang', 'berat', 'report', 'ubah', 'otomatis', 'meski', 'tambah', 'report', 'dua', 'tetapi', 'gagal', 'kena', 'hukum', 'entah', 'feeding', 'curi', 'sesuai', 'rolenya', 'isi', 'mid', 'tetapi', 'ambil', 'jungle', 'tanpa', 'jaga', 'mid']","[('betul', 'cukup'), ('cukup', 'suka'), ('suka', 'tetapi'), ('tetapi', 'matching'), ('matching', 'jelek'), ('jelek', 'terlalu'), ('terlalu', 'barufeeding'), ('barufeeding', 'sedang'), ('sedang', 'musuh'), ('musuh', 'sudah'), ('sudah', 'ratus'), ('ratus', 'makin'), ('makin', 'buruk'), ('buruk', 'hukum'), ('hukum', 'kurang'), ('kurang', 'berat'), ('berat', 'report'), ('report', 'ubah'), ('ubah', 'otomatis'), ('otomatis', 'meski'), ('meski', 'tambah'), ('tambah', 'report'), ('report', 'dua'), ('dua', 'tetapi'), ('tetapi', 'gagal'), ('gagal', 'kena'), ('kena', 'hukum'), ('hukum', 'entah'), ('entah', 'feeding'), ('feeding', 'curi'), ('curi', 'sesuai'), ('sesuai', 'rolenya'), ('rolenya', 'isi'), ('isi', 'mid'), ('mid', 'tetapi'), ('tetapi', 'ambil'), ('ambil', 'jungle'), ('jungle', 'tanpa'), ('tanpa', 'jaga'), ('jaga', 'mid')]"
[],[]
"['kelamin', 'wanita', 'jujur', 'kecewa', 'berat', 'cocok', 'lawan', 'kawan', 'berat', 'kelamin', 'priakalau', 'beri', 'benar', 'kelamin', 'pria', 'apakah', 'terlalu', 'sepi', 'lalu', 'teman', 'asli', 'ganti', 'ai', 'aneh', 'percuma', 'gait', 'banyak', 'event', 'kyk', 'kelamin', 'pria', 'cocok', 'sampah', 'biasa', 'tolong', 'lh', 'belum', 'sudah', 'sudah', 'cukup', 'sabar', 'cukup', 'sudah']","[('kelamin', 'wanita'), ('wanita', 'jujur'), ('jujur', 'kecewa'), ('kecewa', 'berat'), ('berat', 'cocok'), ('cocok', 'lawan'), ('lawan', 'kawan'), ('kawan', 'berat'), ('berat', 'kelamin'), ('kelamin', 'priakalau'), ('priakalau', 'beri'), ('beri', 'benar'), ('benar', 'kelamin'), ('kelamin', 'pria'), ('pria', 'apakah'), ('apakah', 'terlalu'), ('terlalu', 'sepi'), ('sepi', 'lalu'), ('lalu', 'teman'), ('teman', 'asli'), ('asli', 'ganti'), ('ganti', 'ai'), ('ai', 'aneh'), ('aneh', 'percuma'), ('percuma', 'gait'), ('gait', 'banyak'), ('banyak', 'event'), ('event', 'kyk'), ('kyk', 'kelamin'), ('kelamin', 'pria'), ('pria', 'cocok'), ('cocok', 'sampah'), ('sampah', 'biasa'), ('biasa', 'tolong'), ('tolong', 'lh'), ('lh', 'belum'), ('belum', 'sudah'), ('sudah', 'sudah'), ('sudah', 'cukup'), ('cukup', 'sabar'), ('sabar', 'cukup'), ('cukup', 'sudah')]"
"['menganggu', 'banget', 'iklan']","[('menganggu', 'banget'), ('banget', 'iklan')]"
"['dalam', 'ping', 'bagus', 'lag', 'paksa', 'uninstal']","[('dalam', 'ping'), ('ping', 'bagus'), ('bagus', 'lag'), ('lag', 'paksa'), ('paksa', 'uninstal')]"
"['bagus', 'sihh', 'hape', 'jadul', 'lag', 'gitu', 'lho', 'maap', 'yaa']","[('bagus', 'sihh'), ('sihh', 'hape'), ('hape', 'jadul'), ('jadul', 'lag'), ('lag', 'gitu'), ('gitu', 'lho'), ('lho', 'maap'), ('maap', 'yaa')]"
['oke'],[]
"['semua', 'punya', 'buruk', 'mending', 'balik', 'emel', 'sana', 'gg', 'mas', 'menang', 'gg', 'binatang', 'menang', 'alias', 'ramah', 'based', 'cocok', 'indo', 'sedikit', 'alias', 'sepi', 'mending', 'emel', 'meski', 'kalah', 'grafik', 'tetap', 'happy', 'grafik', 'bagus', 'banyak', 'skin', 'gratis', 'playernya', 'stres', 'binatang', 'lebih']","[('semua', 'punya'), ('punya', 'buruk'), ('buruk', 'mending'), ('mending', 'balik'), ('balik', 'emel'), ('emel', 'sana'), ('sana', 'gg'), ('gg', 'mas'), ('mas', 'menang'), ('menang', 'gg'), ('gg', 'binatang'), ('binatang', 'menang'), ('menang', 'alias'), ('alias', 'ramah'), ('ramah', 'based'), ('based', 'cocok'), ('cocok', 'indo'), ('indo', 'sedikit'), ('sedikit', 'alias'), ('alias', 'sepi'), ('sepi', 'mending'), ('mending', 'emel'), ('emel', 'meski'), ('meski', 'kalah'), ('kalah', 'grafik'), ('grafik', 'tetap'), ('tetap', 'happy'), ('happy', 'grafik'), ('grafik', 'bagus'), ('bagus', 'banyak'), ('banyak', 'skin'), ('skin', 'gratis'), ('gratis', 'playernya'), ('playernya', 'stres'), ('stres', 'binatang'), ('binatang', 'lebih')]"
"['android', 'sudah', 'kuat', 'banyak', 'bug', 'paksa', 'hapus', 'bengkak', 'ruang']","[('android', 'sudah'), ('sudah', 'kuat'), ('kuat', 'banyak'), ('banyak', 'bug'), ('bug', 'paksa'), ('paksa', 'hapus'), ('hapus', 'bengkak'), ('bengkak', 'ruang')]"
['baik'],[]
"['bagus', 'karakter', 'gratis']","[('bagus', 'karakter'), ('karakter', 'gratis')]"
"['ngiklan', 'tempat', 'sepi']","[('ngiklan', 'tempat'), ('tempat', 'sepi')]"
"['sanga', 'bagus']","[('sanga', 'bagus')]"
"['verry', 'good']","[('verry', 'good')]"
"['dear', 'timi', 'kenapa', 'poin', 'tambah', 'kurang', 'sudah', 'riset']","[('dear', 'timi'), ('timi', 'kenapa'), ('kenapa', 'poin'), ('poin', 'tambah'), ('tambah', 'kurang'), ('kurang', 'sudah'), ('sudah', 'riset')]"
"['nggk', 'jelas', 'report', 'nggk', 'deteksi', 'dia', 'masalah', 'jelas', 'nggk', 'kontribusi', 'gitu', 'ngerasa', 'karakter', 'lemah', 'banget', 'item', 'adu', 'damage', 'tetap', 'kalah', 'item', 'tetap', 'damage', 'tipis', 'item', 'sesuai', 'kondisi', 'lawan', 'enak', 'critical', 'nggk', 'enak', 'kalah', 'kritikal', 'nggk', 'keluar', 'asa', 'nggk', 'jelas']","[('nggk', 'jelas'), ('jelas', 'report'), ('report', 'nggk'), ('nggk', 'deteksi'), ('deteksi', 'dia'), ('dia', 'masalah'), ('masalah', 'jelas'), ('jelas', 'nggk'), ('nggk', 'kontribusi'), ('kontribusi', 'gitu'), ('gitu', 'ngerasa'), ('ngerasa', 'karakter'), ('karakter', 'lemah'), ('lemah', 'banget'), ('banget', 'item'), ('item', 'adu'), ('adu', 'damage'), ('damage', 'tetap'), ('tetap', 'kalah'), ('kalah', 'item'), ('item', 'tetap'), ('tetap', 'damage'), ('damage', 'tipis'), ('tipis', 'item'), ('item', 'sesuai'), ('sesuai', 'kondisi'), ('kondisi', 'lawan'), ('lawan', 'enak'), ('enak', 'critical'), ('critical', 'nggk'), ('nggk', 'enak'), ('enak', 'kalah'), ('kalah', 'kritikal'), ('kritikal', 'nggk'), ('nggk', 'keluar'), ('keluar', 'asa'), ('asa', 'nggk'), ('nggk', 'jelas')]"
"['beratt', 'banget']","[('beratt', 'banget')]"
"['overall', 'bagus', 'kendala', 'sinyal', 'masalah', 'hitung']","[('overall', 'bagus'), ('bagus', 'kendala'), ('kendala', 'sinyal'), ('sinyal', 'masalah'), ('masalah', 'hitung')]"
"['bagus', 'banget', 'pernah', 'coba']","[('bagus', 'banget'), ('banget', 'pernah'), ('pernah', 'coba')]"
"['terlalu', 'dermawan']","[('terlalu', 'dermawan')]"
"['selalu', 'lawan', 'jago', 'adil']","[('selalu', 'lawan'), ('lawan', 'jago'), ('jago', 'adil')]"
"['makin', 'report', 'makin', 'sampah']","[('makin', 'report'), ('report', 'makin'), ('makin', 'sampah')]"
"['done', 'minimal', 'sudah']","[('done', 'minimal'), ('minimal', 'sudah')]"
"['bagus', 'suka', 'meyene']","[('bagus', 'suka'), ('suka', 'meyene')]"
"['tuntut', 'biar', 'lenyap']","[('tuntut', 'biar'), ('biar', 'lenyap')]"
"['banyak', 'bug', 'contoh', 'bug', 'suruh', 'unduh', 'baik', 'bug', 'developer']","[('banyak', 'bug'), ('bug', 'contoh'), ('contoh', 'bug'), ('bug', 'suruh'), ('suruh', 'unduh'), ('unduh', 'baik'), ('baik', 'bug'), ('bug', 'developer')]"
"['klw', 'beri', 'jgn', 'bot', 'gaadil', 'gitu', 'musuh', 'proplayer', 'tom', 'bot']","[('klw', 'beri'), ('beri', 'jgn'), ('jgn', 'bot'), ('bot', 'gaadil'), ('gaadil', 'gitu'), ('gitu', 'musuh'), ('musuh', 'proplayer'), ('proplayer', 'tom'), ('tom', 'bot')]"
"['aneh', 'akun', 'facebook', 'gerak', 'nunggu', 'lama', 'tetap', 'masuk', 'harap', 'baik', 'masalah']","[('aneh', 'akun'), ('akun', 'facebook'), ('facebook', 'gerak'), ('gerak', 'nunggu'), ('nunggu', 'lama'), ('lama', 'tetap'), ('tetap', 'masuk'), ('masuk', 'harap'), ('harap', 'baik'), ('baik', 'masalah')]"
"['bagus', 'l']","[('bagus', 'l')]"
"['bagus', 'seru', 'cantik', 'ganteng', 'mabar', 'teman', 'pasti', 'seru', 'yuk', 'coba']","[('bagus', 'seru'), ('seru', 'cantik'), ('cantik', 'ganteng'), ('ganteng', 'mabar'), ('mabar', 'teman'), ('teman', 'pasti'), ('pasti', 'seru'), ('seru', 'yuk'), ('yuk', 'coba')]"
"['bagus', 'kurang', 'cuma', 'updatenya', 'biar', 'skin', 'baru', 'meski', 'baru']","[('bagus', 'kurang'), ('kurang', 'cuma'), ('cuma', 'updatenya'), ('updatenya', 'biar'), ('biar', 'skin'), ('skin', 'baru'), ('baru', 'meski'), ('meski', 'baru')]"
"['andai', 'size', 'gb', 'pasti', 'v']","[('andai', 'size'), ('size', 'gb'), ('gb', 'pasti'), ('pasti', 'v')]"
"['bahkan', 'pacar', 'china', 'suka', 'suka', 'seru']","[('bahkan', 'pacar'), ('pacar', 'china'), ('china', 'suka'), ('suka', 'suka'), ('suka', 'seru')]"
"['pintar', 'roamer', 'tank', 'buta']","[('pintar', 'roamer'), ('roamer', 'tank'), ('tank', 'buta')]"
"['teman', 'jelek', 'kalah', 'rating', 'ngurang', 'bintang']","[('teman', 'jelek'), ('jelek', 'kalah'), ('kalah', 'rating'), ('rating', 'ngurang'), ('ngurang', 'bintang')]"
"['seru', 'pernah', 'beberapa', 'pilih', 'tunjuk', 'biasa', 'masuk', 'bug', 'masuk', 'meski', 'sudah', 'tunggu', 'lama', 'tolong', 'baik', 'bug']","[('seru', 'pernah'), ('pernah', 'beberapa'), ('beberapa', 'pilih'), ('pilih', 'tunjuk'), ('tunjuk', 'biasa'), ('biasa', 'masuk'), ('masuk', 'bug'), ('bug', 'masuk'), ('masuk', 'meski'), ('meski', 'sudah'), ('sudah', 'tunggu'), ('tunggu', 'lama'), ('lama', 'tolong'), ('tolong', 'baik'), ('baik', 'bug')]"
"['best', 'games', 'but', 'please', 'make', 'matchup', 'same', 'as', 'our', 'level', 'adapt', 'whole', 'situation', 'overall', 'best', 'and', 'enjoyable']","[('best', 'games'), ('games', 'but'), ('but', 'please'), ('please', 'make'), ('make', 'matchup'), ('matchup', 'same'), ('same', 'as'), ('as', 'our'), ('our', 'level'), ('level', 'adapt'), ('adapt', 'whole'), ('whole', 'situation'), ('situation', 'overall'), ('overall', 'best'), ('best', 'and'), ('and', 'enjoyable')]"
"['harap', 'jangan', 'muncul', 'iklan', 'aplikasi', 'menggangu']","[('harap', 'jangan'), ('jangan', 'muncul'), ('muncul', 'iklan'), ('iklan', 'aplikasi'), ('aplikasi', 'menggangu')]"
"['jelekk', 'buruk']","[('jelekk', 'buruk')]"
"['engak', 'adil', 'musuh', 'terlalu', 'kuat', 'jangan', 'terlalu', 'kompetitif', 'jangan', 'tiru', 'terlalu', 'sulit']","[('engak', 'adil'), ('adil', 'musuh'), ('musuh', 'terlalu'), ('terlalu', 'kuat'), ('kuat', 'jangan'), ('jangan', 'terlalu'), ('terlalu', 'kompetitif'), ('kompetitif', 'jangan'), ('jangan', 'tiru'), ('tiru', 'terlalu'), ('terlalu', 'sulit')]"
['bagus'],[]
"['terlalu', 'banyak', 'makan', 'memory', 'tolong', 'baik']","[('terlalu', 'banyak'), ('banyak', 'makan'), ('makan', 'memory'), ('memory', 'tolong'), ('tolong', 'baik')]"
"['enak', 'lagend']","[('enak', 'lagend')]"
"['seru', 'banget']","[('seru', 'banget')]"
"['sempurna', 'satu', 'males', 'ivent', 'terlalu', 'sulit', 'diam', 'ngerti', 'belum', 'liris', 'playstor', 'ivent', 'mudah', 'lama', 'lama', 'susah']","[('sempurna', 'satu'), ('satu', 'males'), ('males', 'ivent'), ('ivent', 'terlalu'), ('terlalu', 'sulit'), ('sulit', 'diam'), ('diam', 'ngerti'), ('ngerti', 'belum'), ('belum', 'liris'), ('liris', 'playstor'), ('playstor', 'ivent'), ('ivent', 'mudah'), ('mudah', 'lama'), ('lama', 'lama'), ('lama', 'susah')]"
"['bug', 'event', 'bug', 'apakah', 'nomer', 'pengaruh']","[('bug', 'event'), ('event', 'bug'), ('bug', 'apakah'), ('apakah', 'nomer'), ('nomer', 'pengaruh')]"
['seru'],[]
"['sapa', 'minimal']","[('sapa', 'minimal')]"
"['bgus', 'bangett']","[('bgus', 'bangett')]"
"['bagus', 'kalah', 'bagus', 'lain', 'lama', 'banget', 'clasik', 'kadang', 'lama', 'tolong', 'baik']","[('bagus', 'kalah'), ('kalah', 'bagus'), ('bagus', 'lain'), ('lain', 'lama'), ('lama', 'banget'), ('banget', 'clasik'), ('clasik', 'kadang'), ('kadang', 'lama'), ('lama', 'tolong'), ('tolong', 'baik')]"
"['hey', 'timi', 'tolong', 'revamp', 'nezha', 'mirip', 'nezha', 'donghua', 'biar', 'keren']","[('hey', 'timi'), ('timi', 'tolong'), ('tolong', 'revamp'), ('revamp', 'nezha'), ('nezha', 'mirip'), ('mirip', 'nezha'), ('nezha', 'donghua'), ('donghua', 'biar'), ('biar', 'keren')]"
"['jeleg', 'banget']","[('jeleg', 'banget')]"
['yes'],[]
"['terlalu', 'lama']","[('terlalu', 'lama')]"
"['seru', 'banyak']","[('seru', 'banyak')]"
"['agak', 'berat', 'mungkin', 'kentang']","[('agak', 'berat'), ('berat', 'mungkin'), ('mungkin', 'kentang')]"
"['loading', 'stack']","[('loading', 'stack')]"
['niru'],[]
"['bintang', 'lima']","[('bintang', 'lima')]"
['baik'],[]
"['copy', 'paste']","[('copy', 'paste')]"
"['copy', 'legends']","[('copy', 'legends')]"
"['bagus', 'bngt', 'weh', 'wajib', 'weh']","[('bagus', 'bngt'), ('bngt', 'weh'), ('weh', 'wajib'), ('wajib', 'weh')]"
"['bagus', 'ubah', 'nyata', 'lama', 'engkau', 'bahagia']","[('bagus', 'ubah'), ('ubah', 'nyata'), ('nyata', 'lama'), ('lama', 'engkau'), ('engkau', 'bahagia')]"
"['lebih', 'enak', 'bintang', 'banyak', 'angela', 'mage', 'susah', 'cuma', 'bintang', 'mobule', 'banyak', 'gelap', 'stuck', 'epic', 'banyak', 'bintang', 'naik', 'hampir', 'mirip']","[('lebih', 'enak'), ('enak', 'bintang'), ('bintang', 'banyak'), ('banyak', 'angela'), ('angela', 'mage'), ('mage', 'susah'), ('susah', 'cuma'), ('cuma', 'bintang'), ('bintang', 'mobule'), ('mobule', 'banyak'), ('banyak', 'gelap'), ('gelap', 'stuck'), ('stuck', 'epic'), ('epic', 'banyak'), ('banyak', 'bintang'), ('bintang', 'naik'), ('naik', 'hampir'), ('hampir', 'mirip')]"
['bagus'],[]
"['keren', 'bngt']","[('keren', 'bngt')]"
['good'],[]
"['naik', 'pitam', 'tolong', 'baik', 'offline', 'bot', 'terlalu', 'buruk']","[('naik', 'pitam'), ('pitam', 'tolong'), ('tolong', 'baik'), ('baik', 'offline'), ('offline', 'bot'), ('bot', 'terlalu'), ('terlalu', 'buruk')]"
"['minimal', 'coba', 'banyak', 'banyakin', 'tutorial', 'kenal', 'skill', 'youtube', 'btw', 'donwload', 'hoknya', 'youtube', 'tutorial', 'skill', 'ultimate', 'donghuaang', 'penghianat', 'teman']","[('minimal', 'coba'), ('coba', 'banyak'), ('banyak', 'banyakin'), ('banyakin', 'tutorial'), ('tutorial', 'kenal'), ('kenal', 'skill'), ('skill', 'youtube'), ('youtube', 'btw'), ('btw', 'donwload'), ('donwload', 'hoknya'), ('hoknya', 'youtube'), ('youtube', 'tutorial'), ('tutorial', 'skill'), ('skill', 'ultimate'), ('ultimate', 'donghuaang'), ('donghuaang', 'penghianat'), ('penghianat', 'teman')]"
"['top', 'up', 'token', 'batas', 'hadiah', 'masuk', 'payah']","[('top', 'up'), ('up', 'token'), ('token', 'batas'), ('batas', 'hadiah'), ('hadiah', 'masuk'), ('masuk', 'payah')]"
