stopwords_removed,bigrams_mlbb
"['sinyal', 'busuk', 'cape', 'cape', 'naikin', 'level', 'sinyal', 'buruk', 'buruk', 'sampah', 'asu', 'dasar', 'miskin']","[('sinyal', 'busuk'), ('busuk', 'cape'), ('cape', 'cape'), ('cape', 'naikin'), ('naikin', 'level'), ('level', 'sinyal'), ('sinyal', 'buruk'), ('buruk', 'buruk'), ('buruk', 'sampah'), ('sampah', 'asu'), ('asu', 'dasar'), ('dasar', 'miskin')]"
"['anjingg', 'bangsdd', 'gajelas', 'ngent']","[('anjingg', 'bangsdd'), ('bangsdd', 'gajelas'), ('gajelas', 'ngent')]"
"['lama', 'afk', 'bentar', 'selesai', 'hitung', 'afk', 'ah', 'benrin', 'benar', 'banget']","[('lama', 'afk'), ('afk', 'bentar'), ('bentar', 'selesai'), ('selesai', 'hitung'), ('hitung', 'afk'), ('afk', 'ah'), ('ah', 'benrin'), ('benrin', 'benar'), ('benar', 'banget')]"
"['like', 'bintang', 'kasi', 'mqin', 'musuh', 'mudah']","[('like', 'bintang'), ('bintang', 'kasi'), ('kasi', 'mqin'), ('mqin', 'musuh'), ('musuh', 'mudah')]"
"['tolong', 'legends', 'malas', 'sekarang', 'pasti', 'lag', 'pakek', 'wifi', 'tetap', 'lag', 'bug']","[('tolong', 'legends'), ('legends', 'malas'), ('malas', 'sekarang'), ('sekarang', 'pasti'), ('pasti', 'lag'), ('lag', 'pakek'), ('pakek', 'wifi'), ('wifi', 'tetap'), ('tetap', 'lag'), ('lag', 'bug')]"
"['sinyal', 'jelek', 'mati', 'masuk', 'bass']","[('sinyal', 'jelek'), ('jelek', 'mati'), ('mati', 'masuk'), ('masuk', 'bass')]"
"['ping', 'merah', 'frame', 'drop', 'lag', 'pernah', 'tingkat', 'dengar', 'keluh']","[('ping', 'merah'), ('merah', 'frame'), ('frame', 'drop'), ('drop', 'lag'), ('lag', 'pernah'), ('pernah', 'tingkat'), ('tingkat', 'dengar'), ('dengar', 'keluh')]"
['just'],[]
"['kurang', 'bagus', 'banyak', 'gelap']","[('kurang', 'bagus'), ('bagus', 'banyak'), ('banyak', 'gelap')]"
"['wahai', 'tolong', 'klok', 'niat', 'beri', 'naek', 'lejen', 'mending', 'ben', 'ajy', 'tres', 'cok', 'anjy']","[('wahai', 'tolong'), ('tolong', 'klok'), ('klok', 'niat'), ('niat', 'beri'), ('beri', 'naek'), ('naek', 'lejen'), ('lejen', 'mending'), ('mending', 'ben'), ('ben', 'ajy'), ('ajy', 'tres'), ('tres', 'cok'), ('cok', 'anjy')]"
['mantapp'],[]
['sampah'],[]
"['satu', 'menang', 'tiga', 'kalah', 'enggk', 'gitu', 'minimal', 'darksystembocil', 'mati', 'mulai', 'season', 'kemarin', 'mytic', 'gabisa']","[('satu', 'menang'), ('menang', 'tiga'), ('tiga', 'kalah'), ('kalah', 'enggk'), ('enggk', 'gitu'), ('gitu', 'minimal'), ('minimal', 'darksystembocil'), ('darksystembocil', 'mati'), ('mati', 'mulai'), ('mulai', 'season'), ('season', 'kemarin'), ('kemarin', 'mytic'), ('mytic', 'gabisa')]"
"['thing', 'best']","[('thing', 'best')]"
"['salah', 'bg', 'lose', 'ampe', 'gelap', 'epic']","[('salah', 'bg'), ('bg', 'lose'), ('lose', 'ampe'), ('ampe', 'gelap'), ('gelap', 'epic')]"
"['beuh', 'seru', 'bro']","[('beuh', 'seru'), ('seru', 'bro')]"
"['aplikasi', 'gelap', 'makin', 'kembang', 'bukan', 'makin', 'keren', 'makin', 'buruk', 'bubar', 'mnding', 'hps', 'plikasi', 'emosi']","[('aplikasi', 'gelap'), ('gelap', 'makin'), ('makin', 'kembang'), ('kembang', 'bukan'), ('bukan', 'makin'), ('makin', 'keren'), ('keren', 'makin'), ('makin', 'buruk'), ('buruk', 'bubar'), ('bubar', 'mnding'), ('mnding', 'hps'), ('hps', 'plikasi'), ('plikasi', 'emosi')]"
"['sampah', 'random', 'noob', 'guna', 'kill', 'banyak', 'selalu', 'kalah', 'uang', 'habis', 'skin', 'obrol', 'mute', 'melulu', 'sampah']","[('sampah', 'random'), ('random', 'noob'), ('noob', 'guna'), ('guna', 'kill'), ('kill', 'banyak'), ('banyak', 'selalu'), ('selalu', 'kalah'), ('kalah', 'uang'), ('uang', 'habis'), ('habis', 'skin'), ('skin', 'obrol'), ('obrol', 'mute'), ('mute', 'melulu'), ('melulu', 'sampah')]"
"['ls', 'anj']","[('ls', 'anj')]"
"['tolong', 'rusak', 'baru', 'kalah', 'begini', 'banyak', 'pindah']","[('tolong', 'rusak'), ('rusak', 'baru'), ('baru', 'kalah'), ('kalah', 'begini'), ('begini', 'banyak'), ('banyak', 'pindah')]"
"['ksih', 'lh', 'turun', 'kpn', 'mnang']","[('ksih', 'lh'), ('lh', 'turun'), ('turun', 'kpn'), ('kpn', 'mnang')]"
"['tolong', 'fix', 'bug', 'draft', 'lag', 'banget']","[('tolong', 'fix'), ('fix', 'bug'), ('bug', 'draft'), ('draft', 'lag'), ('lag', 'banget')]"
"['bagi', 'mula', 'belum', 'candu', 'jangan', 'slot', 'menang', 'kalah', 'sampai', 'rungkat', 'ketemu', 'dll']","[('bagi', 'mula'), ('mula', 'belum'), ('belum', 'candu'), ('candu', 'jangan'), ('jangan', 'slot'), ('slot', 'menang'), ('menang', 'kalah'), ('kalah', 'sampai'), ('sampai', 'rungkat'), ('rungkat', 'ketemu'), ('ketemu', 'dll')]"
"['detik', 'hancur', 'aamiin', 'sdh', 'mulai', 'kurang', 'playersnya', 'salah', 'satu', 'kawan', 'sdh', 'mls', 'bodoh', 'sampah', 'adil', 'bagi', 'teamnya']","[('detik', 'hancur'), ('hancur', 'aamiin'), ('aamiin', 'sdh'), ('sdh', 'mulai'), ('mulai', 'kurang'), ('kurang', 'playersnya'), ('playersnya', 'salah'), ('salah', 'satu'), ('satu', 'kawan'), ('kawan', 'sdh'), ('sdh', 'mls'), ('mls', 'bodoh'), ('bodoh', 'sampah'), ('sampah', 'adil'), ('adil', 'bagi'), ('bagi', 'teamnya')]"
"['paling', 'jelek']","[('paling', 'jelek')]"
"['buruk', 'lawan', 'tu', 'padan', 'buruk', 'masa', 'kontribusi', 'apaa']","[('buruk', 'lawan'), ('lawan', 'tu'), ('tu', 'padan'), ('padan', 'buruk'), ('buruk', 'masa'), ('masa', 'kontribusi'), ('kontribusi', 'apaa')]"
"['tolol', 'sudah', 'brpa', 'kalah', 'menang', 'kalah', 'sampek', 'gilak', 'gx', 'ad', 'otak', 'besok', 'baik', 'lg', 'jangan', 'gitu', 'nyengsarain']","[('tolol', 'sudah'), ('sudah', 'brpa'), ('brpa', 'kalah'), ('kalah', 'menang'), ('menang', 'kalah'), ('kalah', 'sampek'), ('sampek', 'gilak'), ('gilak', 'gx'), ('gx', 'ad'), ('ad', 'otak'), ('otak', 'besok'), ('besok', 'baik'), ('baik', 'lg'), ('lg', 'jangan'), ('jangan', 'gitu'), ('gitu', 'nyengsarain')]"
"['bintang', 'pilih', 'kurang', 'tegas', 'hadap', 'niat', 'ngefeed', 'dalam']","[('bintang', 'pilih'), ('pilih', 'kurang'), ('kurang', 'tegas'), ('tegas', 'hadap'), ('hadap', 'niat'), ('niat', 'ngefeed'), ('ngefeed', 'dalam')]"
['kontol'],[]
"['stres', 'menang', 'kalah', 'sampai', 'imbang', 'adil', 'beda', 'bagus', 'sekarang', 'anj']","[('stres', 'menang'), ('menang', 'kalah'), ('kalah', 'sampai'), ('sampai', 'imbang'), ('imbang', 'adil'), ('adil', 'beda'), ('beda', 'bagus'), ('bagus', 'sekarang'), ('sekarang', 'anj')]"
"['makin', 'makin', 'ruksak', 'masalah', 'lobby', 'hijau', 'drapick', 'hijau', 'masuk', 'freeze', 'putus', 'ampun', 'parah', 'benar', 'makin', 'ponsel', 'luas', 'alhasil', 'apk', 'nyaman', 'muak', 'gitu']","[('makin', 'makin'), ('makin', 'ruksak'), ('ruksak', 'masalah'), ('masalah', 'lobby'), ('lobby', 'hijau'), ('hijau', 'drapick'), ('drapick', 'hijau'), ('hijau', 'masuk'), ('masuk', 'freeze'), ('freeze', 'putus'), ('putus', 'ampun'), ('ampun', 'parah'), ('parah', 'benar'), ('benar', 'makin'), ('makin', 'ponsel'), ('ponsel', 'luas'), ('luas', 'alhasil'), ('alhasil', 'apk'), ('apk', 'nyaman'), ('nyaman', 'muak'), ('muak', 'gitu')]"
"['jelas', 'banyak', 'bot']","[('jelas', 'banyak'), ('banyak', 'bot')]"
['kontol'],[]
"['knpa', 'skrng', 'jringn', 'bgus', 'lag', 'jringan', 'ijo', 'klau', 'merah', 'slh', 'mh', 'hijo', 'jringn', 'merah']","[('knpa', 'skrng'), ('skrng', 'jringn'), ('jringn', 'bgus'), ('bgus', 'lag'), ('lag', 'jringan'), ('jringan', 'ijo'), ('ijo', 'klau'), ('klau', 'merah'), ('merah', 'slh'), ('slh', 'mh'), ('mh', 'hijo'), ('hijo', 'jringn'), ('jringn', 'merah')]"
"['tanding', 'atur', 'biar', 'naikini', 'paling', 'jengkel']","[('tanding', 'atur'), ('atur', 'biar'), ('biar', 'naikini'), ('naikini', 'paling'), ('paling', 'jengkel')]"
"['pernah', 'adil', 'dalam', 'tanding', 'gajelas', 'dalam', 'rankednya', 'lawan', 'tier', 'ranknya']","[('pernah', 'adil'), ('adil', 'dalam'), ('dalam', 'tanding'), ('tanding', 'gajelas'), ('gajelas', 'dalam'), ('dalam', 'rankednya'), ('rankednya', 'lawan'), ('lawan', 'tier'), ('tier', 'ranknya')]"
"['kecewa', 'masa', 'musuh', 'jago', 'sendiri', 'lolot', 'lag', 'parah']","[('kecewa', 'masa'), ('masa', 'musuh'), ('musuh', 'jago'), ('jago', 'sendiri'), ('sendiri', 'lolot'), ('lolot', 'lag'), ('lag', 'parah')]"
"['cape', 'ketemu', 'poke', 'musuh', 'jago', 'jangan', 'gamau', 'stres']","[('cape', 'ketemu'), ('ketemu', 'poke'), ('poke', 'musuh'), ('musuh', 'jago'), ('jago', 'jangan'), ('jangan', 'gamau'), ('gamau', 'stres')]"
"['sampah', 'gelap', 'pisah', 'partian', 'anj', 'busuk']","[('sampah', 'gelap'), ('gelap', 'pisah'), ('pisah', 'partian'), ('partian', 'anj'), ('anj', 'busuk')]"
"['yangg', 'bot', 'musuh', 'jagoo', 'gakk', 'suu']","[('yangg', 'bot'), ('bot', 'musuh'), ('musuh', 'jagoo'), ('jagoo', 'gakk'), ('gakk', 'suu')]"
"['sinya', 'penuh', 'ngeleh', 'tolol', 'tolol', 'asu']","[('sinya', 'penuh'), ('penuh', 'ngeleh'), ('ngeleh', 'tolol'), ('tolol', 'tolol'), ('tolol', 'asu')]"
"['jelek', 'ls', 'buruk']","[('jelek', 'ls'), ('ls', 'buruk')]"
"['babi', 'stak', 'epik', 'babi', 'klonnga', 'musuh', 'full', 'mitik', 'begok']","[('babi', 'stak'), ('stak', 'epik'), ('epik', 'babi'), ('babi', 'klonnga'), ('klonnga', 'musuh'), ('musuh', 'full'), ('full', 'mitik'), ('mitik', 'begok')]"
"['punya', 'hati', 'jelas', 'menang', 'kalah', 'ngilangin', 'stres']","[('punya', 'hati'), ('hati', 'jelas'), ('jelas', 'menang'), ('menang', 'kalah'), ('kalah', 'ngilangin'), ('ngilangin', 'stres')]"
"['lawan', 'menang', 'kalah', 'apapa', 'masalah']","[('lawan', 'menang'), ('menang', 'kalah'), ('kalah', 'apapa'), ('apapa', 'masalah')]"
"['buruk', 'merah', 'pdhl', 'nonton', 'yt', 'roblox', 'lancar', 'jaya', 'buruk', 'ubah']","[('buruk', 'merah'), ('merah', 'pdhl'), ('pdhl', 'nonton'), ('nonton', 'yt'), ('yt', 'roblox'), ('roblox', 'lancar'), ('lancar', 'jaya'), ('jaya', 'buruk'), ('buruk', 'ubah')]"
"['porno', 'rusak', 'mental', 'pikir']","[('porno', 'rusak'), ('rusak', 'mental'), ('mental', 'pikir')]"
"['kagak', 'adil', 'kontol', 'asu']","[('kagak', 'adil'), ('adil', 'kontol'), ('kontol', 'asu')]"
"['gamek', 'ontol', 'lag', 'ngentod']","[('gamek', 'ontol'), ('ontol', 'lag'), ('lag', 'ngentod')]"
"['woy', 'musnah']","[('woy', 'musnah')]"
"['tahu', 'jika', 'tagih', 'sportif', 'curang', 'curang', 'beri', 'teman', 'komputer', 'sendiri', 'nickname', 'hampir', 'biasa', 'angkanyakalau', 'laku', 'curang', 'tagih', 'salah', 'justru', 'hapus']","[('tahu', 'jika'), ('jika', 'tagih'), ('tagih', 'sportif'), ('sportif', 'curang'), ('curang', 'curang'), ('curang', 'beri'), ('beri', 'teman'), ('teman', 'komputer'), ('komputer', 'sendiri'), ('sendiri', 'nickname'), ('nickname', 'hampir'), ('hampir', 'biasa'), ('biasa', 'angkanyakalau'), ('angkanyakalau', 'laku'), ('laku', 'curang'), ('curang', 'tagih'), ('tagih', 'salah'), ('salah', 'justru'), ('justru', 'hapus')]"
"['kontol', 'anjing']","[('kontol', 'anjing')]"
['mantap'],[]
"['kasi', 'baik', 'muntun', 'jgan', 'kasi', 'gelap', 'lahh']","[('kasi', 'baik'), ('baik', 'muntun'), ('muntun', 'jgan'), ('jgan', 'kasi'), ('kasi', 'gelap'), ('gelap', 'lahh')]"
"['bane', 'mohon', 'sesuikan']","[('bane', 'mohon'), ('mohon', 'sesuikan')]"
"['hehh', 'bagus', 'capek', 'bintang', 'bagus', 'kau', 'bagus', 'kau', 'bintang']","[('hehh', 'bagus'), ('bagus', 'capek'), ('capek', 'bintang'), ('bintang', 'bagus'), ('bagus', 'kau'), ('kau', 'bagus'), ('bagus', 'kau'), ('kau', 'bintang')]"
"['masalah', 'imbang', 'total', 'tanding', 'k', 'ketemu', 'sampai', 'kocak', 'rusak']","[('masalah', 'imbang'), ('imbang', 'total'), ('total', 'tanding'), ('tanding', 'k'), ('k', 'ketemu'), ('ketemu', 'sampai'), ('sampai', 'kocak'), ('kocak', 'rusak')]"
"['yey', 'ws', 'smaa', 'mimin', 'syg', 'mimin']","[('yey', 'ws'), ('ws', 'smaa'), ('smaa', 'mimin'), ('mimin', 'syg'), ('syg', 'mimin')]"
"['akun', 'kena', 'ban']","[('akun', 'kena'), ('kena', 'ban')]"
"['bagus', 'tolong', 'baik', 'machmaking', 'sampah', 'mythic', 'masa', 'ketemu', 'sedang', 'pihak', 'lawan', 'mythic', 'tolong', 'baik', 'machmaking', 'adil']","[('bagus', 'tolong'), ('tolong', 'baik'), ('baik', 'machmaking'), ('machmaking', 'sampah'), ('sampah', 'mythic'), ('mythic', 'masa'), ('masa', 'ketemu'), ('ketemu', 'sedang'), ('sedang', 'pihak'), ('pihak', 'lawan'), ('lawan', 'mythic'), ('mythic', 'tolong'), ('tolong', 'baik'), ('baik', 'machmaking'), ('machmaking', 'adil')]"
"['seru', 'santai']","[('seru', 'santai')]"
"['bodoh', 'rusak', 'tolo', 'tolo']","[('bodoh', 'rusak'), ('rusak', 'tolo'), ('tolo', 'tolo')]"
['busuk'],[]
"['culas', 'busuk', 'wajar', 'ketemu', 'musuh', 'buruk', 'gerak', 'mati', 'langsung', 'lancar']","[('culas', 'busuk'), ('busuk', 'wajar'), ('wajar', 'ketemu'), ('ketemu', 'musuh'), ('musuh', 'buruk'), ('buruk', 'gerak'), ('gerak', 'mati'), ('mati', 'langsung'), ('langsung', 'lancar')]"
"['akun', 'hubung', 'sudah', 'beberapa', 'coba', 'tetap', 'hubung', 'tolong', 'arah']","[('akun', 'hubung'), ('hubung', 'sudah'), ('sudah', 'beberapa'), ('beberapa', 'coba'), ('coba', 'tetap'), ('tetap', 'hubung'), ('hubung', 'tolong'), ('tolong', 'arah')]"
"['wah', 'gmnya', 'bagus', 'gerafiknya', 'bagus', 'derak', 'bananyak', 'coba', 'banyak', 'darak', 'jamin', 'alam', 'seta', 'seson']","[('wah', 'gmnya'), ('gmnya', 'bagus'), ('bagus', 'gerafiknya'), ('gerafiknya', 'bagus'), ('bagus', 'derak'), ('derak', 'bananyak'), ('bananyak', 'coba'), ('coba', 'banyak'), ('banyak', 'darak'), ('darak', 'jamin'), ('jamin', 'alam'), ('alam', 'seta'), ('seta', 'seson')]"
['oke'],[]
['lacur'],[]
"['ko', 'makin', 'ngeselin', 'yaa', 'lag', 'parah', 'merah', 'gerak', 'tar', 'jalan', 'sndiri', 'bunuh', 'ngeselin', 'banget', 'asli', 'buka', 'yt', 'kualitas', 'hd', 'ttp', 'jalan']","[('ko', 'makin'), ('makin', 'ngeselin'), ('ngeselin', 'yaa'), ('yaa', 'lag'), ('lag', 'parah'), ('parah', 'merah'), ('merah', 'gerak'), ('gerak', 'tar'), ('tar', 'jalan'), ('jalan', 'sndiri'), ('sndiri', 'bunuh'), ('bunuh', 'ngeselin'), ('ngeselin', 'banget'), ('banget', 'asli'), ('asli', 'buka'), ('buka', 'yt'), ('yt', 'kualitas'), ('kualitas', 'hd'), ('hd', 'ttp'), ('ttp', 'jalan')]"
"['musuh', 'imbang', 'adil', 'seru']","[('musuh', 'imbang'), ('imbang', 'adil'), ('adil', 'seru')]"
"['selesai', 'draf', 'selalu', 'lag', 'parah', 'bagus']","[('selesai', 'draf'), ('draf', 'selalu'), ('selalu', 'lag'), ('lag', 'parah'), ('parah', 'bagus')]"
"['bagus', 'suka', 'role', 'guna', 'role', 'role', 'dapt']","[('bagus', 'suka'), ('suka', 'role'), ('role', 'guna'), ('guna', 'role'), ('role', 'role'), ('role', 'dapt')]"
"['sinyal', 'bagus', 'support', 'ngk', 'gerak']","[('sinyal', 'bagus'), ('bagus', 'support'), ('support', 'ngk'), ('ngk', 'gerak')]"
"['fedder', 'ngk', 'imbang']","[('fedder', 'ngk'), ('ngk', 'imbang')]"
"['buruk', 'benar', 'masa', 'musuh', 'sulit', 'keras', 'trol', 'feeder', 'mana', 'suka', 'lag', 'tibatiba', 'makin', 'makin', 'parah']","[('buruk', 'benar'), ('benar', 'masa'), ('masa', 'musuh'), ('musuh', 'sulit'), ('sulit', 'keras'), ('keras', 'trol'), ('trol', 'feeder'), ('feeder', 'mana'), ('mana', 'suka'), ('suka', 'lag'), ('lag', 'tibatiba'), ('tibatiba', 'makin'), ('makin', 'makin'), ('makin', 'parah')]"
"['anjing', 'cape', 'cape', 'naekin', 'ketemu', 'epic', 'muluu']","[('anjing', 'cape'), ('cape', 'cape'), ('cape', 'naekin'), ('naekin', 'ketemu'), ('ketemu', 'epic'), ('epic', 'muluu')]"
"['hei', 'beri', 'jangan', 'duo', 'trio', 'tolol', 'duotrio', 'tolol']","[('hei', 'beri'), ('beri', 'jangan'), ('jangan', 'duo'), ('duo', 'trio'), ('trio', 'tolol'), ('tolol', 'duotrio'), ('duotrio', 'tolol')]"
"['sinyal', 'full', 'hijau', 'aneh', 'lag', 'parah', 'sampai', 'kira', 'afk', 'benar', 'benar', 'rugi']","[('sinyal', 'full'), ('full', 'hijau'), ('hijau', 'aneh'), ('aneh', 'lag'), ('lag', 'parah'), ('parah', 'sampai'), ('sampai', 'kira'), ('kira', 'afk'), ('afk', 'benar'), ('benar', 'benar'), ('benar', 'rugi')]"
"['lag', 'ngentod']","[('lag', 'ngentod')]"
"['matching', 'gajelas']","[('matching', 'gajelas')]"
"['biasa', 'gelap', 'pasti', 'jumping', 'sinyal', 'oke']","[('biasa', 'gelap'), ('gelap', 'pasti'), ('pasti', 'jumping'), ('jumping', 'sinyal'), ('sinyal', 'oke')]"
['kontoll'],[]
"['baik', 'noh', 'bug']","[('baik', 'noh'), ('noh', 'bug')]"
"['bug', 'coba', 'report', 'masalah', 'atas', 'balas', 'report']","[('bug', 'coba'), ('coba', 'report'), ('report', 'masalah'), ('masalah', 'atas'), ('atas', 'balas'), ('balas', 'report')]"
"['kasi', 'musuh', 'sm', 'musuh', 'jago', 'gabisa']","[('kasi', 'musuh'), ('musuh', 'sm'), ('sm', 'musuh'), ('musuh', 'jago'), ('jago', 'gabisa')]"
"['ngilangin', 'stres', 'ehh', 'tambah', 'stres', 'gaush', 'gila', 'ntr']","[('ngilangin', 'stres'), ('stres', 'ehh'), ('ehh', 'tambah'), ('tambah', 'stres'), ('stres', 'gaush'), ('gaush', 'gila'), ('gila', 'ntr')]"
['buruk'],[]
"['ganti', 'akun', 'cuma', 'arah', 'pusat', 'akun', 'ikut', 'arah', 'customer', 'servis', 'emosi', 'kadang', 'kode', 'verifikasi', 'salah', 'ganti', 'akun', 'email', 'google', 'sudah', 'benar', 'masukin']","[('ganti', 'akun'), ('akun', 'cuma'), ('cuma', 'arah'), ('arah', 'pusat'), ('pusat', 'akun'), ('akun', 'ikut'), ('ikut', 'arah'), ('arah', 'customer'), ('customer', 'servis'), ('servis', 'emosi'), ('emosi', 'kadang'), ('kadang', 'kode'), ('kode', 'verifikasi'), ('verifikasi', 'salah'), ('salah', 'ganti'), ('ganti', 'akun'), ('akun', 'email'), ('email', 'google'), ('google', 'sudah'), ('sudah', 'benar'), ('benar', 'masukin')]"
"['kenapa', 'suara', 'hiro', 'dalam', 'ngak', 'hilang']","[('kenapa', 'suara'), ('suara', 'hiro'), ('hiro', 'dalam'), ('dalam', 'ngak'), ('ngak', 'hilang')]"
"['mikir', 'susah', 'komunikasi', 'gelap', 'aneh']","[('mikir', 'susah'), ('susah', 'komunikasi'), ('komunikasi', 'gelap'), ('gelap', 'aneh')]"
['good'],[]
"['kenapa', 'sekarang', 'selesai', 'yapping', 'bujang', 'bungkam', 'timkukuat']","[('kenapa', 'sekarang'), ('sekarang', 'selesai'), ('selesai', 'yapping'), ('yapping', 'bujang'), ('bujang', 'bungkam'), ('bungkam', 'timkukuat')]"
"['yatempiyatu', 'asu', 'ngekei', 'goblog', 'kabeh', 'meh', 'munggah', 'mitik', 'e', 'angel', 'e', 'asu', 'jembot']","[('yatempiyatu', 'asu'), ('asu', 'ngekei'), ('ngekei', 'goblog'), ('goblog', 'kabeh'), ('kabeh', 'meh'), ('meh', 'munggah'), ('munggah', 'mitik'), ('mitik', 'e'), ('e', 'angel'), ('angel', 'e'), ('e', 'asu'), ('asu', 'jembot')]"
"['jelas', 'makin', 'lama', 'makin', 'hilang', 'sampah']","[('jelas', 'makin'), ('makin', 'lama'), ('lama', 'makin'), ('makin', 'hilang'), ('hilang', 'sampah')]"
"['sudah', 'session', 'makin', 'njng', 'moontonnya', 'menang', 'lanjut', 'jangan', 'harap', 'menang', 'darksystemnya', 'ngotak', 'developer', 'selalu', 'binatang', 'buruk', 'su', 'sampai', 'kapan', 'imbang', 'dalam']","[('sudah', 'session'), ('session', 'makin'), ('makin', 'njng'), ('njng', 'moontonnya'), ('moontonnya', 'menang'), ('menang', 'lanjut'), ('lanjut', 'jangan'), ('jangan', 'harap'), ('harap', 'menang'), ('menang', 'darksystemnya'), ('darksystemnya', 'ngotak'), ('ngotak', 'developer'), ('developer', 'selalu'), ('selalu', 'binatang'), ('binatang', 'buruk'), ('buruk', 'su'), ('su', 'sampai'), ('sampai', 'kapan'), ('kapan', 'imbang'), ('imbang', 'dalam')]"
['lawak'],[]
"['lot', 'baru', 'rang', 'kredit', 'skor', 'babi', 'kau', 'gelap', 'parah']","[('lot', 'baru'), ('baru', 'rang'), ('rang', 'kredit'), ('kredit', 'skor'), ('skor', 'babi'), ('babi', 'kau'), ('kau', 'gelap'), ('gelap', 'parah')]"
"['menang', 'kalah', 'sampai', 'lima']","[('menang', 'kalah'), ('kalah', 'sampai'), ('sampai', 'lima')]"
"['peerbaiki', 'sinyal', 'jngan', 'banyak', 'event']","[('peerbaiki', 'sinyal'), ('sinyal', 'jngan'), ('jngan', 'banyak'), ('banyak', 'event')]"
"['seru', 'tantang', 'sukapake', 'lancelot']","[('seru', 'tantang'), ('tantang', 'sukapake'), ('sukapake', 'lancelot')]"
['normal'],[]
"['makin', 'server', 'lag', 'anj']","[('makin', 'server'), ('server', 'lag'), ('lag', 'anj')]"
"['kenapa', 'kalahh', 'teruss', 'ton', 'capemonton', 'kasi', 'apaa', 'kenapa', 'susang', 'benget', 'keluar', 'legendsmonton', 'gamau', 'lose', 'cape']","[('kenapa', 'kalahh'), ('kalahh', 'teruss'), ('teruss', 'ton'), ('ton', 'capemonton'), ('capemonton', 'kasi'), ('kasi', 'apaa'), ('apaa', 'kenapa'), ('kenapa', 'susang'), ('susang', 'benget'), ('benget', 'keluar'), ('keluar', 'legendsmonton'), ('legendsmonton', 'gamau'), ('gamau', 'lose'), ('lose', 'cape')]"
"['lag', 'ping', 'merah', 'busuk']","[('lag', 'ping'), ('ping', 'merah'), ('merah', 'busuk')]"
"['manajemen', 'milih', 'seluruh', 'cuma', 'indonesia', 'internetnya', 'lambat', 'paksa', 'semua', 'kentang', 'lag', 'brutal', 'pilih', 'mana', 'momen', 'penting', 'tentu', 'menang', 'buah']","[('manajemen', 'milih'), ('milih', 'seluruh'), ('seluruh', 'cuma'), ('cuma', 'indonesia'), ('indonesia', 'internetnya'), ('internetnya', 'lambat'), ('lambat', 'paksa'), ('paksa', 'semua'), ('semua', 'kentang'), ('kentang', 'lag'), ('lag', 'brutal'), ('brutal', 'pilih'), ('pilih', 'mana'), ('mana', 'momen'), ('momen', 'penting'), ('penting', 'tentu'), ('tentu', 'menang'), ('menang', 'buah')]"
"['pokimai', 'masuk', 'akal', 'sedang', 'musuh', 'jago', 'poqi']","[('pokimai', 'masuk'), ('masuk', 'akal'), ('akal', 'sedang'), ('sedang', 'musuh'), ('musuh', 'jago'), ('jago', 'poqi')]"
"['binatang', 'beri', 'hapus', 'banyak', 'bug', 'update', 'sekian', 'wasalam']","[('binatang', 'beri'), ('beri', 'hapus'), ('hapus', 'banyak'), ('banyak', 'bug'), ('bug', 'update'), ('update', 'sekian'), ('sekian', 'wasalam')]"
['aneh'],[]
"['seru', 'banget', 'sudah', 'th', 'bosen', 'bosen']","[('seru', 'banget'), ('banget', 'sudah'), ('sudah', 'th'), ('th', 'bosen'), ('bosen', 'bosen')]"
"['season', 'kemarin', 'cuam', 'puterputer', 'menang', 'kalah', 'naik', 'enggak', 'turun', 'enggak', 'stuck', 'situ', 'macth', 'mvp', 'kalah', 'menang', 'mvp', 'privilege']","[('season', 'kemarin'), ('kemarin', 'cuam'), ('cuam', 'puterputer'), ('puterputer', 'menang'), ('menang', 'kalah'), ('kalah', 'naik'), ('naik', 'enggak'), ('enggak', 'turun'), ('turun', 'enggak'), ('enggak', 'stuck'), ('stuck', 'situ'), ('situ', 'macth'), ('macth', 'mvp'), ('mvp', 'kalah'), ('kalah', 'menang'), ('menang', 'mvp'), ('mvp', 'privilege')]"
"['sekrang', 'ngasi', 'tolol', 'semua']","[('sekrang', 'ngasi'), ('ngasi', 'tolol'), ('tolol', 'semua')]"
"['like', 'it']","[('like', 'it')]"
"['rusak', 'masalah']","[('rusak', 'masalah')]"
"['jelas', 'd', 'kurang', 'kredit', 'skor', 'ngga', 'ngapa', 'ngapain']","[('jelas', 'd'), ('d', 'kurang'), ('kurang', 'kredit'), ('kredit', 'skor'), ('skor', 'ngga'), ('ngga', 'ngapa'), ('ngapa', 'ngapain')]"
"['suka', 'lag', 'karuan', 'pen', 'lag', 'bagus', 'tolong', 'jangan', 'rusak', 'nyaman']","[('suka', 'lag'), ('lag', 'karuan'), ('karuan', 'pen'), ('pen', 'lag'), ('lag', 'bagus'), ('bagus', 'tolong'), ('tolong', 'jangan'), ('jangan', 'rusak'), ('rusak', 'nyaman')]"
"['gemm', 'jembot', 'kontol', 'asu', 'tempek', 'keok', 'akeh', 'gelap', 'coknasu']","[('gemm', 'jembot'), ('jembot', 'kontol'), ('kontol', 'asu'), ('asu', 'tempek'), ('tempek', 'keok'), ('keok', 'akeh'), ('akeh', 'gelap'), ('gelap', 'coknasu')]"
