stopwords_removed,bigrams_mlbb
"['ngapasi', 'lag', 'make', 'kouta', 'lag', 'kontes', 'lord', 'lag']","[('ngapasi', 'lag'), ('lag', 'make'), ('make', 'kouta'), ('kouta', 'lag'), ('lag', 'kontes'), ('kontes', 'lord'), ('lord', 'lag')]"
"['babi', 'gemar', 'banyak', 'pernah', 'baik', 'diam', 'mending', 'lebih', 'asik']","[('babi', 'gemar'), ('gemar', 'banyak'), ('banyak', 'pernah'), ('pernah', 'baik'), ('baik', 'diam'), ('diam', 'mending'), ('mending', 'lebih'), ('lebih', 'asik')]"
"['overall', 'bagus', 'masa', 'besar', 'iya', 'jelas', 'gajelas', 'inti', 'minggu', 'kemaren', 'menang', 'please', 'mohon', 'banget', 'baik', 'ulang', 'gi', 'grandmaster', 'kompak', 'masa', 'atas', 'susah', 'banget']","[('overall', 'bagus'), ('bagus', 'masa'), ('masa', 'besar'), ('besar', 'iya'), ('iya', 'jelas'), ('jelas', 'gajelas'), ('gajelas', 'inti'), ('inti', 'minggu'), ('minggu', 'kemaren'), ('kemaren', 'menang'), ('menang', 'please'), ('please', 'mohon'), ('mohon', 'banget'), ('banget', 'baik'), ('baik', 'ulang'), ('ulang', 'gi'), ('gi', 'grandmaster'), ('grandmaster', 'kompak'), ('kompak', 'masa'), ('masa', 'atas'), ('atas', 'susah'), ('susah', 'banget')]"
"['woy', 'cok', 'dancok', 'gamr', 'mu', 'koyok', 'gatell', 'asu', 'kirekk', 'dancok']","[('woy', 'cok'), ('cok', 'dancok'), ('dancok', 'gamr'), ('gamr', 'mu'), ('mu', 'koyok'), ('koyok', 'gatell'), ('gatell', 'asu'), ('asu', 'kirekk'), ('kirekk', 'dancok')]"
"['busuk', 'server', 'aneh', 'kalah', 'mach', 'aneh', 'busuk', 'sedang', 'musuh', 'bagus', 'sudah', 'ganti', 'akun', 'baru', 'tetap', 'grafik', 'bagusin', 'event', 'banyakin', 'play', 'benahin', 'tetap', 'busuk', 'sen', 'tolol', 'mach', 'imbang']","[('busuk', 'server'), ('server', 'aneh'), ('aneh', 'kalah'), ('kalah', 'mach'), ('mach', 'aneh'), ('aneh', 'busuk'), ('busuk', 'sedang'), ('sedang', 'musuh'), ('musuh', 'bagus'), ('bagus', 'sudah'), ('sudah', 'ganti'), ('ganti', 'akun'), ('akun', 'baru'), ('baru', 'tetap'), ('tetap', 'grafik'), ('grafik', 'bagusin'), ('bagusin', 'event'), ('event', 'banyakin'), ('banyakin', 'play'), ('play', 'benahin'), ('benahin', 'tetap'), ('tetap', 'busuk'), ('busuk', 'sen'), ('sen', 'tolol'), ('tolol', 'mach'), ('mach', 'imbang')]"
['kalah'],[]
"['kenapa', 'sudah', 'update', 'sekarang', 'lebih', 'terputuskoneksi', 'lambatdelayy', 'ganggu', 'kenceng', 'wifidataa']","[('kenapa', 'sudah'), ('sudah', 'update'), ('update', 'sekarang'), ('sekarang', 'lebih'), ('lebih', 'terputuskoneksi'), ('terputuskoneksi', 'lambatdelayy'), ('lambatdelayy', 'ganggu'), ('ganggu', 'kenceng'), ('kenceng', 'wifidataa')]"
"['woy', 'developer', 'makin', 'update', 'makin', 'busuk', 'bug', 'benar', 'rusak', 'server', 'busuk', 'ngaco', 'bug', 'update', 'makin', 'parah']","[('woy', 'developer'), ('developer', 'makin'), ('makin', 'update'), ('update', 'makin'), ('makin', 'busuk'), ('busuk', 'bug'), ('bug', 'benar'), ('benar', 'rusak'), ('rusak', 'server'), ('server', 'busuk'), ('busuk', 'ngaco'), ('ngaco', 'bug'), ('bug', 'update'), ('update', 'makin'), ('makin', 'parah')]"
"['tolong', 'beri', 'benar']","[('tolong', 'beri'), ('beri', 'benar')]"
"['please', 'fix', 'you', 'server', 'because', 'lag', 'play', 'if', 'used', 'wify', 'and', 'plaese', 'fix', 'chaeter', 'this', 'oke', 'if', 'you', 'already', 'fix', 'lag', 'and', 'cheater', 'wa', 'nt', 'gift', 'you', 'stars', 'oke']","[('please', 'fix'), ('fix', 'you'), ('you', 'server'), ('server', 'because'), ('because', 'lag'), ('lag', 'play'), ('play', 'if'), ('if', 'used'), ('used', 'wify'), ('wify', 'and'), ('and', 'plaese'), ('plaese', 'fix'), ('fix', 'chaeter'), ('chaeter', 'this'), ('this', 'oke'), ('oke', 'if'), ('if', 'you'), ('you', 'already'), ('already', 'fix'), ('fix', 'lag'), ('lag', 'and'), ('and', 'cheater'), ('cheater', 'wa'), ('wa', 'nt'), ('nt', 'gift'), ('gift', 'you'), ('you', 'stars'), ('stars', 'oke')]"
"['taik', 'lostrek']","[('taik', 'lostrek')]"
"['sumpah', 'matckingnya', 'lama', 'banget', 'cuma', 'rool', 'sumpag', 'ngotak', 'lama']","[('sumpah', 'matckingnya'), ('matckingnya', 'lama'), ('lama', 'banget'), ('banget', 'cuma'), ('cuma', 'rool'), ('rool', 'sumpag'), ('sumpag', 'ngotak'), ('ngotak', 'lama')]"
"['pantes', 'ktemu', 'becus', 'sinyal', 'lag', 'sendiri', 'hapus', 'play', 'store']","[('pantes', 'ktemu'), ('ktemu', 'becus'), ('becus', 'sinyal'), ('sinyal', 'lag'), ('lag', 'sendiri'), ('sendiri', 'hapus'), ('hapus', 'play'), ('play', 'store')]"
"['jelas', 'lama', 'digabungin', 'semua', 'bocil', 'resah', 'gendong', 'lama', 'males', 'sumpah', 'digabungin', 'tot']","[('jelas', 'lama'), ('lama', 'digabungin'), ('digabungin', 'semua'), ('semua', 'bocil'), ('bocil', 'resah'), ('resah', 'gendong'), ('gendong', 'lama'), ('lama', 'males'), ('males', 'sumpah'), ('sumpah', 'digabungin'), ('digabungin', 'tot')]"
"['knapa', 'ketemu', 'top', 'global', 'sentuh', 'top', 'provinsi', 'belum', 'blas']","[('knapa', 'ketemu'), ('ketemu', 'top'), ('top', 'global'), ('global', 'sentuh'), ('sentuh', 'top'), ('top', 'provinsi'), ('provinsi', 'belum'), ('belum', 'blas')]"
"['tolong', 'misal', 'chat', 'masuk', 'sensitif', 'ilangin', 'minimal', 'kocak', 'biar', 'plonga', 'plongo', 'nungguin', 'balesin', 'chat', 'nyata', 'emg', 'kirim']","[('tolong', 'misal'), ('misal', 'chat'), ('chat', 'masuk'), ('masuk', 'sensitif'), ('sensitif', 'ilangin'), ('ilangin', 'minimal'), ('minimal', 'kocak'), ('kocak', 'biar'), ('biar', 'plonga'), ('plonga', 'plongo'), ('plongo', 'nungguin'), ('nungguin', 'balesin'), ('balesin', 'chat'), ('chat', 'nyata'), ('nyata', 'emg'), ('emg', 'kirim')]"
['tres'],[]
"['anjing', 'pay', 'win', 'bangsat']","[('anjing', 'pay'), ('pay', 'win'), ('win', 'bangsat')]"
"['hilang', 'stres', 'selalu', 'stres', 'garagara', 'banyak', 'ngerti']","[('hilang', 'stres'), ('stres', 'selalu'), ('selalu', 'stres'), ('stres', 'garagara'), ('garagara', 'banyak'), ('banyak', 'ngerti')]"
"['bedain', 'skill', 'playernya', 'masa', 'jago', 'dongo', 'mana', 'musuh', 'jago', 'mytic', 'masa', 'nasih', 'epick', 'aneh', 'oon']","[('bedain', 'skill'), ('skill', 'playernya'), ('playernya', 'masa'), ('masa', 'jago'), ('jago', 'dongo'), ('dongo', 'mana'), ('mana', 'musuh'), ('musuh', 'jago'), ('jago', 'mytic'), ('mytic', 'masa'), ('masa', 'nasih'), ('nasih', 'epick'), ('epick', 'aneh'), ('aneh', 'oon')]"
['seru'],[]
"['jelek', 'banget', 'drafpick', 'oot', 'semua', 'benar']","[('jelek', 'banget'), ('banget', 'drafpick'), ('drafpick', 'oot'), ('oot', 'semua'), ('semua', 'benar')]"
"['kon', 'tol', 'lawan', 'keras', 'iya', 'kelas', 'ajg', 'naikin', 'bintang', 'susah', 'minta', 'ampun', 'kocak', 'beri', 'cacat', 'gelap', 'taeklah', 'makin', 'lama', 'seru', 'imbang', 'beri', 'dasar', 'ajg', 'moontoon', 'asu']","[('kon', 'tol'), ('tol', 'lawan'), ('lawan', 'keras'), ('keras', 'iya'), ('iya', 'kelas'), ('kelas', 'ajg'), ('ajg', 'naikin'), ('naikin', 'bintang'), ('bintang', 'susah'), ('susah', 'minta'), ('minta', 'ampun'), ('ampun', 'kocak'), ('kocak', 'beri'), ('beri', 'cacat'), ('cacat', 'gelap'), ('gelap', 'taeklah'), ('taeklah', 'makin'), ('makin', 'lama'), ('lama', 'seru'), ('seru', 'imbang'), ('imbang', 'beri'), ('beri', 'dasar'), ('dasar', 'ajg'), ('ajg', 'moontoon'), ('moontoon', 'asu')]"
"['matcmaking', 'buruk', 'ktmu', 'musuh', 'jago', 'buruk', 'afk', 'dll', 'gajelas', 'banyak', 'joki', 'jd', 'sakarepmu']","[('matcmaking', 'buruk'), ('buruk', 'ktmu'), ('ktmu', 'musuh'), ('musuh', 'jago'), ('jago', 'buruk'), ('buruk', 'afk'), ('afk', 'dll'), ('dll', 'gajelas'), ('gajelas', 'banyak'), ('banyak', 'joki'), ('joki', 'jd'), ('jd', 'sakarepmu')]"
"['bagai', 'user', 'layla', 'kecewauntuk', 'skin', 'layla', 'tema', 'nexus', 'sea', 'jangan', 'ubah', 'skin', 'benar', 'suka', 'desain', 'skinnya', 'tolong', 'jangan', 'ubah', 'skin', 'sudah', 'nunggu', 'skin', 'layla', 'baru', 'nyata', 'serius', 'rilissaya', 'sudah', 'nunggu', 'berapa', 'bulan', 'skin', 'layla', 'desain']","[('bagai', 'user'), ('user', 'layla'), ('layla', 'kecewauntuk'), ('kecewauntuk', 'skin'), ('skin', 'layla'), ('layla', 'tema'), ('tema', 'nexus'), ('nexus', 'sea'), ('sea', 'jangan'), ('jangan', 'ubah'), ('ubah', 'skin'), ('skin', 'benar'), ('benar', 'suka'), ('suka', 'desain'), ('desain', 'skinnya'), ('skinnya', 'tolong'), ('tolong', 'jangan'), ('jangan', 'ubah'), ('ubah', 'skin'), ('skin', 'sudah'), ('sudah', 'nunggu'), ('nunggu', 'skin'), ('skin', 'layla'), ('layla', 'baru'), ('baru', 'nyata'), ('nyata', 'serius'), ('serius', 'rilissaya'), ('rilissaya', 'sudah'), ('sudah', 'nunggu'), ('nunggu', 'berapa'), ('berapa', 'bulan'), ('bulan', 'skin'), ('skin', 'layla'), ('layla', 'desain')]"
"['mooton', 'makin', 'makin', 'jelas', 'ngapain', 'turun', 'season', 'segala', 'tolol', 'amat']","[('mooton', 'makin'), ('makin', 'makin'), ('makin', 'jelas'), ('jelas', 'ngapain'), ('ngapain', 'turun'), ('turun', 'season'), ('season', 'segala'), ('segala', 'tolol'), ('tolol', 'amat')]"
"['tahu', 'kenapa', 'bisu', 'percakapanmute', 'mulai', 'kena', 'teman', 'bagus', 'mulai', 'asik']","[('tahu', 'kenapa'), ('kenapa', 'bisu'), ('bisu', 'percakapanmute'), ('percakapanmute', 'mulai'), ('mulai', 'kena'), ('kena', 'teman'), ('teman', 'bagus'), ('bagus', 'mulai'), ('mulai', 'asik')]"
"['darak', 'terlalu', 'banyak']","[('darak', 'terlalu'), ('terlalu', 'banyak')]"
['vinagriil'],[]
"['tambah', 'streas', 'asu', 'senggel', 'mene']","[('tambah', 'streas'), ('streas', 'asu'), ('asu', 'senggel'), ('senggel', 'mene')]"
"['susah', 'naik', 'makin', 'lama', 'makin', 'bosen']","[('susah', 'naik'), ('naik', 'makin'), ('makin', 'lama'), ('lama', 'makin'), ('makin', 'bosen')]"
['bagus'],[]
"['teman', 'ngotak', 'sedikit', 'babi']","[('teman', 'ngotak'), ('ngotak', 'sedikit'), ('sedikit', 'babi')]"
"['babi', 'ngasi', 'gelap', 'baik', 'masa', 'pernah', 'bagus']","[('babi', 'ngasi'), ('ngasi', 'gelap'), ('gelap', 'baik'), ('baik', 'masa'), ('masa', 'pernah'), ('pernah', 'bagus')]"
"['lostrek', 'kasi', 'punya', 'betumbok']","[('lostrek', 'kasi'), ('kasi', 'punya'), ('punya', 'betumbok')]"
"['rusak', 'ksih', 'pdhl', 'full', 'mitic', 'hdh']","[('rusak', 'ksih'), ('ksih', 'pdhl'), ('pdhl', 'full'), ('full', 'mitic'), ('mitic', 'hdh')]"
"['luar', 'biasa', 'seru']","[('luar', 'biasa'), ('biasa', 'seru')]"
"['babi', 'kasi', 'bintang', 'semua', 'hyper', 'bodoh', 'ban', 'akun', 'beberapa', 'biar', 'nyusahin']","[('babi', 'kasi'), ('kasi', 'bintang'), ('bintang', 'semua'), ('semua', 'hyper'), ('hyper', 'bodoh'), ('bodoh', 'ban'), ('ban', 'akun'), ('akun', 'beberapa'), ('beberapa', 'biar'), ('biar', 'nyusahin')]"
"['gokill', 'bagi', 'skin', 'epic', 'gratis', 'makin', 'betah', 'legends']","[('gokill', 'bagi'), ('bagi', 'skin'), ('skin', 'epic'), ('epic', 'gratis'), ('gratis', 'makin'), ('makin', 'betah'), ('betah', 'legends')]"
"['darksystem', 'banyak', 'imbang', 'masuk', 'akal', 'buruk', 'musuh', 'joki', 'lo', 'laku', 'bos']","[('darksystem', 'banyak'), ('banyak', 'imbang'), ('imbang', 'masuk'), ('masuk', 'akal'), ('akal', 'buruk'), ('buruk', 'musuh'), ('musuh', 'joki'), ('joki', 'lo'), ('lo', 'laku'), ('laku', 'bos')]"
"['cocok', 'santai', 'santai', 'banyak', 'gelap', 'pantas', 'dimainin', 'online', 'lawan', 'gelap']","[('cocok', 'santai'), ('santai', 'santai'), ('santai', 'banyak'), ('banyak', 'gelap'), ('gelap', 'pantas'), ('pantas', 'dimainin'), ('dimainin', 'online'), ('online', 'lawan'), ('lawan', 'gelap')]"
"['matching', 'banyak', 'tolol']","[('matching', 'banyak'), ('banyak', 'tolol')]"
"['adil', 'musuh', 'pro', 'buruk', 'tolong', 'beri', 'adil', 'ton']","[('adil', 'musuh'), ('musuh', 'pro'), ('pro', 'buruk'), ('buruk', 'tolong'), ('tolong', 'beri'), ('beri', 'adil'), ('adil', 'ton')]"
"['cheat', 'vip', 'rusak', 'report', 'percuma', 'pengaruh', 'masalah', 'sinyal', 'play', 'bot', 'imbang', 'cuma', 'mikirin', 'cuan', 'kualitas', 'sinyal', 'buruk', 'banyak', 'dalam', 'sebut', 'handle', 'nyaman', 'cuma', 'mikirin', 'grafik', 'menuhi', 'demi', 'cuan', 'banyak', 'korupsi', 'sinyal', 'handle']","[('cheat', 'vip'), ('vip', 'rusak'), ('rusak', 'report'), ('report', 'percuma'), ('percuma', 'pengaruh'), ('pengaruh', 'masalah'), ('masalah', 'sinyal'), ('sinyal', 'play'), ('play', 'bot'), ('bot', 'imbang'), ('imbang', 'cuma'), ('cuma', 'mikirin'), ('mikirin', 'cuan'), ('cuan', 'kualitas'), ('kualitas', 'sinyal'), ('sinyal', 'buruk'), ('buruk', 'banyak'), ('banyak', 'dalam'), ('dalam', 'sebut'), ('sebut', 'handle'), ('handle', 'nyaman'), ('nyaman', 'cuma'), ('cuma', 'mikirin'), ('mikirin', 'grafik'), ('grafik', 'menuhi'), ('menuhi', 'demi'), ('demi', 'cuan'), ('cuan', 'banyak'), ('banyak', 'korupsi'), ('korupsi', 'sinyal'), ('sinyal', 'handle')]"
"['ui', 'rusak']","[('ui', 'rusak')]"
"['walau', 'kecewa', 'gema', 'aksi', 'b', 'terlalu', 'banyak', 'joki', 'mula', 'kembang', 'mohon', 'donk', 'd', 'tindak', 'masa', 'mahal', 'atur', 'konsisten', 'serasa', 'murah']","[('walau', 'kecewa'), ('kecewa', 'gema'), ('gema', 'aksi'), ('aksi', 'b'), ('b', 'terlalu'), ('terlalu', 'banyak'), ('banyak', 'joki'), ('joki', 'mula'), ('mula', 'kembang'), ('kembang', 'mohon'), ('mohon', 'donk'), ('donk', 'd'), ('d', 'tindak'), ('tindak', 'masa'), ('masa', 'mahal'), ('mahal', 'atur'), ('atur', 'konsisten'), ('konsisten', 'serasa'), ('serasa', 'murah')]"
"['makin', 'abdet', 'makin', 'lag', 'sinyal', 'cl', 'selalu', 'sinyal', 'merah', 'sudah', 'wifi', 'internet', 'tetap', 'lag', 'mohon', 'rusak', 'sinyal', 'para', 'enak', 'sinyal', 'lag', 'lain', 'enak']","[('makin', 'abdet'), ('abdet', 'makin'), ('makin', 'lag'), ('lag', 'sinyal'), ('sinyal', 'cl'), ('cl', 'selalu'), ('selalu', 'sinyal'), ('sinyal', 'merah'), ('merah', 'sudah'), ('sudah', 'wifi'), ('wifi', 'internet'), ('internet', 'tetap'), ('tetap', 'lag'), ('lag', 'mohon'), ('mohon', 'rusak'), ('rusak', 'sinyal'), ('sinyal', 'para'), ('para', 'enak'), ('enak', 'sinyal'), ('sinyal', 'lag'), ('lag', 'lain'), ('lain', 'enak')]"
"['dongo', 'busuk', 'sedikit', 'mitik', 'emng', 'paling', 'benar', 'pindah', 'rada', 'dongo', 'semua']","[('dongo', 'busuk'), ('busuk', 'sedikit'), ('sedikit', 'mitik'), ('mitik', 'emng'), ('emng', 'paling'), ('paling', 'benar'), ('benar', 'pindah'), ('pindah', 'rada'), ('rada', 'dongo'), ('dongo', 'semua')]"
"['em', 'buruk', 'su', 'asu']","[('em', 'buruk'), ('buruk', 'su'), ('su', 'asu')]"
"['kontol', 'asuu']","[('kontol', 'asuu')]"
"['parah', 'skrang', 'lawan', 'ngak', 'imbang']","[('parah', 'skrang'), ('skrang', 'lawan'), ('lawan', 'ngak'), ('ngak', 'imbang')]"
"['ketemu', 'satu', 'bocil', 'tolong', 'baik', 'sda', 'niat']","[('ketemu', 'satu'), ('satu', 'bocil'), ('bocil', 'tolong'), ('tolong', 'baik'), ('baik', 'sda'), ('sda', 'niat')]"
['kontol'],[]
['tarik'],[]
"['anjg', 'ls', 'bae']","[('anjg', 'ls'), ('ls', 'bae')]"
"['buruk', 'jelas', 'kalah']","[('buruk', 'jelas'), ('jelas', 'kalah')]"
"['lag', 'najiss']","[('lag', 'najiss')]"
['suka'],[]
"['banyak', 'cheater', 'dalam']","[('banyak', 'cheater'), ('cheater', 'dalam')]"
"['gila', 'ngotak', 'beri', 'masuk', 'mytikglory', 'setan', 'kau', 'guna']","[('gila', 'ngotak'), ('ngotak', 'beri'), ('beri', 'masuk'), ('masuk', 'mytikglory'), ('mytikglory', 'setan'), ('setan', 'kau'), ('kau', 'guna')]"
"['bagus', 'matching', 'beri', 'imbang', 'egois', 'bagus', 'sedikit', 'saran', 'bagus', 'beri', 'hukum', 'baned', 'kepada', 'sengaja', 'sadar', 'laku', 'trollfeeder', 'dalam', 'suatu', 'terimakasih', 'moga', 'salam', 'waras', 'sadar']","[('bagus', 'matching'), ('matching', 'beri'), ('beri', 'imbang'), ('imbang', 'egois'), ('egois', 'bagus'), ('bagus', 'sedikit'), ('sedikit', 'saran'), ('saran', 'bagus'), ('bagus', 'beri'), ('beri', 'hukum'), ('hukum', 'baned'), ('baned', 'kepada'), ('kepada', 'sengaja'), ('sengaja', 'sadar'), ('sadar', 'laku'), ('laku', 'trollfeeder'), ('trollfeeder', 'dalam'), ('dalam', 'suatu'), ('suatu', 'terimakasih'), ('terimakasih', 'moga'), ('moga', 'salam'), ('salam', 'waras'), ('waras', 'sadar')]"
"['lambat', 'masuk', 'lag', 'pusing']","[('lambat', 'masuk'), ('masuk', 'lag'), ('lag', 'pusing')]"
"['banyak', 'nemu', 'musuh', 'guna', 'rw', 'rugi', 'ketemu', 'brengsek']","[('banyak', 'nemu'), ('nemu', 'musuh'), ('musuh', 'guna'), ('guna', 'rw'), ('rw', 'rugi'), ('rugi', 'ketemu'), ('ketemu', 'brengsek')]"
"['jelek', 'sekarang', 'lag', 'parah', 'banyak', 'bug', 'patah', 'bahkan', 'chiter', 'jarang', 'ketemu']","[('jelek', 'sekarang'), ('sekarang', 'lag'), ('lag', 'parah'), ('parah', 'banyak'), ('banyak', 'bug'), ('bug', 'patah'), ('patah', 'bahkan'), ('bahkan', 'chiter'), ('chiter', 'jarang'), ('jarang', 'ketemu')]"
"['sampah', 'adil', 'isi', 'anomali']","[('sampah', 'adil'), ('adil', 'isi'), ('isi', 'anomali')]"
['tres'],[]
"['makin', 'berat', 'semenjak', 'update', 'size', 'makin', 'besar', 'berat', 'bagi', 'device', 'ram', 'demi', 'nyaman', 'kecil', 'size', 'admin']","[('makin', 'berat'), ('berat', 'semenjak'), ('semenjak', 'update'), ('update', 'size'), ('size', 'makin'), ('makin', 'besar'), ('besar', 'berat'), ('berat', 'bagi'), ('bagi', 'device'), ('device', 'ram'), ('ram', 'demi'), ('demi', 'nyaman'), ('nyaman', 'kecil'), ('kecil', 'size'), ('size', 'admin')]"
['kikir'],[]
"['entah', 'bingung', 'mungkin']","[('entah', 'bingung'), ('bingung', 'mungkin')]"
"['we', 'ban', 'para', 'gelap', 'sistemtim', 'tolol', 'santt', 'ajg']","[('we', 'ban'), ('ban', 'para'), ('para', 'gelap'), ('gelap', 'sistemtim'), ('sistemtim', 'tolol'), ('tolol', 'santt'), ('santt', 'ajg')]"
"['apalh', 'masa', 'iya', 'ketemu', 'epic', 'mytic', 'kocak', 'puki', 'mending', 'kalah', 'mvp', 'bintang', 'tetap', 'naik', 'uninstall', 'ajalh', 'guna', 'mutu', 'mending', 'gaess']","[('apalh', 'masa'), ('masa', 'iya'), ('iya', 'ketemu'), ('ketemu', 'epic'), ('epic', 'mytic'), ('mytic', 'kocak'), ('kocak', 'puki'), ('puki', 'mending'), ('mending', 'kalah'), ('kalah', 'mvp'), ('mvp', 'bintang'), ('bintang', 'tetap'), ('tetap', 'naik'), ('naik', 'uninstall'), ('uninstall', 'ajalh'), ('ajalh', 'guna'), ('guna', 'mutu'), ('mutu', 'mending'), ('mending', 'gaess')]"
"['bug', 'pepek']","[('bug', 'pepek')]"
"['bagi', 'banding', 'jelek', 'oleng', 'sakit', 'kepala']","[('bagi', 'banding'), ('banding', 'jelek'), ('jelek', 'oleng'), ('oleng', 'sakit'), ('sakit', 'kepala')]"
"['bagus', 'slalu', 'dpat', 'bapuk']","[('bagus', 'slalu'), ('slalu', 'dpat'), ('dpat', 'bapuk')]"
"['gamee', 'idiot']","[('gamee', 'idiot')]"
"['rusak', 'ketemu', 'stres', 'percuma', 'pilih', 'ujung', 'guna', 'tetap', 'egois']","[('rusak', 'ketemu'), ('ketemu', 'stres'), ('stres', 'percuma'), ('percuma', 'pilih'), ('pilih', 'ujung'), ('ujung', 'guna'), ('guna', 'tetap'), ('tetap', 'egois')]"
"['kagak', 'imbang', 'beri', 'lawan', 'stabil', 'jangan', 'beri', 'susah', 'banget', 'sengaja', 'biar', 'aing', 'ngambil', 'hak', 'lain', 'sayang', 'ginian', 'ngejar', 'bintang', 'untung', 'sat', 'aing', 'hibur', 'bukan', 'nambah', 'stres', 'sat', 'mo', 'bales', 'enggak', 'bodo', 'amat']","[('kagak', 'imbang'), ('imbang', 'beri'), ('beri', 'lawan'), ('lawan', 'stabil'), ('stabil', 'jangan'), ('jangan', 'beri'), ('beri', 'susah'), ('susah', 'banget'), ('banget', 'sengaja'), ('sengaja', 'biar'), ('biar', 'aing'), ('aing', 'ngambil'), ('ngambil', 'hak'), ('hak', 'lain'), ('lain', 'sayang'), ('sayang', 'ginian'), ('ginian', 'ngejar'), ('ngejar', 'bintang'), ('bintang', 'untung'), ('untung', 'sat'), ('sat', 'aing'), ('aing', 'hibur'), ('hibur', 'bukan'), ('bukan', 'nambah'), ('nambah', 'stres'), ('stres', 'sat'), ('sat', 'mo'), ('mo', 'bales'), ('bales', 'enggak'), ('enggak', 'bodo'), ('bodo', 'amat')]"
"['masuk', 'akal', 'buruk', 'lawan', 'nyaa', 'banding', 'ranket', 'ketemu', 'banding']","[('masuk', 'akal'), ('akal', 'buruk'), ('buruk', 'lawan'), ('lawan', 'nyaa'), ('nyaa', 'banding'), ('banding', 'ranket'), ('ranket', 'ketemu'), ('ketemu', 'banding')]"
"['minimal', 'beri', 'jelas', 'yaa', 'sudah', 'muak', 'banget', 'demi', 'sudah']","[('minimal', 'beri'), ('beri', 'jelas'), ('jelas', 'yaa'), ('yaa', 'sudah'), ('sudah', 'muak'), ('muak', 'banget'), ('banget', 'demi'), ('demi', 'sudah')]"
"['terlalu', 'lebih', 'beri', 'lawan', 'keras', 'susah', 'tolong', 'imbang', 'susah', 'menang', 'kalah', 'lebih']","[('terlalu', 'lebih'), ('lebih', 'beri'), ('beri', 'lawan'), ('lawan', 'keras'), ('keras', 'susah'), ('susah', 'tolong'), ('tolong', 'imbang'), ('imbang', 'susah'), ('susah', 'menang'), ('menang', 'kalah'), ('kalah', 'lebih')]"
"['makin', 'banyak', 'update', 'ingame', 'makin', 'sampah']","[('makin', 'banyak'), ('banyak', 'update'), ('update', 'ingame'), ('ingame', 'makin'), ('makin', 'sampah')]"
"['benar', 'buka', 'hepi', 'pusing', 'sampai', 'sekarang', 'bintang', 'naik', 'naik', 'turun', 'rela', 'ngerusak', 'tidur', 'demi', 'buah', 'bintang', 'lose', 'treak', 'pikir', 'ton', 'tres', 'sekarang', 'bales', 'pesan', 'gau']","[('benar', 'buka'), ('buka', 'hepi'), ('hepi', 'pusing'), ('pusing', 'sampai'), ('sampai', 'sekarang'), ('sekarang', 'bintang'), ('bintang', 'naik'), ('naik', 'naik'), ('naik', 'turun'), ('turun', 'rela'), ('rela', 'ngerusak'), ('ngerusak', 'tidur'), ('tidur', 'demi'), ('demi', 'buah'), ('buah', 'bintang'), ('bintang', 'lose'), ('lose', 'treak'), ('treak', 'pikir'), ('pikir', 'ton'), ('ton', 'tres'), ('tres', 'sekarang'), ('sekarang', 'bales'), ('bales', 'pesan'), ('pesan', 'gau')]"
['kontot'],[]
['butut'],[]
"['naik', 'mytic', 'susah', 'gimana', 'dpet', 'feeder']","[('naik', 'mytic'), ('mytic', 'susah'), ('susah', 'gimana'), ('gimana', 'dpet'), ('dpet', 'feeder')]"
"['prik', 'amat', 'bukan', 'happy', 'makin', 'stres', 'patah', 'patah', 'ping', 'bagus', 'bujank', 'darah', 'tinggi', 'cocok', 'kntl']","[('prik', 'amat'), ('amat', 'bukan'), ('bukan', 'happy'), ('happy', 'makin'), ('makin', 'stres'), ('stres', 'patah'), ('patah', 'patah'), ('patah', 'ping'), ('ping', 'bagus'), ('bagus', 'bujank'), ('bujank', 'darah'), ('darah', 'tinggi'), ('tinggi', 'cocok'), ('cocok', 'kntl')]"
['taeh'],[]
"['makin', 'rusak']","[('makin', 'rusak')]"
"['sampah', 'babi', 'darah', 'tinggi', 'cuih']","[('sampah', 'babi'), ('babi', 'darah'), ('darah', 'tinggi'), ('tinggi', 'cuih')]"
"['jangan', 'dowload', 'jelas', 'cok', 'sesat', 'pindah', 'pubg']","[('jangan', 'dowload'), ('dowload', 'jelas'), ('jelas', 'cok'), ('cok', 'sesat'), ('sesat', 'pindah'), ('pindah', 'pubg')]"
"['kunyuk', 'gelap', 'mlu']","[('kunyuk', 'gelap'), ('gelap', 'mlu')]"
"['makin', 'lama', 'makin', 'rusak', 'server', 'busuk']","[('makin', 'lama'), ('lama', 'makin'), ('makin', 'rusak'), ('rusak', 'server'), ('server', 'busuk')]"
"['knp', 'celasik', 'sinyal', 'jelek', 'pin', 'ijo', 'bukan', 'merah', 'mohon', 'rusak', 'minimal', 'rugi']","[('knp', 'celasik'), ('celasik', 'sinyal'), ('sinyal', 'jelek'), ('jelek', 'pin'), ('pin', 'ijo'), ('ijo', 'bukan'), ('bukan', 'merah'), ('merah', 'mohon'), ('mohon', 'rusak'), ('rusak', 'minimal'), ('minimal', 'rugi')]"
