userName,content,appVersion,content_clean,tokenized,filtered_tokens,stopwords_removed,stemmed_tokens,slang_replaced
Adli Panggabean,woi kau bagus bagus sikit ngasih tim game t41 timnya 00N semua hapus aja ini game dari play store,2.1.18.11201,woi kau bagus bagus sikit ngasih tim game t41 timnya 00n semua hapus aja ini game dari play store,"[('woi', 'kau'), ('kau', 'bagus'), ('bagus', 'bagus'), ('bagus', 'sikit'), ('sikit', 'ngasih'), ('ngasih', 'tim'), ('tim', 'game'), ('game', 't41'), ('t41', 'timnya'), ('timnya', '00n'), ('00n', 'semua'), ('semua', 'hapus'), ('hapus', 'aja'), ('aja', 'ini'), ('ini', 'game'), ('game', 'dari'), ('dari', 'play'), ('play', 'store')]","[('woi', 'kau'), ('kau', 'bagus'), ('bagus', 'bagus'), ('bagus', 'sikit'), ('sikit', 'ngasih'), ('ngasih', 'tim'), ('tim', 'game'), ('game', 't'), ('t', 'timnya'), ('timnya', 'n'), ('n', 'semua'), ('semua', 'hapus'), ('hapus', 'aja'), ('aja', 'ini'), ('ini', 'game'), ('game', 'dari'), ('dari', 'play'), ('play', 'store')]","[('woi', 'kau'), ('kau', 'bagus'), ('bagus', 'bagus'), ('bagus', 'sikit'), ('sikit', 'ngasih'), ('ngasih', 'tim'), ('tim', 'game'), ('game', 't'), ('t', 'tim'), ('tim', 'n'), ('n', 'semua'), ('semua', 'hapus'), ('hapus', 'aja'), ('aja', 'ini'), ('ini', 'game'), ('game', 'dari'), ('dari', 'play'), ('play', 'store')]","[('woi', 'kau'), ('kau', 'bagus'), ('bagus', 'bagus'), ('bagus', 'sikit'), ('sikit', 'ngasih'), ('ngasih', 'tim'), ('tim', 'game'), ('game', 't'), ('t', 'tim'), ('tim', 'n'), ('n', 'semua'), ('semua', 'hapus'), ('hapus', 'aja'), ('aja', 'ini'), ('ini', 'game'), ('game', 'dari'), ('dari', 'play'), ('play', 'store')]","[('woi', 'kau'), ('kau', 'bagus'), ('bagus', 'bagus'), ('bagus', 'sikit'), ('sikit', 'ngasih'), ('ngasih', 'tim'), ('tim', 'game'), ('game', 't'), ('t', 'tim'), ('tim', 'n'), ('n', 'semua'), ('semua', 'hapus'), ('hapus', 'aja'), ('aja', 'ini'), ('ini', 'game'), ('game', 'dari'), ('dari', 'play'), ('play', 'store')]"
Riky Fardiansyah,Game nya bagus untuk usia 18+ dan terbaik,2.1.18.11201,game nya bagus untuk usia 18+ dan terbaik,"[('game', 'nya'), ('nya', 'bagus'), ('bagus', 'untuk'), ('untuk', 'usia'), ('usia', '18+'), ('18+', 'dan'), ('dan', 'terbaik')]","[('game', 'nya'), ('nya', 'bagus'), ('bagus', 'untuk'), ('untuk', 'usia'), ('usia',), ('dan',), ('dan', 'terbaik')]","[('game', 'nya'), ('nya', 'bagus'), ('bagus', 'untuk'), ('untuk', 'usia'), ('usia',), ('dan',), ('dan', 'baik')]","[('game', 'nya'), ('nya', 'bagus'), ('bagus', 'untuk'), ('untuk', 'usia'), ('usia',), ('dan',), ('dan', 'baik')]","[('game', 'nya'), ('nya', 'bagus'), ('bagus', 'untuk'), ('untuk', 'usia'), ('usia',), ('dan',), ('dan', 'baik')]"
Rama Pramudya,update season Mulu gak pernah benerin itu jaringan padahal sinyal bagus malah ngelag butut emang,,update season mulu gak pernah benerin itu jaringan padahal sinyal bagus malah ngelag butut emang,"[('update', 'season'), ('season', 'mulu'), ('mulu', 'gak'), ('gak', 'pernah'), ('pernah', 'benerin'), ('benerin', 'itu'), ('itu', 'jaringan'), ('jaringan', 'padahal'), ('padahal', 'sinyal'), ('sinyal', 'bagus'), ('bagus', 'malah'), ('malah', 'ngelag'), ('ngelag', 'butut'), ('butut', 'emang')]","[('update', 'season'), ('season', 'mulu'), ('mulu', 'gak'), ('gak', 'pernah'), ('pernah', 'benerin'), ('benerin', 'itu'), ('itu', 'jaringan'), ('jaringan', 'padahal'), ('padahal', 'sinyal'), ('sinyal', 'bagus'), ('bagus', 'malah'), ('malah', 'ngelag'), ('ngelag', 'butut'), ('butut', 'emang')]","[('update', 'season'), ('season', 'mulu'), ('mulu', 'gak'), ('gak', 'pernah'), ('pernah', 'benerin'), ('benerin', 'itu'), ('itu', 'jaring'), ('jaring', 'padahal'), ('padahal', 'sinyal'), ('sinyal', 'bagus'), ('bagus', 'malah'), ('malah', 'ngelag'), ('ngelag', 'butut'), ('butut', 'emang')]","[('update', 'season'), ('season', 'mulu'), ('mulu', 'gak'), ('gak', 'pernah'), ('pernah', 'benerin'), ('benerin', 'itu'), ('itu', 'jaring'), ('jaring', 'padahal'), ('padahal', 'sinyal'), ('sinyal', 'bagus'), ('bagus', 'malah'), ('malah', 'ngelag'), ('ngelag', 'butut'), ('butut', 'emang')]","[('update', 'season'), ('season', 'mulu'), ('mulu', 'gak'), ('gak', 'pernah'), ('pernah', 'benerin'), ('benerin', 'itu'), ('itu', 'jaring'), ('jaring', 'padahal'), ('padahal', 'sinyal'), ('sinyal', 'bagus'), ('bagus', 'malah'), ('malah', 'ngelag'), ('ngelag', 'butut'), ('butut', 'emang')]"
Albyan Muhamad,Dikasih kalah mulu sama lawanya di kasih ngeri mulu ml ml lol,2.1.18.11201,dikasih kalah mulu sama lawanya di kasih ngeri mulu ml ml lol,"[('dikasih', 'kalah'), ('kalah', 'mulu'), ('mulu', 'sama'), ('sama', 'lawanya'), ('lawanya', 'di'), ('di', 'kasih'), ('kasih', 'ngeri'), ('ngeri', 'mulu'), ('mulu', 'ml'), ('ml', 'ml'), ('ml', 'lol')]","[('dikasih', 'kalah'), ('kalah', 'mulu'), ('mulu', 'sama'), ('sama', 'lawanya'), ('lawanya', 'di'), ('di', 'kasih'), ('kasih', 'ngeri'), ('ngeri', 'mulu'), ('mulu', 'ml'), ('ml', 'ml'), ('ml', 'lol')]","[('kasih', 'kalah'), ('kalah', 'mulu'), ('mulu', 'sama'), ('sama', 'lawa'), ('lawa', 'di'), ('di', 'kasih'), ('kasih', 'ngeri'), ('ngeri', 'mulu'), ('mulu', 'ml'), ('ml', 'ml'), ('ml', 'lol')]","[('kasih', 'kalah'), ('kalah', 'mulu'), ('mulu', 'sama'), ('sama', 'lawa'), ('lawa', 'di'), ('di', 'kasih'), ('kasih', 'ngeri'), ('ngeri', 'mulu'), ('mulu', 'ml'), ('ml', 'ml'), ('ml', 'lol')]","[('kasih', 'kalah'), ('kalah', 'mulu'), ('mulu', 'sama'), ('sama', 'lawa'), ('lawa', 'di'), ('di', 'kasih'), ('kasih', 'ngeri'), ('ngeri', 'mulu'), ('mulu', 'ml'), ('ml', 'ml'), ('ml', 'lol')]"
Salman Albanani,game aneh,2.1.18.11201,game aneh,"[('game', 'aneh')]","[('game', 'aneh')]","[('game', 'aneh')]","[('game', 'aneh')]","[('game', 'aneh')]"
Licht Bach,game toksik,,game toksik,"[('game', 'toksik')]","[('game', 'toksik')]","[('game', 'toksik')]","[('game', 'toksik')]","[('game', 'toksik')]"
Muhammad Rijal Muttaqin,muak gw daritadi sengaja dibuat kalah mulu ama sistem,2.1.18.11201,muak gw daritadi sengaja dibuat kalah mulu ama sistem,"[('muak', 'gw'), ('gw', 'daritadi'), ('daritadi', 'sengaja'), ('sengaja', 'dibuat'), ('dibuat', 'kalah'), ('kalah', 'mulu'), ('mulu', 'ama'), ('ama', 'sistem')]","[('muak', 'gw'), ('gw', 'daritadi'), ('daritadi', 'sengaja'), ('sengaja', 'dibuat'), ('dibuat', 'kalah'), ('kalah', 'mulu'), ('mulu', 'ama'), ('ama', 'sistem')]","[('muak', 'gw'), ('gw', 'daritadi'), ('daritadi', 'sengaja'), ('sengaja', 'buat'), ('buat', 'kalah'), ('kalah', 'mulu'), ('mulu', 'ama'), ('ama', 'sistem')]","[('muak', 'gw'), ('gw', 'daritadi'), ('daritadi', 'sengaja'), ('sengaja', 'buat'), ('buat', 'kalah'), ('kalah', 'mulu'), ('mulu', 'ama'), ('ama', 'sistem')]","[('muak', 'gw'), ('gw', 'daritadi'), ('daritadi', 'sengaja'), ('sengaja', 'buat'), ('buat', 'kalah'), ('kalah', 'mulu'), ('mulu', 'ama'), ('ama', 'sistem')]"
muhamad arif,"Tolong di notice, saya memiliki masukan Untuk mode bermain, coba tambah kan mode brawl rank supaya yang bermain brawl termasuk saya menjadi semangat lagi untuk bermain mobile legend",,"tolong di notice, saya memiliki masukan untuk mode bermain, coba tambah kan mode brawl rank supaya yang bermain brawl termasuk saya menjadi semangat lagi untuk bermain mobile legend","[('tolong', 'di'), ('di', 'notice'), ('notice', ','), (',', 'saya'), ('saya', 'memiliki'), ('memiliki', 'masukan'), ('masukan', 'untuk'), ('untuk', 'mode'), ('mode', 'bermain'), ('bermain', ','), (',', 'coba'), ('coba', 'tambah'), ('tambah', 'kan'), ('kan', 'mode'), ('mode', 'brawl'), ('brawl', 'rank'), ('rank', 'supaya'), ('supaya', 'yang'), ('yang', 'bermain'), ('bermain', 'brawl'), ('brawl', 'termasuk'), ('termasuk', 'saya'), ('saya', 'menjadi'), ('menjadi', 'semangat'), ('semangat', 'lagi'), ('lagi', 'untuk'), ('untuk', 'bermain'), ('bermain', 'mobile'), ('mobile', 'legend')]","[('tolong', 'di'), ('di', 'notice'), ('notice',), ('saya',), ('saya', 'memiliki'), ('memiliki', 'masukan'), ('masukan', 'untuk'), ('untuk', 'mode'), ('mode', 'bermain'), ('bermain',), ('coba',), ('coba', 'tambah'), ('tambah', 'kan'), ('kan', 'mode'), ('mode', 'brawl'), ('brawl', 'rank'), ('rank', 'supaya'), ('supaya', 'yang'), ('yang', 'bermain'), ('bermain', 'brawl'), ('brawl', 'termasuk'), ('termasuk', 'saya'), ('saya', 'menjadi'), ('menjadi', 'semangat'), ('semangat', 'lagi'), ('lagi', 'untuk'), ('untuk', 'bermain'), ('bermain', 'mobile'), ('mobile', 'legend')]","[('tolong', 'di'), ('di', 'notice'), ('notice',), ('saya',), ('saya', 'milik'), ('milik', 'masuk'), ('masuk', 'untuk'), ('untuk', 'mode'), ('mode', 'main'), ('main',), ('coba',), ('coba', 'tambah'), ('tambah', 'kan'), ('kan', 'mode'), ('mode', 'brawl'), ('brawl', 'rank'), ('rank', 'supaya'), ('supaya', 'yang'), ('yang', 'main'), ('main', 'brawl'), ('brawl', 'masuk'), ('masuk', 'saya'), ('saya', 'jadi'), ('jadi', 'semangat'), ('semangat', 'lagi'), ('lagi', 'untuk'), ('untuk', 'main'), ('main', 'mobile'), ('mobile', 'legend')]","[('tolong', 'di'), ('di', 'notice'), ('notice',), ('saya',), ('saya', 'milik'), ('milik', 'masuk'), ('masuk', 'untuk'), ('untuk', 'mode'), ('mode', 'main'), ('main',), ('coba',), ('coba', 'tambah'), ('tambah', 'kan'), ('kan', 'mode'), ('mode', 'brawl'), ('brawl', 'rank'), ('rank', 'supaya'), ('supaya', 'yang'), ('yang', 'main'), ('main', 'brawl'), ('brawl', 'masuk'), ('masuk', 'saya'), ('saya', 'jadi'), ('jadi', 'semangat'), ('semangat', 'lagi'), ('lagi', 'untuk'), ('untuk', 'main'), ('main', 'mobile'), ('mobile', 'legend')]","[('tolong', 'di'), ('di', 'notice'), ('notice',), ('saya',), ('saya', 'milik'), ('milik', 'masuk'), ('masuk', 'untuk'), ('untuk', 'mode'), ('mode', 'main'), ('main',), ('coba',), ('coba', 'tambah'), ('tambah', 'kan'), ('kan', 'mode'), ('mode', 'brawl'), ('brawl', 'rank'), ('rank', 'supaya'), ('supaya', 'yang'), ('yang', 'main'), ('main', 'brawl'), ('brawl', 'masuk'), ('masuk', 'saya'), ('saya', 'jadi'), ('jadi', 'semangat'), ('semangat', 'lagi'), ('lagi', 'untuk'), ('untuk', 'main'), ('main', 'mobile'), ('mobile', 'legend')]"
Roni Putra,Saat main sinyal down. Ga pernah di perhatikan saat complain ttg kestabilan sinyal. update terbaru ngelag parah,2.1.18.11201,saat main sinyal down. ga pernah di perhatikan saat complain ttg kestabilan sinyal. update terbaru ngelag parah,"[('saat', 'main'), ('main', 'sinyal'), ('sinyal', 'down'), ('down', '.'), ('.', 'ga'), ('ga', 'pernah'), ('pernah', 'di'), ('di', 'perhatikan'), ('perhatikan', 'saat'), ('saat', 'complain'), ('complain', 'ttg'), ('ttg', 'kestabilan'), ('kestabilan', 'sinyal'), ('sinyal', '.'), ('.', 'update'), ('update', 'terbaru'), ('terbaru', 'ngelag'), ('ngelag', 'parah')]","[('saat', 'main'), ('main', 'sinyal'), ('sinyal', 'down'), ('down',), ('ga',), ('ga', 'pernah'), ('pernah', 'di'), ('di', 'perhatikan'), ('perhatikan', 'saat'), ('saat', 'complain'), ('complain', 'ttg'), ('ttg', 'kestabilan'), ('kestabilan', 'sinyal'), ('sinyal',), ('update',), ('update', 'terbaru'), ('terbaru', 'ngelag'), ('ngelag', 'parah')]","[('saat', 'main'), ('main', 'sinyal'), ('sinyal', 'down'), ('down',), ('ga',), ('ga', 'pernah'), ('pernah', 'di'), ('di', 'perhati'), ('perhati', 'saat'), ('saat', 'complain'), ('complain', 'ttg'), ('ttg', 'stabil'), ('stabil', 'sinyal'), ('sinyal',), ('update',), ('update', 'baru'), ('baru', 'ngelag'), ('ngelag', 'parah')]","[('saat', 'main'), ('main', 'sinyal'), ('sinyal', 'down'), ('down',), ('ga',), ('ga', 'pernah'), ('pernah', 'di'), ('di', 'perhati'), ('perhati', 'saat'), ('saat', 'complain'), ('complain', 'ttg'), ('ttg', 'stabil'), ('stabil', 'sinyal'), ('sinyal',), ('update',), ('update', 'baru'), ('baru', 'ngelag'), ('ngelag', 'parah')]","[('saat', 'main'), ('main', 'sinyal'), ('sinyal', 'down'), ('down',), ('ga',), ('ga', 'pernah'), ('pernah', 'di'), ('di', 'perhati'), ('perhati', 'saat'), ('saat', 'complain'), ('complain', 'ttg'), ('ttg', 'stabil'), ('stabil', 'sinyal'), ('sinyal',), ('update',), ('update', 'baru'), ('baru', 'ngelag'), ('ngelag', 'parah')]"
Hisyam Abdulwahab,"gk jelas ni game selama di update malah makin parah lag nya pdhl hijau sinyalllll tiba tiba msuk ke permainan lagg , afk memang gk jelas",2.1.18.11201,"gk jelas ni game selama di update malah makin parah lag nya pdhl hijau sinyalllll tiba tiba msuk ke permainan lagg , afk memang gk jelas","[('gk', 'jelas'), ('jelas', 'ni'), ('ni', 'game'), ('game', 'selama'), ('selama', 'di'), ('di', 'update'), ('update', 'malah'), ('malah', 'makin'), ('makin', 'parah'), ('parah', 'lag'), ('lag', 'nya'), ('nya', 'pdhl'), ('pdhl', 'hijau'), ('hijau', 'sinyalllll'), ('sinyalllll', 'tiba'), ('tiba', 'tiba'), ('tiba', 'msuk'), ('msuk', 'ke'), ('ke', 'permainan'), ('permainan', 'lagg'), ('lagg', ','), (',', 'afk'), ('afk', 'memang'), ('memang', 'gk'), ('gk', 'jelas')]","[('gk', 'jelas'), ('jelas', 'ni'), ('ni', 'game'), ('game', 'selama'), ('selama', 'di'), ('di', 'update'), ('update', 'malah'), ('malah', 'makin'), ('makin', 'parah'), ('parah', 'lag'), ('lag', 'nya'), ('nya', 'pdhl'), ('pdhl', 'hijau'), ('hijau', 'sinyal'), ('sinyal', 'tiba'), ('tiba', 'tiba'), ('tiba', 'msuk'), ('msuk', 'ke'), ('ke', 'permainan'), ('permainan', 'lagg'), ('lagg',), ('afk',), ('afk', 'memang'), ('memang', 'gk'), ('gk', 'jelas')]","[('gk', 'jelas'), ('jelas', 'ni'), ('ni', 'game'), ('game', 'lama'), ('lama', 'di'), ('di', 'update'), ('update', 'malah'), ('malah', 'makin'), ('makin', 'parah'), ('parah', 'lag'), ('lag', 'nya'), ('nya', 'pdhl'), ('pdhl', 'hijau'), ('hijau', 'sinyal'), ('sinyal', 'tiba'), ('tiba', 'tiba'), ('tiba', 'msuk'), ('msuk', 'ke'), ('ke', 'main'), ('main', 'lagg'), ('lagg',), ('afk',), ('afk', 'memang'), ('memang', 'gk'), ('gk', 'jelas')]","[('gk', 'jelas'), ('jelas', 'ni'), ('ni', 'game'), ('game', 'lama'), ('lama', 'di'), ('di', 'update'), ('update', 'malah'), ('malah', 'makin'), ('makin', 'parah'), ('parah', 'lag'), ('lag', 'nya'), ('nya', 'pdhl'), ('pdhl', 'hijau'), ('hijau', 'sinyal'), ('sinyal', 'tiba'), ('tiba', 'tiba'), ('tiba', 'msuk'), ('msuk', 'ke'), ('ke', 'main'), ('main', 'lagg'), ('lagg',), ('afk',), ('afk', 'memang'), ('memang', 'gk'), ('gk', 'jelas')]","[('gk', 'jelas'), ('jelas', 'ni'), ('ni', 'game'), ('game', 'lama'), ('lama', 'di'), ('di', 'update'), ('update', 'malah'), ('malah', 'makin'), ('makin', 'parah'), ('parah', 'lag'), ('lag', 'nya'), ('nya', 'pdhl'), ('pdhl', 'hijau'), ('hijau', 'sinyal'), ('sinyal', 'tiba'), ('tiba', 'tiba'), ('tiba', 'msuk'), ('msuk', 'ke'), ('ke', 'main'), ('main', 'lagg'), ('lagg',), ('afk',), ('afk', 'memang'), ('memang', 'gk'), ('gk', 'jelas')]"
Ilham Yahya,Game gaje di glory isi nya tetp banyak draksisitem,,game gaje di glory isi nya tetp banyak draksisitem,"[('game', 'gaje'), ('gaje', 'di'), ('di', 'glory'), ('glory', 'isi'), ('isi', 'nya'), ('nya', 'tetp'), ('tetp', 'banyak'), ('banyak', 'draksisitem')]","[('game', 'gaje'), ('gaje', 'di'), ('di', 'glory'), ('glory', 'isi'), ('isi', 'nya'), ('nya', 'tetp'), ('tetp', 'banyak'), ('banyak', 'draksisitem')]","[('game', 'gaje'), ('gaje', 'di'), ('di', 'glory'), ('glory', 'isi'), ('isi', 'nya'), ('nya', 'tetp'), ('tetp', 'banyak'), ('banyak', 'draksisitem')]","[('game', 'gaje'), ('gaje', 'di'), ('di', 'glory'), ('glory', 'isi'), ('isi', 'nya'), ('nya', 'tetp'), ('tetp', 'banyak'), ('banyak', 'draksisitem')]","[('game', 'gaje'), ('gaje', 'di'), ('di', 'glory'), ('glory', 'isi'), ('isi', 'nya'), ('nya', 'tetp'), ('tetp', 'banyak'), ('banyak', 'draksisitem')]"
Pan CORAN,mending game lain... matchmakingnya curang,,mending game lain... matchmakingnya curang,"[('mending', 'game'), ('game', 'lain'), ('lain', '...'), ('...', 'matchmakingnya'), ('matchmakingnya', 'curang')]","[('mending', 'game'), ('game', 'lain'), ('lain',), ('matchmakingnya',), ('matchmakingnya', 'curang')]","[('mending', 'game'), ('game', 'lain'), ('lain',), ('matchmakingnya',), ('matchmakingnya', 'curang')]","[('mending', 'game'), ('game', 'lain'), ('lain',), ('matchmakingnya',), ('matchmakingnya', 'curang')]","[('mending', 'game'), ('game', 'lain'), ('lain',), ('matchmakingnya',), ('matchmakingnya', 'curang')]"
Adhitya26 Ferdiansyah,game munafik bego mau win aj di kasih klh dlu wkwk ampas push lama2 cuman stack di lingkaran setan moonton klo kaya gtu trus mending pindah game ketimbang main game kikir cuman stack di rank mawi. minimal klo ngasih team yg imbang dikit biadab masa team musuh pro team gw bot mikir bego mending main ep ep ketimbang main game kikir,2.1.18.11201,game munafik bego mau win aj di kasih klh dlu wkwk ampas push lama2 cuman stack di lingkaran setan moonton klo kaya gtu trus mending pindah game ketimbang main game kikir cuman stack di rank mawi. minimal klo ngasih team yg imbang dikit biadab masa team musuh pro team gw bot mikir bego mending main ep ep ketimbang main game kikir,"[('game', 'munafik'), ('munafik', 'bego'), ('bego', 'mau'), ('mau', 'win'), ('win', 'aj'), ('aj', 'di'), ('di', 'kasih'), ('kasih', 'klh'), ('klh', 'dlu'), ('dlu', 'wkwk'), ('wkwk', 'ampas'), ('ampas', 'push'), ('push', 'lama2'), ('lama2', 'cuman'), ('cuman', 'stack'), ('stack', 'di'), ('di', 'lingkaran'), ('lingkaran', 'setan'), ('setan', 'moonton'), ('moonton', 'klo'), ('klo', 'kaya'), ('kaya', 'gtu'), ('gtu', 'trus'), ('trus', 'mending'), ('mending', 'pindah'), ('pindah', 'game'), ('game', 'ketimbang'), ('ketimbang', 'main'), ('main', 'game'), ('game', 'kikir'), ('kikir', 'cuman'), ('cuman', 'stack'), ('stack', 'di'), ('di', 'rank'), ('rank', 'mawi'), ('mawi', '.'), ('.', 'minimal'), ('minimal', 'klo'), ('klo', 'ngasih'), ('ngasih', 'team'), ('team', 'yg'), ('yg', 'imbang'), ('imbang', 'dikit'), ('dikit', 'biadab'), ('biadab', 'masa'), ('masa', 'team'), ('team', 'musuh'), ('musuh', 'pro'), ('pro', 'team'), ('team', 'gw'), ('gw', 'bot'), ('bot', 'mikir'), ('mikir', 'bego'), ('bego', 'mending'), ('mending', 'main'), ('main', 'ep'), ('ep', 'ep'), ('ep', 'ketimbang'), ('ketimbang', 'main'), ('main', 'game'), ('game', 'kikir')]","[('game', 'munafik'), ('munafik', 'bego'), ('bego', 'mau'), ('mau', 'win'), ('win', 'aj'), ('aj', 'di'), ('di', 'kasih'), ('kasih', 'klh'), ('klh', 'dlu'), ('dlu', 'wkwk'), ('wkwk', 'ampas'), ('ampas', 'push'), ('push', 'lama'), ('lama', 'cuman'), ('cuman', 'stack'), ('stack', 'di'), ('di', 'lingkaran'), ('lingkaran', 'setan'), ('setan', 'moonton'), ('moonton', 'klo'), ('klo', 'kaya'), ('kaya', 'gtu'), ('gtu', 'trus'), ('trus', 'mending'), ('mending', 'pindah'), ('pindah', 'game'), ('game', 'ketimbang'), ('ketimbang', 'main'), ('main', 'game'), ('game', 'kikir'), ('kikir', 'cuman'), ('cuman', 'stack'), ('stack', 'di'), ('di', 'rank'), ('rank', 'mawi'), ('mawi',), ('minimal',), ('minimal', 'klo'), ('klo', 'ngasih'), ('ngasih', 'team'), ('team', 'yg'), ('yg', 'imbang'), ('imbang', 'dikit'), ('dikit', 'biadab'), ('biadab', 'masa'), ('masa', 'team'), ('team', 'musuh'), ('musuh', 'pro'), ('pro', 'team'), ('team', 'gw'), ('gw', 'bot'), ('bot', 'mikir'), ('mikir', 'bego'), ('bego', 'mending'), ('mending', 'main'), ('main', 'ep'), ('ep', 'ep'), ('ep', 'ketimbang'), ('ketimbang', 'main'), ('main', 'game'), ('game', 'kikir')]","[('game', 'munafik'), ('munafik', 'bego'), ('bego', 'mau'), ('mau', 'win'), ('win', 'aj'), ('aj', 'di'), ('di', 'kasih'), ('kasih', 'klh'), ('klh', 'dlu'), ('dlu', 'wkwk'), ('wkwk', 'ampas'), ('ampas', 'push'), ('push', 'lama'), ('lama', 'cuman'), ('cuman', 'stack'), ('stack', 'di'), ('di', 'lingkar'), ('lingkar', 'setan'), ('setan', 'moonton'), ('moonton', 'klo'), ('klo', 'kaya'), ('kaya', 'gtu'), ('gtu', 'trus'), ('trus', 'mending'), ('mending', 'pindah'), ('pindah', 'game'), ('game', 'ketimbang'), ('ketimbang', 'main'), ('main', 'game'), ('game', 'kikir'), ('kikir', 'cuman'), ('cuman', 'stack'), ('stack', 'di'), ('di', 'rank'), ('rank', 'mawi'), ('mawi',), ('minimal',), ('minimal', 'klo'), ('klo', 'ngasih'), ('ngasih', 'team'), ('team', 'yg'), ('yg', 'imbang'), ('imbang', 'dikit'), ('dikit', 'biadab'), ('biadab', 'masa'), ('masa', 'team'), ('team', 'musuh'), ('musuh', 'pro'), ('pro', 'team'), ('team', 'gw'), ('gw', 'bot'), ('bot', 'mikir'), ('mikir', 'bego'), ('bego', 'mending'), ('mending', 'main'), ('main', 'ep'), ('ep', 'ep'), ('ep', 'ketimbang'), ('ketimbang', 'main'), ('main', 'game'), ('game', 'kikir')]","[('game', 'munafik'), ('munafik', 'bego'), ('bego', 'mau'), ('mau', 'win'), ('win', 'aj'), ('aj', 'di'), ('di', 'kasih'), ('kasih', 'klh'), ('klh', 'dlu'), ('dlu', 'wkwk'), ('wkwk', 'ampas'), ('ampas', 'push'), ('push', 'lama'), ('lama', 'cuman'), ('cuman', 'stack'), ('stack', 'di'), ('di', 'lingkar'), ('lingkar', 'setan'), ('setan', 'moonton'), ('moonton', 'klo'), ('klo', 'kaya'), ('kaya', 'gtu'), ('gtu', 'trus'), ('trus', 'mending'), ('mending', 'pindah'), ('pindah', 'game'), ('game', 'ketimbang'), ('ketimbang', 'main'), ('main', 'game'), ('game', 'kikir'), ('kikir', 'cuman'), ('cuman', 'stack'), ('stack', 'di'), ('di', 'rank'), ('rank', 'mawi'), ('mawi',), ('minimal',), ('minimal', 'klo'), ('klo', 'ngasih'), ('ngasih', 'team'), ('team', 'yg'), ('yg', 'imbang'), ('imbang', 'dikit'), ('dikit', 'biadab'), ('biadab', 'masa'), ('masa', 'team'), ('team', 'musuh'), ('musuh', 'pro'), ('pro', 'team'), ('team', 'gw'), ('gw', 'bot'), ('bot', 'mikir'), ('mikir', 'bego'), ('bego', 'mending'), ('mending', 'main'), ('main', 'ep'), ('ep', 'ep'), ('ep', 'ketimbang'), ('ketimbang', 'main'), ('main', 'game'), ('game', 'kikir')]","[('game', 'munafik'), ('munafik', 'bego'), ('bego', 'mau'), ('mau', 'win'), ('win', 'aj'), ('aj', 'di'), ('di', 'kasih'), ('kasih', 'klh'), ('klh', 'dlu'), ('dlu', 'wkwk'), ('wkwk', 'ampas'), ('ampas', 'push'), ('push', 'lama'), ('lama', 'cuman'), ('cuman', 'stack'), ('stack', 'di'), ('di', 'lingkar'), ('lingkar', 'setan'), ('setan', 'moonton'), ('moonton', 'klo'), ('klo', 'kaya'), ('kaya', 'gtu'), ('gtu', 'trus'), ('trus', 'mending'), ('mending', 'pindah'), ('pindah', 'game'), ('game', 'ketimbang'), ('ketimbang', 'main'), ('main', 'game'), ('game', 'kikir'), ('kikir', 'cuman'), ('cuman', 'stack'), ('stack', 'di'), ('di', 'rank'), ('rank', 'mawi'), ('mawi',), ('minimal',), ('minimal', 'klo'), ('klo', 'ngasih'), ('ngasih', 'team'), ('team', 'yg'), ('yg', 'imbang'), ('imbang', 'dikit'), ('dikit', 'biadab'), ('biadab', 'masa'), ('masa', 'team'), ('team', 'musuh'), ('musuh', 'pro'), ('pro', 'team'), ('team', 'gw'), ('gw', 'bot'), ('bot', 'mikir'), ('mikir', 'bego'), ('bego', 'mending'), ('mending', 'main'), ('main', 'ep'), ('ep', 'ep'), ('ep', 'ketimbang'), ('ketimbang', 'main'), ('main', 'game'), ('game', 'kikir')]"
