userName,content,appVersion,content_clean,tokenized,filtered_tokens,stopwords_removed,stemmed_tokens,slang_replaced
sandhi primadana,game cacat!!!mencuri lane sekarang legal...,11.1.1.4,game cacat!!!mencuri lane sekarang legal...,"[('game', 'cacat'), ('cacat', '!'), ('!', '!'), ('!', '!'), ('!', 'mencuri'), ('mencuri', 'lane'), ('lane', 'sekarang'), ('sekarang', 'legal'), ('legal', '...')]","[('game', 'cacat'), ('cacat',), ('mencuri',), ('mencuri', 'lane'), ('lane', 'sekarang'), ('sekarang', 'legal'), ('legal',)]","[('game', 'cacat'), ('cacat',), ('curi',), ('curi', 'lane'), ('lane', 'sekarang'), ('sekarang', 'legal'), ('legal',)]","[('game', 'cacat'), ('cacat',), ('curi',), ('curi', 'lane'), ('lane', 'sekarang'), ('sekarang', 'legal'), ('legal',)]","[('game', 'cacat'), ('cacat',), ('curi',), ('curi', 'lane'), ('lane', 'sekarang'), ('sekarang', 'legal'), ('legal',)]"
Yt Pre,bagus bangettt,11.1.1.4,bagus bangettt,"[('bagus', 'bangettt')]","[('bagus', 'banget')]","[('bagus', 'banget')]","[('bagus', 'banget')]","[('bagus', 'banget')]"
Azril Darmawan,bagus banget,11.1.1.4,bagus banget,"[('bagus', 'banget')]","[('bagus', 'banget')]","[('bagus', 'banget')]","[('bagus', 'banget')]","[('bagus', 'banget')]"
Welly Djasika,nge frame parah sekarang kalo main di tambah sinyal jumping terus.,11.1.1.4,nge frame parah sekarang kalo main di tambah sinyal jumping terus.,"[('nge', 'frame'), ('frame', 'parah'), ('parah', 'sekarang'), ('sekarang', 'kalo'), ('kalo', 'main'), ('main', 'di'), ('di', 'tambah'), ('tambah', 'sinyal'), ('sinyal', 'jumping'), ('jumping', 'terus'), ('terus', '.')]","[('nge', 'frame'), ('frame', 'parah'), ('parah', 'sekarang'), ('sekarang', 'kalo'), ('kalo', 'main'), ('main', 'di'), ('di', 'tambah'), ('tambah', 'sinyal'), ('sinyal', 'jumping'), ('jumping', 'terus'), ('terus',)]","[('nge', 'frame'), ('frame', 'parah'), ('parah', 'sekarang'), ('sekarang', 'kalo'), ('kalo', 'main'), ('main', 'di'), ('di', 'tambah'), ('tambah', 'sinyal'), ('sinyal', 'jumping'), ('jumping', 'terus'), ('terus',)]","[('nge', 'frame'), ('frame', 'parah'), ('parah', 'sekarang'), ('sekarang', 'kalo'), ('kalo', 'main'), ('main', 'di'), ('di', 'tambah'), ('tambah', 'sinyal'), ('sinyal', 'jumping'), ('jumping', 'terus'), ('terus',)]","[('nge', 'frame'), ('frame', 'parah'), ('parah', 'sekarang'), ('sekarang', 'kalo'), ('kalo', 'main'), ('main', 'di'), ('di', 'tambah'), ('tambah', 'sinyal'), ('sinyal', 'jumping'), ('jumping', 'terus'), ('terus',)]"
ih san,gua pensi dari ml karena di kasih musuh bot mulu,,gua pensi dari ml karena di kasih musuh bot mulu,"[('gua', 'pensi'), ('pensi', 'dari'), ('dari', 'ml'), ('ml', 'karena'), ('karena', 'di'), ('di', 'kasih'), ('kasih', 'musuh'), ('musuh', 'bot'), ('bot', 'mulu')]","[('gua', 'pensi'), ('pensi', 'dari'), ('dari', 'ml'), ('ml', 'karena'), ('karena', 'di'), ('di', 'kasih'), ('kasih', 'musuh'), ('musuh', 'bot'), ('bot', 'mulu')]","[('gua', 'pensi'), ('pensi', 'dari'), ('dari', 'ml'), ('ml', 'karena'), ('karena', 'di'), ('di', 'kasih'), ('kasih', 'musuh'), ('musuh', 'bot'), ('bot', 'mulu')]","[('gua', 'pensi'), ('pensi', 'dari'), ('dari', 'ml'), ('ml', 'karena'), ('karena', 'di'), ('di', 'kasih'), ('kasih', 'musuh'), ('musuh', 'bot'), ('bot', 'mulu')]","[('gua', 'pensi'), ('pensi', 'dari'), ('dari', 'ml'), ('ml', 'karena'), ('karena', 'di'), ('di', 'kasih'), ('kasih', 'musuh'), ('musuh', 'bot'), ('bot', 'mulu')]"
kuromi,gamenya kayanya asik soalnya baru donlowad langsung ku kasih ulasan semoga game nya hemat kuota dan ngasih tim sama musuh yg adil,,gamenya kayanya asik soalnya baru donlowad langsung ku kasih ulasan semoga game nya hemat kuota dan ngasih tim sama musuh yg adil,"[('gamenya', 'kayanya'), ('kayanya', 'asik'), ('asik', 'soalnya'), ('soalnya', 'baru'), ('baru', 'donlowad'), ('donlowad', 'langsung'), ('langsung', 'ku'), ('ku', 'kasih'), ('kasih', 'ulasan'), ('ulasan', 'semoga'), ('semoga', 'game'), ('game', 'nya'), ('nya', 'hemat'), ('hemat', 'kuota'), ('kuota', 'dan'), ('dan', 'ngasih'), ('ngasih', 'tim'), ('tim', 'sama'), ('sama', 'musuh'), ('musuh', 'yg'), ('yg', 'adil')]","[('gamenya', 'kayanya'), ('kayanya', 'asik'), ('asik', 'soalnya'), ('soalnya', 'baru'), ('baru', 'donlowad'), ('donlowad', 'langsung'), ('langsung', 'ku'), ('ku', 'kasih'), ('kasih', 'ulasan'), ('ulasan', 'semoga'), ('semoga', 'game'), ('game', 'nya'), ('nya', 'hemat'), ('hemat', 'kuota'), ('kuota', 'dan'), ('dan', 'ngasih'), ('ngasih', 'tim'), ('tim', 'sama'), ('sama', 'musuh'), ('musuh', 'yg'), ('yg', 'adil')]","[('gamenya', 'kaya'), ('kaya', 'asik'), ('asik', 'soal'), ('soal', 'baru'), ('baru', 'donlowad'), ('donlowad', 'langsung'), ('langsung', 'ku'), ('ku', 'kasih'), ('kasih', 'ulas'), ('ulas', 'moga'), ('moga', 'game'), ('game', 'nya'), ('nya', 'hemat'), ('hemat', 'kuota'), ('kuota', 'dan'), ('dan', 'ngasih'), ('ngasih', 'tim'), ('tim', 'sama'), ('sama', 'musuh'), ('musuh', 'yg'), ('yg', 'adil')]","[('gamenya', 'kaya'), ('kaya', 'asik'), ('asik', 'soal'), ('soal', 'baru'), ('baru', 'donlowad'), ('donlowad', 'langsung'), ('langsung', 'ku'), ('ku', 'kasih'), ('kasih', 'ulas'), ('ulas', 'moga'), ('moga', 'game'), ('game', 'nya'), ('nya', 'hemat'), ('hemat', 'kuota'), ('kuota', 'dan'), ('dan', 'ngasih'), ('ngasih', 'tim'), ('tim', 'sama'), ('sama', 'musuh'), ('musuh', 'yg'), ('yg', 'adil')]","[('gamenya', 'kaya'), ('kaya', 'asik'), ('asik', 'soal'), ('soal', 'baru'), ('baru', 'donlowad'), ('donlowad', 'langsung'), ('langsung', 'ku'), ('ku', 'kasih'), ('kasih', 'ulas'), ('ulas', 'moga'), ('moga', 'game'), ('game', 'nya'), ('nya', 'hemat'), ('hemat', 'kuota'), ('kuota', 'dan'), ('dan', 'ngasih'), ('ngasih', 'tim'), ('tim', 'sama'), ('sama', 'musuh'), ('musuh', 'yg'), ('yg', 'adil')]"
Maulana ADv,game tolol make hero bukan buat line ngak di anggap pelanggaan.. giliran ngreport malah stuck blank,11.1.1.4,game tolol make hero bukan buat line ngak di anggap pelanggaan.. giliran ngreport malah stuck blank,"[('game', 'tolol'), ('tolol', 'make'), ('make', 'hero'), ('hero', 'bukan'), ('bukan', 'buat'), ('buat', 'line'), ('line', 'ngak'), ('ngak', 'di'), ('di', 'anggap'), ('anggap', 'pelanggaan'), ('pelanggaan', '..'), ('..', 'giliran'), ('giliran', 'ngreport'), ('ngreport', 'malah'), ('malah', 'stuck'), ('stuck', 'blank')]","[('game', 'tolol'), ('tolol', 'make'), ('make', 'hero'), ('hero', 'bukan'), ('bukan', 'buat'), ('buat', 'line'), ('line', 'ngak'), ('ngak', 'di'), ('di', 'anggap'), ('anggap', 'pelanggaan'), ('pelanggaan',), ('giliran',), ('giliran', 'ngreport'), ('ngreport', 'malah'), ('malah', 'stuck'), ('stuck', 'blank')]","[('game', 'tolol'), ('tolol', 'make'), ('make', 'hero'), ('hero', 'bukan'), ('bukan', 'buat'), ('buat', 'line'), ('line', 'ngak'), ('ngak', 'di'), ('di', 'anggap'), ('anggap', 'pelanggaan'), ('pelanggaan',), ('gilir',), ('gilir', 'ngreport'), ('ngreport', 'malah'), ('malah', 'stuck'), ('stuck', 'blank')]","[('game', 'tolol'), ('tolol', 'make'), ('make', 'hero'), ('hero', 'bukan'), ('bukan', 'buat'), ('buat', 'line'), ('line', 'ngak'), ('ngak', 'di'), ('di', 'anggap'), ('anggap', 'pelanggaan'), ('pelanggaan',), ('gilir',), ('gilir', 'ngreport'), ('ngreport', 'malah'), ('malah', 'stuck'), ('stuck', 'blank')]","[('game', 'tolol'), ('tolol', 'make'), ('make', 'hero'), ('hero', 'bukan'), ('bukan', 'buat'), ('buat', 'line'), ('line', 'ngak'), ('ngak', 'di'), ('di', 'anggap'), ('anggap', 'pelanggaan'), ('pelanggaan',), ('gilir',), ('gilir', 'ngreport'), ('ngreport', 'malah'), ('malah', 'stuck'), ('stuck', 'blank')]"
Xgarblast Rx,overall is good. but the camera is too close,,overall is good. but the camera is too close,"[('overall', 'is'), ('is', 'good'), ('good', '.'), ('.', 'but'), ('but', 'the'), ('the', 'camera'), ('camera', 'is'), ('is', 'too'), ('too', 'close')]","[('overall', 'is'), ('is', 'good'), ('good',), ('but',), ('but', 'the'), ('the', 'camera'), ('camera', 'is'), ('is', 'too'), ('too', 'close')]","[('overall', 'is'), ('is', 'good'), ('good',), ('but',), ('but', 'the'), ('the', 'camera'), ('camera', 'is'), ('is', 'too'), ('too', 'close')]","[('overall', 'is'), ('is', 'good'), ('good',), ('but',), ('but', 'the'), ('the', 'camera'), ('camera', 'is'), ('is', 'too'), ('too', 'close')]","[('overall', 'is'), ('is', 'good'), ('good',), ('but',), ('but', 'the'), ('the', 'camera'), ('camera', 'is'), ('is', 'too'), ('too', 'close')]"
Taufik Hidayat,game aneh aku nulis pocong hunter malah ketemu game burik gini bahkan lebih burik dari ff,,game aneh aku nulis pocong hunter malah ketemu game burik gini bahkan lebih burik dari ff,"[('game', 'aneh'), ('aneh', 'aku'), ('aku', 'nulis'), ('nulis', 'pocong'), ('pocong', 'hunter'), ('hunter', 'malah'), ('malah', 'ketemu'), ('ketemu', 'game'), ('game', 'burik'), ('burik', 'gini'), ('gini', 'bahkan'), ('bahkan', 'lebih'), ('lebih', 'burik'), ('burik', 'dari'), ('dari', 'ff')]","[('game', 'aneh'), ('aneh', 'aku'), ('aku', 'nulis'), ('nulis', 'pocong'), ('pocong', 'hunter'), ('hunter', 'malah'), ('malah', 'ketemu'), ('ketemu', 'game'), ('game', 'burik'), ('burik', 'gini'), ('gini', 'bahkan'), ('bahkan', 'lebih'), ('lebih', 'burik'), ('burik', 'dari'), ('dari', 'ff')]","[('game', 'aneh'), ('aneh', 'aku'), ('aku', 'nulis'), ('nulis', 'pocong'), ('pocong', 'hunter'), ('hunter', 'malah'), ('malah', 'ketemu'), ('ketemu', 'game'), ('game', 'burik'), ('burik', 'gin'), ('gin', 'bahkan'), ('bahkan', 'lebih'), ('lebih', 'burik'), ('burik', 'dari'), ('dari', 'ff')]","[('game', 'aneh'), ('aneh', 'aku'), ('aku', 'nulis'), ('nulis', 'pocong'), ('pocong', 'hunter'), ('hunter', 'malah'), ('malah', 'ketemu'), ('ketemu', 'game'), ('game', 'burik'), ('burik', 'gin'), ('gin', 'bahkan'), ('bahkan', 'lebih'), ('lebih', 'burik'), ('burik', 'dari'), ('dari', 'ff')]","[('game', 'aneh'), ('aneh', 'aku'), ('aku', 'nulis'), ('nulis', 'pocong'), ('pocong', 'hunter'), ('hunter', 'malah'), ('malah', 'ketemu'), ('ketemu', 'game'), ('game', 'burik'), ('burik', 'gin'), ('gin', 'bahkan'), ('bahkan', 'lebih'), ('lebih', 'burik'), ('burik', 'dari'), ('dari', 'ff')]"
Dika Kurniasih,"aku suka banget,game nya seru,asyik,Hero nya banyak aku suka",10.5.1.15,"aku suka banget,game nya seru,asyik,hero nya banyak aku suka","[('aku', 'suka'), ('suka', 'banget'), ('banget', ','), (',', 'game'), ('game', 'nya'), ('nya', 'seru'), ('seru', ','), (',', 'asyik'), ('asyik', ','), (',', 'hero'), ('hero', 'nya'), ('nya', 'banyak'), ('banyak', 'aku'), ('aku', 'suka')]","[('aku', 'suka'), ('suka', 'banget'), ('banget',), ('game',), ('game', 'nya'), ('nya', 'seru'), ('seru',), ('asyik',), ('asyik',), ('hero',), ('hero', 'nya'), ('nya', 'banyak'), ('banyak', 'aku'), ('aku', 'suka')]","[('aku', 'suka'), ('suka', 'banget'), ('banget',), ('game',), ('game', 'nya'), ('nya', 'seru'), ('seru',), ('asyik',), ('asyik',), ('hero',), ('hero', 'nya'), ('nya', 'banyak'), ('banyak', 'aku'), ('aku', 'suka')]","[('aku', 'suka'), ('suka', 'banget'), ('banget',), ('game',), ('game', 'nya'), ('nya', 'seru'), ('seru',), ('asyik',), ('asyik',), ('hero',), ('hero', 'nya'), ('nya', 'banyak'), ('banyak', 'aku'), ('aku', 'suka')]","[('aku', 'suka'), ('suka', 'banget'), ('banget',), ('game',), ('game', 'nya'), ('nya', 'seru'), ('seru',), ('asyik',), ('asyik',), ('hero',), ('hero', 'nya'), ('nya', 'banyak'), ('banyak', 'aku'), ('aku', 'suka')]"
Tommy Adi Pratama,masih sering nge lah dan fps nya naik tiba-tiba saat momen krusial pas war dan lain2 padahal jaringan bagus dan device mendukung,11.1.1.1,masih sering nge lah dan fps nya naik tiba-tiba saat momen krusial pas war dan lain2 padahal jaringan bagus dan device mendukung,"[('masih', 'sering'), ('sering', 'nge'), ('nge', 'lah'), ('lah', 'dan'), ('dan', 'fps'), ('fps', 'nya'), ('nya', 'naik'), ('naik', 'tiba-tiba'), ('tiba-tiba', 'saat'), ('saat', 'momen'), ('momen', 'krusial'), ('krusial', 'pas'), ('pas', 'war'), ('war', 'dan'), ('dan', 'lain2'), ('lain2', 'padahal'), ('padahal', 'jaringan'), ('jaringan', 'bagus'), ('bagus', 'dan'), ('dan', 'device'), ('device', 'mendukung')]","[('masih', 'sering'), ('sering', 'nge'), ('nge', 'lah'), ('lah', 'dan'), ('dan', 'fps'), ('fps', 'nya'), ('nya', 'naik'), ('naik', 'tibatiba'), ('tibatiba', 'saat'), ('saat', 'momen'), ('momen', 'krusial'), ('krusial', 'pas'), ('pas', 'war'), ('war', 'dan'), ('dan', 'lain'), ('lain', 'padahal'), ('padahal', 'jaringan'), ('jaringan', 'bagus'), ('bagus', 'dan'), ('dan', 'device'), ('device', 'mendukung')]","[('masih', 'sering'), ('sering', 'nge'), ('nge', 'lah'), ('lah', 'dan'), ('dan', 'fps'), ('fps', 'nya'), ('nya', 'naik'), ('naik', 'tibatiba'), ('tibatiba', 'saat'), ('saat', 'momen'), ('momen', 'krusial'), ('krusial', 'pas'), ('pas', 'war'), ('war', 'dan'), ('dan', 'lain'), ('lain', 'padahal'), ('padahal', 'jaring'), ('jaring', 'bagus'), ('bagus', 'dan'), ('dan', 'device'), ('device', 'dukung')]","[('masih', 'sering'), ('sering', 'nge'), ('nge', 'lah'), ('lah', 'dan'), ('dan', 'fps'), ('fps', 'nya'), ('nya', 'naik'), ('naik', 'tibatiba'), ('tibatiba', 'saat'), ('saat', 'momen'), ('momen', 'krusial'), ('krusial', 'pas'), ('pas', 'war'), ('war', 'dan'), ('dan', 'lain'), ('lain', 'padahal'), ('padahal', 'jaring'), ('jaring', 'bagus'), ('bagus', 'dan'), ('dan', 'device'), ('device', 'dukung')]","[('masih', 'sering'), ('sering', 'nge'), ('nge', 'lah'), ('lah', 'dan'), ('dan', 'fps'), ('fps', 'nya'), ('nya', 'naik'), ('naik', 'tibatiba'), ('tibatiba', 'saat'), ('saat', 'momen'), ('momen', 'krusial'), ('krusial', 'pas'), ('pas', 'war'), ('war', 'dan'), ('dan', 'lain'), ('lain', 'padahal'), ('padahal', 'jaring'), ('jaring', 'bagus'), ('bagus', 'dan'), ('dan', 'device'), ('device', 'dukung')]"
Ali Sofa,sangat bagus ya,11.1.1.4,sangat bagus ya,"[('sangat', 'bagus'), ('bagus', 'ya')]","[('sangat', 'bagus'), ('bagus', 'ya')]","[('sangat', 'bagus'), ('bagus', 'ya')]","[('sangat', 'bagus'), ('bagus', 'ya')]","[('sangat', 'bagus'), ('bagus', 'ya')]"
Zarna Wati,untuk ini gameku kasih bintang 5 karena mau hero atau skin gratis mulu coy ini mungkin bakal jadi game buat gue ngonten tapi nanti besar ya kalau masih ada meskipun ini game ngikutan MLBB tapi masih bagus yang ini lebih berkualitas dan kata²nya buat aku seneng kadang dapet serlok takparani sama bisa buat striker hero sendiri kelas banget jadi itu saja kata² gue untuk game ini jadi by²,11.1.1.4,untuk ini gameku kasih bintang 5 karena mau hero atau skin gratis mulu coy ini mungkin bakal jadi game buat gue ngonten tapi nanti besar ya kalau masih ada meskipun ini game ngikutan mlbb tapi masih bagus yang ini lebih berkualitas dan kata²nya buat aku seneng kadang dapet serlok takparani sama bisa buat striker hero sendiri kelas banget jadi itu saja kata² gue untuk game ini jadi by²,"[('untuk', 'ini'), ('ini', 'gameku'), ('gameku', 'kasih'), ('kasih', 'bintang'), ('bintang', '5'), ('5', 'karena'), ('karena', 'mau'), ('mau', 'hero'), ('hero', 'atau'), ('atau', 'skin'), ('skin', 'gratis'), ('gratis', 'mulu'), ('mulu', 'coy'), ('coy', 'ini'), ('ini', 'mungkin'), ('mungkin', 'bakal'), ('bakal', 'jadi'), ('jadi', 'game'), ('game', 'buat'), ('buat', 'gue'), ('gue', 'ngonten'), ('ngonten', 'tapi'), ('tapi', 'nanti'), ('nanti', 'besar'), ('besar', 'ya'), ('ya', 'kalau'), ('kalau', 'masih'), ('masih', 'ada'), ('ada', 'meskipun'), ('meskipun', 'ini'), ('ini', 'game'), ('game', 'ngikutan'), ('ngikutan', 'mlbb'), ('mlbb', 'tapi'), ('tapi', 'masih'), ('masih', 'bagus'), ('bagus', 'yang'), ('yang', 'ini'), ('ini', 'lebih'), ('lebih', 'berkualitas'), ('berkualitas', 'dan'), ('dan', 'kata²nya'), ('kata²nya', 'buat'), ('buat', 'aku'), ('aku', 'seneng'), ('seneng', 'kadang'), ('kadang', 'dapet'), ('dapet', 'serlok'), ('serlok', 'takparani'), ('takparani', 'sama'), ('sama', 'bisa'), ('bisa', 'buat'), ('buat', 'striker'), ('striker', 'hero'), ('hero', 'sendiri'), ('sendiri', 'kelas'), ('kelas', 'banget'), ('banget', 'jadi'), ('jadi', 'itu'), ('itu', 'saja'), ('saja', 'kata²'), ('kata²', 'gue'), ('gue', 'untuk'), ('untuk', 'game'), ('game', 'ini'), ('ini', 'jadi'), ('jadi', 'by²')]","[('untuk', 'ini'), ('ini', 'gameku'), ('gameku', 'kasih'), ('kasih', 'bintang'), ('bintang',), ('karena',), ('karena', 'mau'), ('mau', 'hero'), ('hero', 'atau'), ('atau', 'skin'), ('skin', 'gratis'), ('gratis', 'mulu'), ('mulu', 'coy'), ('coy', 'ini'), ('ini', 'mungkin'), ('mungkin', 'bakal'), ('bakal', 'jadi'), ('jadi', 'game'), ('game', 'buat'), ('buat', 'gue'), ('gue', 'ngonten'), ('ngonten', 'tapi'), ('tapi', 'nanti'), ('nanti', 'besar'), ('besar', 'ya'), ('ya', 'kalau'), ('kalau', 'masih'), ('masih', 'ada'), ('ada', 'meskipun'), ('meskipun', 'ini'), ('ini', 'game'), ('game', 'ngikutan'), ('ngikutan', 'mlbb'), ('mlbb', 'tapi'), ('tapi', 'masih'), ('masih', 'bagus'), ('bagus', 'yang'), ('yang', 'ini'), ('ini', 'lebih'), ('lebih', 'berkualitas'), ('berkualitas', 'dan'), ('dan', 'katanya'), ('katanya', 'buat'), ('buat', 'aku'), ('aku', 'seneng'), ('seneng', 'kadang'), ('kadang', 'dapet'), ('dapet', 'serlok'), ('serlok', 'takparani'), ('takparani', 'sama'), ('sama', 'bisa'), ('bisa', 'buat'), ('buat', 'striker'), ('striker', 'hero'), ('hero', 'sendiri'), ('sendiri', 'kelas'), ('kelas', 'banget'), ('banget', 'jadi'), ('jadi', 'itu'), ('itu', 'saja'), ('saja', 'kata'), ('kata', 'gue'), ('gue', 'untuk'), ('untuk', 'game'), ('game', 'ini'), ('ini', 'jadi'), ('jadi', 'by')]","[('untuk', 'ini'), ('ini', 'gameku'), ('gameku', 'kasih'), ('kasih', 'bintang'), ('bintang',), ('karena',), ('karena', 'mau'), ('mau', 'hero'), ('hero', 'atau'), ('atau', 'skin'), ('skin', 'gratis'), ('gratis', 'mulu'), ('mulu', 'coy'), ('coy', 'ini'), ('ini', 'mungkin'), ('mungkin', 'bakal'), ('bakal', 'jadi'), ('jadi', 'game'), ('game', 'buat'), ('buat', 'gue'), ('gue', 'ngonten'), ('ngonten', 'tapi'), ('tapi', 'nanti'), ('nanti', 'besar'), ('besar', 'ya'), ('ya', 'kalau'), ('kalau', 'masih'), ('masih', 'ada'), ('ada', 'meski'), ('meski', 'ini'), ('ini', 'game'), ('game', 'ngikutan'), ('ngikutan', 'mlbb'), ('mlbb', 'tapi'), ('tapi', 'masih'), ('masih', 'bagus'), ('bagus', 'yang'), ('yang', 'ini'), ('ini', 'lebih'), ('lebih', 'kualitas'), ('kualitas', 'dan'), ('dan', 'kata'), ('kata', 'buat'), ('buat', 'aku'), ('aku', 'neng'), ('neng', 'kadang'), ('kadang', 'dapet'), ('dapet', 'serlok'), ('serlok', 'takparani'), ('takparani', 'sama'), ('sama', 'bisa'), ('bisa', 'buat'), ('buat', 'striker'), ('striker', 'hero'), ('hero', 'sendiri'), ('sendiri', 'kelas'), ('kelas', 'banget'), ('banget', 'jadi'), ('jadi', 'itu'), ('itu', 'saja'), ('saja', 'kata'), ('kata', 'gue'), ('gue', 'untuk'), ('untuk', 'game'), ('game', 'ini'), ('ini', 'jadi'), ('jadi', 'by')]","[('untuk', 'ini'), ('ini', 'gameku'), ('gameku', 'kasih'), ('kasih', 'bintang'), ('bintang',), ('karena',), ('karena', 'mau'), ('mau', 'hero'), ('hero', 'atau'), ('atau', 'skin'), ('skin', 'gratis'), ('gratis', 'mulu'), ('mulu', 'coy'), ('coy', 'ini'), ('ini', 'mungkin'), ('mungkin', 'bakal'), ('bakal', 'jadi'), ('jadi', 'game'), ('game', 'buat'), ('buat', 'gue'), ('gue', 'ngonten'), ('ngonten', 'tapi'), ('tapi', 'nanti'), ('nanti', 'besar'), ('besar', 'ya'), ('ya', 'kalau'), ('kalau', 'masih'), ('masih', 'ada'), ('ada', 'meski'), ('meski', 'ini'), ('ini', 'game'), ('game', 'ngikutan'), ('ngikutan', 'mlbb'), ('mlbb', 'tapi'), ('tapi', 'masih'), ('masih', 'bagus'), ('bagus', 'yang'), ('yang', 'ini'), ('ini', 'lebih'), ('lebih', 'kualitas'), ('kualitas', 'dan'), ('dan', 'kata'), ('kata', 'buat'), ('buat', 'aku'), ('aku', 'neng'), ('neng', 'kadang'), ('kadang', 'dapet'), ('dapet', 'serlok'), ('serlok', 'takparani'), ('takparani', 'sama'), ('sama', 'bisa'), ('bisa', 'buat'), ('buat', 'striker'), ('striker', 'hero'), ('hero', 'sendiri'), ('sendiri', 'kelas'), ('kelas', 'banget'), ('banget', 'jadi'), ('jadi', 'itu'), ('itu', 'saja'), ('saja', 'kata'), ('kata', 'gue'), ('gue', 'untuk'), ('untuk', 'game'), ('game', 'ini'), ('ini', 'jadi'), ('jadi', 'by')]","[('untuk', 'ini'), ('ini', 'gameku'), ('gameku', 'kasih'), ('kasih', 'bintang'), ('bintang',), ('karena',), ('karena', 'mau'), ('mau', 'hero'), ('hero', 'atau'), ('atau', 'skin'), ('skin', 'gratis'), ('gratis', 'mulu'), ('mulu', 'coy'), ('coy', 'ini'), ('ini', 'mungkin'), ('mungkin', 'bakal'), ('bakal', 'jadi'), ('jadi', 'game'), ('game', 'buat'), ('buat', 'gue'), ('gue', 'ngonten'), ('ngonten', 'tapi'), ('tapi', 'nanti'), ('nanti', 'besar'), ('besar', 'ya'), ('ya', 'kalau'), ('kalau', 'masih'), ('masih', 'ada'), ('ada', 'meski'), ('meski', 'ini'), ('ini', 'game'), ('game', 'ngikutan'), ('ngikutan', 'mlbb'), ('mlbb', 'tapi'), ('tapi', 'masih'), ('masih', 'bagus'), ('bagus', 'yang'), ('yang', 'ini'), ('ini', 'lebih'), ('lebih', 'kualitas'), ('kualitas', 'dan'), ('dan', 'kata'), ('kata', 'buat'), ('buat', 'aku'), ('aku', 'neng'), ('neng', 'kadang'), ('kadang', 'dapet'), ('dapet', 'serlok'), ('serlok', 'takparani'), ('takparani', 'sama'), ('sama', 'bisa'), ('bisa', 'buat'), ('buat', 'striker'), ('striker', 'hero'), ('hero', 'sendiri'), ('sendiri', 'kelas'), ('kelas', 'banget'), ('banget', 'jadi'), ('jadi', 'itu'), ('itu', 'saja'), ('saja', 'kata'), ('kata', 'gue'), ('gue', 'untuk'), ('untuk', 'game'), ('game', 'ini'), ('ini', 'jadi'), ('jadi', 'by')]"
